Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,41.328,98.56,16.1833,10.8819,56917,74136,=AVERAGE(G3:H3),
1.6,284.368,292.32,576.688,16.1833,10.8819,5617,6231,=AVERAGE(G4:H4),
1.7,297.808,298.816,596.624,16.1833,10.8819,5379,5391,=AVERAGE(G5:H5),
1.8,298.48,298.256,596.736,16.1833,10.8819,5381,5394,=AVERAGE(G6:H6),
1.9,299.712,298.592,598.304,16.1833,10.8819,5363,5390,=AVERAGE(G7:H7),
2,297.92,298.032,595.952,16.3097,11.7277,5381,5386,=AVERAGE(G8:H8),
2.1,298.592,299.04,597.632,15.9825,13.4634,5376,5390,=AVERAGE(G9:H9),
2.2,299.6,298.144,597.744,14.5863,14.9015,5369,5385,=AVERAGE(G10:H10),
2.3,298.368,298.48,596.848,11.7922,15.9099,5379,5398,=AVERAGE(G11:H11),
2.4,260.624,261.408,522.032,6.5982,16.3159,5387,5391,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,178.752,172.816,351.568,16.9444,6.35896,30850,32200,=AVERAGE(G14:H14),
2.7,197.008,189.952,386.96,18.0955,6.87199,16673,17525,=AVERAGE(G15:H15),
2.8,224.112,224.784,448.896,6.77921,18.1253,5396,5405,=AVERAGE(G16:H16),
2.9,198.688,190.624,389.312,6.39803,16.9157,15857,16720,=AVERAGE(G17:H17),
3,245.392,244.832,490.224,13.742,6.74737,5385,5397,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,294.448,289.184,583.632,13.8148,15.7737,20208,20730,=AVERAGE(G20:H20),
3.3,298.144,298.816,596.96,12.0224,16.3173,5386,5396,=AVERAGE(G21:H21),
3.4,299.488,297.92,597.408,11.8398,16.315,5360,5392,=AVERAGE(G22:H22),
3.5,299.152,298.256,597.408,11.6551,16.3046,5379,5386,=AVERAGE(G23:H23),
3.6,298.368,298.48,596.848,11.4685,16.2864,5364,5381,=AVERAGE(G24:H24),
3.7,298.816,299.488,598.304,11.28,16.2605,5379,5386,=AVERAGE(G25:H25),
3.8,299.712,300.384,600.096,11.2554,16.2566,5383,5392,=AVERAGE(G26:H26),
3.9,298.816,297.92,596.736,11.2554,16.2566,5359,5380,=AVERAGE(G27:H27),
4,299.712,298.592,598.304,11.2554,16.2566,5372,5404,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
