Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,38.416,28.56,28.56,28.56,28.56,28.56,238.448,14.394,15.0139,57121,77043,73794,74618,75180,75739,76264,=AVERAGE(L3:R3),
1.6,232.4,247.408,257.264,248.864,244.944,235.872,226.016,1692.77,14.394,15.0139,8231,9285,12601,13106,13202,13974,14301,=AVERAGE(L4:R4),
1.7,251.216,250.544,247.632,253.456,243.6,244.72,256.256,1747.42,14.394,15.0139,8692,8255,8328,8855,8548,8686,8140,=AVERAGE(L5:R5),
1.8,261.52,247.072,248.64,241.36,254.688,251.776,247.408,1752.46,14.394,15.0139,8209,8906,8744,8713,8696,8764,8953,=AVERAGE(L6:R6),
1.9,238.336,246.176,253.68,253.12,242.928,245.84,252.112,1732.19,14.394,15.0139,8917,8754,8925,8724,8926,8850,8820,=AVERAGE(L7:R7),
2,252.448,254.016,241.36,249.424,254.464,252.672,252.672,1757.06,14.2957,15.0676,8370,8747,8784,8525,8507,8662,8383,=AVERAGE(L8:R8),
2.1,250.096,250.656,250.32,244.72,244.944,247.632,247.296,1735.66,14.0655,15.1842,8844,8492,8485,8787,8697,8823,8647,=AVERAGE(L9:R9),
2.2,247.184,249.2,252.896,248.752,253.568,248.304,245.168,1745.07,13.8206,15.2962,8656,8903,8734,8929,8583,8601,8873,=AVERAGE(L10:R10),
2.3,252.672,246.624,249.312,251.776,252,251.664,251.44,1755.49,13.5605,15.4034,8736,8858,8815,8715,8663,8739,8874,=AVERAGE(L11:R11),
2.4,252.672,249.088,254.688,244.608,239.456,247.296,249.2,1737.01,13.2848,15.5056,8732,8647,8603,8921,8849,8806,8933,=AVERAGE(L12:R12),
2.5,252.448,242.704,246.736,253.792,253.68,242.704,248.752,1740.82,12.9932,15.6027,8586,8726,8518,8391,8824,8697,8646,=AVERAGE(L13:R13),
2.6,243.936,255.36,249.088,244.944,244.608,257.712,249.312,1744.96,12.6853,15.6945,8565,8546,8612,8847,8652,8501,8634,=AVERAGE(L14:R14),
2.7,251.104,249.648,247.52,249.872,252.224,243.376,252.672,1746.42,12.3607,15.7808,8801,8542,8589,8330,8697,8761,8802,=AVERAGE(L15:R15),
2.8,245.952,250.768,254.24,249.984,245.28,245.84,245.84,1737.9,12.019,15.8615,8614,8372,8890,8816,8869,9016,8637,=AVERAGE(L16:R16),
2.9,256.704,244.16,250.992,246.848,258.16,252.784,250.432,1760.08,11.6597,15.9363,8862,8860,8517,8770,8704,8771,8599,=AVERAGE(L17:R17),
3,246.736,254.912,247.52,247.744,244.384,248.416,246.848,1736.56,11.2825,16.0051,8921,8517,8540,9017,8885,8452,8779,=AVERAGE(L18:R18),
3.1,241.808,250.432,253.232,249.76,252.448,248.528,250.768,1746.98,10.887,16.0676,8847,8857,8582,8436,8898,8520,8859,=AVERAGE(L19:R19),
3.2,252.896,245.728,251.216,250.096,251.888,249.648,252,1753.47,10.4728,16.1237,8874,8833,8813,8625,8751,8837,8608,=AVERAGE(L20:R20),
3.3,247.744,249.872,247.856,251.552,253.008,250.32,245.168,1745.52,10.0394,16.1731,8954,8727,8522,8909,8740,8778,9064,=AVERAGE(L21:R21),
3.4,247.408,246.288,252.224,253.568,247.968,254.016,244.16,1745.63,9.58647,16.2156,9049,9020,8600,8988,8705,8656,8846,=AVERAGE(L22:R22),
3.5,255.92,253.12,246.512,250.992,249.984,245.28,248.192,1750,9.11347,16.2511,8697,8524,8920,8582,8538,8934,9016,=AVERAGE(L23:R23),
3.6,246.4,247.856,250.32,246.736,252.336,256.48,248.192,1748.32,8.62005,16.2793,8914,8517,8724,8726,8547,8582,8873,=AVERAGE(L24:R24),
3.7,248.64,245.728,241.248,240.352,247.632,240.128,246.96,1710.69,8.1058,16.2999,8663,8599,8863,8677,8726,8819,8534,=AVERAGE(L25:R25),
3.8,251.552,253.456,244.384,256.928,238.112,245.84,246.96,1737.23,7.57031,16.3127,8595,8518,8743,8685,8726,8926,8529,=AVERAGE(L26:R26),
3.9,231.504,237.216,258.608,252,251.104,251.776,255.36,1737.57,7.01301,16.3175,8435,8390,8497,8908,8495,8475,9027,=AVERAGE(L27:R27),
4,251.552,251.664,246.736,238.672,248.416,241.808,252.336,1731.18,6.43364,16.3141,8736,9020,8483,8547,8651,8554,8680,=AVERAGE(L28:R28),
4.1,20.384,2.688,0,20.832,13.328,13.888,0,71.12,5.83174,16.3021,10377,111599,0,11308,12472,11021,0,=AVERAGE(L29:R29),
4.2,0,34.832,37.408,37.52,37.632,37.52,37.408,222.32,7.23397,13.572,0,104592,104256,106702,106308,105977,105070,=AVERAGE(L30:R30),
4.3,257.824,256.816,247.184,229.264,234.976,238.672,243.824,1708.56,7.24946,13.572,36010,20735,21434,22418,22009,21823,21535,=AVERAGE(L31:R31),
4.4,249.648,248.416,254.912,244.496,247.184,253.232,248.416,1746.3,7.99575,13.297,8925,8451,8842,8484,8316,8800,8569,=AVERAGE(L32:R32),
4.5,246.848,243.936,234.864,230.048,228.816,233.744,244.72,1662.98,8.72216,13.0061,8874,8760,9026,9346,9405,9171,9021,=AVERAGE(L33:R33),
4.6,253.344,244.048,250.768,253.568,250.768,249.536,251.664,1753.7,9.41415,12.6989,8557,8850,8615,8623,8929,8528,8827,=AVERAGE(L34:R34),
4.7,246.624,251.776,253.12,253.12,251.888,253.12,244.72,1754.37,10.0992,12.375,8835,8568,8620,8455,8584,8499,8514,=AVERAGE(L35:R35),
4.8,245.168,245.728,251.552,241.248,253.568,251.104,251.776,1740.14,10.7627,12.034,8621,8629,8365,8779,8708,8594,8824,=AVERAGE(L36:R36),
4.9,254.24,252.672,258.72,246.064,244.832,249.536,246.96,1753.02,11.4041,11.6755,8678,8901,8649,8888,8804,8523,9012,=AVERAGE(L37:R37),
5,243.6,251.44,241.36,252.336,248.08,248.08,255.808,1740.7,12.0229,11.2991,8743,8900,8927,8913,8914,8888,8597,=AVERAGE(L38:R38),
5.1,253.232,244.72,253.12,247.52,260.176,252.672,243.712,1755.15,12.6187,10.9044,8786,8781,8848,8726,8507,8608,8512,=AVERAGE(L39:R39),
5.2,249.312,249.984,250.432,249.424,240.912,246.064,255.024,1741.15,13.1911,10.491,8737,8532,8745,8490,8709,8815,8597,=AVERAGE(L40:R40),
5.3,255.248,248.864,245.168,252.896,251.888,253.344,249.984,1757.39,13.7397,10.0584,8593,8709,8736,8678,8910,8572,8639,=AVERAGE(L41:R41),
5.4,253.792,254.576,248.528,248.864,242.368,249.424,246.96,1744.51,14.264,9.60633,8699,8674,8619,8630,8821,8851,8668,=AVERAGE(L42:R42),
5.5,250.656,244.832,250.096,248.304,252.448,251.104,246.624,1744.06,14.7636,9.1342,8435,8769,8451,8793,8696,8503,8951,=AVERAGE(L43:R43),
5.6,250.656,249.424,248.192,248.416,250.096,248.752,252.784,1748.32,15.2382,8.64169,8639,8934,8849,8781,8784,8893,8812,=AVERAGE(L44:R44),
5.7,245.728,251.552,249.088,254.352,243.936,252.336,249.088,1746.08,15.6873,8.12835,8643,8464,8528,8597,8955,8227,8266,=AVERAGE(L45:R45),
5.8,249.088,249.872,249.088,244.944,249.536,240.352,248.192,1731.07,16.1108,7.59373,8522,8602,8679,8788,8360,8843,8517,=AVERAGE(L46:R46),
5.9,249.536,244.608,251.552,246.848,251.104,255.584,249.424,1748.66,16.5081,7.03742,8849,8400,8894,8623,8428,8731,8549,=AVERAGE(L47:R47),
6,249.648,245.616,242.704,246.736,256.368,249.872,248.528,1739.47,16.8791,6.45899,8898,8876,8834,9008,8687,8749,8707,=AVERAGE(L48:R48),
6.1,15.008,25.312,24.528,20.048,12.32,16.24,26.88,140.336,18.4098,5.80601,9616,9135,9132,9110,7881,9633,8835,=AVERAGE(L49:R49),
6.2,223.328,193.76,191.52,207.088,207.76,195.104,181.552,1400.11,17.8146,7.67854,25421,29703,30146,27342,27438,29309,31739,=AVERAGE(L50:R50),
6.3,222.768,208.208,199.136,216.048,203.952,199.36,221.2,1470.67,17.5229,8.41364,9329,10561,11618,10031,11061,11215,9850,=AVERAGE(L51:R51),
6.4,247.184,252.784,251.664,253.008,250.88,246.848,250.768,1753.14,17.204,9.12839,8621,8568,8958,8714,8617,8941,8402,=AVERAGE(L52:R52),
6.5,251.552,245.616,249.872,246.288,250.992,249.648,252.112,1746.08,16.8582,9.82218,8728,8850,8860,8766,8651,8907,8851,=AVERAGE(L53:R53),
6.6,252.336,250.992,245.728,250.992,255.92,245.84,249.872,1751.68,16.4858,10.4945,8348,8495,8698,8453,8340,8650,8841,=AVERAGE(L54:R54),
6.7,252,246.176,253.68,244.048,244.832,256.704,247.968,1745.41,16.0869,11.145,8671,8459,8638,8698,8598,8367,8786,=AVERAGE(L55:R55),
6.8,249.872,252.784,244.384,256.144,253.68,241.36,248.864,1747.09,15.662,11.773,8613,8341,8997,8416,8640,8768,9044,=AVERAGE(L56:R56),
6.9,248.752,243.6,246.064,249.2,243.824,244.496,251.104,1727.04,15.2113,12.3783,8765,8955,8814,8773,8593,8531,8715,=AVERAGE(L57:R57),
7,252.336,253.568,250.544,243.152,263.088,249.984,250.656,1763.33,14.7353,12.9603,8688,8751,8896,8173,8686,8457,8615,=AVERAGE(L58:R58),
7.1,246.512,246.288,256.816,251.44,244.272,248.752,241.696,1735.78,14.2342,13.5187,8352,8253,8523,8427,8282,8449,8303,=AVERAGE(L59:R59),
7.2,257.488,242.592,239.232,253.232,242.704,252.672,250.88,1738.8,13.7085,14.0529,8884,8451,8772,8756,8659,8949,8303,=AVERAGE(L60:R60),
