Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,41.328,28.56,28.56,28.56,184.24,16.1833,10.8819,57049,74278,73939,74405,75050,=AVERAGE(J3:N3),
1.6,278.32,279.888,286.496,283.584,275.632,1403.92,16.1833,10.8819,6446,7173,10545,10722,11014,=AVERAGE(J4:N4),
1.7,291.2,291.2,294.56,291.2,290.64,1458.8,16.1833,10.8819,6491,6505,6353,6467,6511,=AVERAGE(J5:N5),
1.8,294.672,292.208,287.168,291.2,293.44,1458.69,16.1833,10.8819,6366,6396,6468,6469,6403,=AVERAGE(J6:N6),
1.9,294.336,292.992,292.208,289.072,292.432,1461.04,16.1833,10.8819,6418,6421,6403,6493,6382,=AVERAGE(J7:N7),
2,288.176,292.992,291.984,295.68,293.104,1461.94,16.3097,11.7277,6459,6414,6445,6391,6456,=AVERAGE(J8:N8),
2.1,290.416,293.104,291.984,289.856,291.424,1456.78,15.9825,13.4634,6489,6421,6410,6467,6449,=AVERAGE(J9:N9),
2.2,292.992,294.896,291.2,288.96,294.448,1462.5,14.5863,14.9015,6399,6350,6420,6443,6397,=AVERAGE(J10:N10),
2.3,290.08,294.336,294.336,291.424,295.232,1465.41,11.7921,15.9099,6440,6329,6417,6413,6378,=AVERAGE(J11:N11),
2.4,258.608,256.928,248.528,254.128,253.568,1271.76,6.59847,16.3159,6525,6480,6571,6510,6519,=AVERAGE(J12:N12),
2.5,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,=AVERAGE(J13:N13),
2.6,168.336,153.44,163.744,160.272,149.744,795.536,16.9443,6.35896,33567,37998,35240,36310,39242,=AVERAGE(J14:N14),
2.7,190.736,174.272,179.536,171.024,165.536,881.104,18.0955,6.87199,17697,19693,18919,20138,21024,=AVERAGE(J15:N15),
2.8,222.544,224.672,221.648,222.32,220.528,1111.71,6.77921,18.1253,6763,6753,6811,6747,6778,=AVERAGE(J16:N16),
2.9,187.488,159.712,180.432,171.696,181.104,880.432,6.39803,16.9157,17264,21123,18644,19735,18408,=AVERAGE(J17:N17),
3,247.52,244.16,239.344,239.904,236.88,1207.81,13.7424,6.74657,6786,6777,6756,6751,6764,=AVERAGE(J18:N18),
3.1,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,=AVERAGE(J19:N19),
3.2,289.072,263.536,267.904,274.288,281.904,1376.7,13.8148,15.7738,20883,23903,23436,22860,22062,=AVERAGE(J20:N20),
3.3,292.432,288.512,296.24,292.992,292.208,1462.38,12.0224,16.3173,6384,6432,6386,6425,6442,=AVERAGE(J21:N21),
3.4,295.008,291.536,292.432,288.4,287.952,1455.33,11.8397,16.315,6436,6463,6455,6498,6464,=AVERAGE(J22:N22),
3.5,296.128,289.632,290.976,292.432,291.984,1461.15,11.6551,16.3046,6349,6462,6455,6503,6514,=AVERAGE(J23:N23),
3.6,294.672,295.12,293.664,292.32,291.536,1467.31,11.4685,16.2864,6374,6365,6417,6436,6412,=AVERAGE(J24:N24),
3.7,296.576,295.792,295.792,296.128,294.672,1478.96,11.28,16.2605,6373,6474,6384,6414,6490,=AVERAGE(J25:N25),
3.8,294.224,291.648,292.208,289.856,290.528,1458.46,11.2554,16.2566,6465,6432,6366,6414,6448,=AVERAGE(J26:N26),
3.9,292.656,289.968,294.224,289.408,290.08,1456.34,11.2554,16.2566,6375,6482,6372,6435,6409,=AVERAGE(J27:N27),
4,286.944,288.176,288.288,290.528,293.888,1447.82,11.2554,16.2566,6369,6380,6325,6398,6331,=AVERAGE(J28:N28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(G7:G28)
