Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,57.232,44.464,101.696,14.394,15.0139,56817,70618,=AVERAGE(G3:H3),
1.6,284.816,289.408,574.224,14.394,15.0139,5614,5999,=AVERAGE(G4:H4),
1.7,298.368,298.368,596.736,14.394,15.0139,5379,5383,=AVERAGE(G5:H5),
1.8,298.368,298.144,596.512,14.394,15.0139,5377,5381,=AVERAGE(G6:H6),
1.9,298.816,299.152,597.968,14.394,15.0139,5380,5383,=AVERAGE(G7:H7),
2,298.256,299.264,597.52,14.2957,15.0676,5376,5373,=AVERAGE(G8:H8),
2.1,298.256,298.592,596.848,14.0656,15.1842,5383,5387,=AVERAGE(G9:H9),
2.2,298.032,299.04,597.072,13.8206,15.2962,5382,5374,=AVERAGE(G10:H10),
2.3,297.808,299.824,597.632,13.5605,15.4034,5380,5372,=AVERAGE(G11:H11),
2.4,298.48,298.368,596.848,13.2848,15.5056,5375,5379,=AVERAGE(G12:H12),
2.5,299.488,298.704,598.192,12.9932,15.6027,5370,5386,=AVERAGE(G13:H13),
2.6,299.6,298.592,598.192,12.6853,15.6945,5373,5375,=AVERAGE(G14:H14),
2.7,298.368,298.144,596.512,12.3607,15.7808,5371,5384,=AVERAGE(G15:H15),
2.8,298.032,298.368,596.4,12.019,15.8615,5391,5390,=AVERAGE(G16:H16),
2.9,298.48,298.592,597.072,11.6597,15.9363,5367,5376,=AVERAGE(G17:H17),
3,298.592,298.592,597.184,11.2826,16.0051,5379,5385,=AVERAGE(G18:H18),
3.1,297.92,299.488,597.408,10.8871,16.0676,5380,5371,=AVERAGE(G19:H19),
3.2,298.48,299.264,597.744,10.4728,16.1237,5385,5370,=AVERAGE(G20:H20),
3.3,298.48,298.816,597.296,10.0394,16.1731,5368,5384,=AVERAGE(G21:H21),
3.4,298.256,298.368,596.624,9.58647,16.2156,5378,5393,=AVERAGE(G22:H22),
3.5,298.928,298.704,597.632,9.1135,16.2511,5381,5376,=AVERAGE(G23:H23),
3.6,298.256,298.48,596.736,8.62009,16.2793,5371,5385,=AVERAGE(G24:H24),
3.7,298.256,299.824,598.08,8.1058,16.2999,5389,5362,=AVERAGE(G25:H25),
3.8,299.936,300.048,599.984,7.57027,16.3127,5373,5385,=AVERAGE(G26:H26),
3.9,298.48,299.04,597.52,7.01303,16.3175,5379,5392,=AVERAGE(G27:H27),
4,298.592,298.592,597.184,6.43368,16.3141,5393,5380,=AVERAGE(G28:H28),
4.1,298.592,298.592,597.184,5.83174,16.3021,5361,5372,=AVERAGE(G29:H29),
4.2,16.8,17.472,34.272,7.23402,13.572,5298,5327,=AVERAGE(G30:H30),
4.3,298.256,292.544,590.8,7.24928,13.572,16843,17285,=AVERAGE(G31:H31),
4.4,298.256,298.592,596.848,7.98101,13.297,5379,5400,=AVERAGE(G32:H32),
4.5,298.256,299.04,597.296,8.70789,13.0061,5382,5374,=AVERAGE(G33:H33),
4.6,299.376,298.704,598.08,9.41411,12.6989,5363,5379,=AVERAGE(G34:H34),
4.7,299.6,298.592,598.192,10.0992,12.375,5375,5391,=AVERAGE(G35:H35),
4.8,297.808,298.48,596.288,10.7627,12.034,5390,5377,=AVERAGE(G36:H36),
4.9,298.256,298.592,596.848,11.404,11.6755,5382,5367,=AVERAGE(G37:H37),
5,297.92,298.592,596.512,12.0229,11.2991,5375,5393,=AVERAGE(G38:H38),
5.1,298.48,298.704,597.184,12.6187,10.9044,5374,5391,=AVERAGE(G39:H39),
5.2,298.704,298.368,597.072,13.1911,10.491,5374,5390,=AVERAGE(G40:H40),
5.3,299.04,298.704,597.744,13.7397,10.0585,5378,5357,=AVERAGE(G41:H41),
5.4,299.824,298.368,598.192,14.2639,9.60634,5348,5398,=AVERAGE(G42:H42),
5.5,298.256,298.144,596.4,14.7636,9.1342,5391,5368,=AVERAGE(G43:H43),
5.6,299.152,297.808,596.96,15.2382,8.64171,5365,5418,=AVERAGE(G44:H44),
5.7,299.824,298.592,598.416,15.6873,8.12837,5379,5352,=AVERAGE(G45:H45),
