Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,48.384,28.56,28.56,28.56,28.56,28.56,248.416,16.1833,10.8819,56914,66613,73800,74427,75053,75630,76202,=AVERAGE(L3:R3),
1.6,239.568,247.184,252.336,246.624,237.664,239.232,230.832,1693.44,16.1833,10.8819,8271,8398,12902,13235,13235,13692,14226,=AVERAGE(L4:R4),
1.7,252.672,242.928,258.048,252.896,251.216,244.048,246.624,1748.43,16.1833,10.8819,8634,8515,8772,8706,8855,8758,8718,=AVERAGE(L5:R5),
1.8,244.608,250.32,239.904,252.448,246.736,254.8,252.336,1741.15,16.1833,10.8819,8515,8643,8701,8801,8648,8706,8536,=AVERAGE(L6:R6),
1.9,247.632,256.592,256.928,249.536,257.824,246.4,247.744,1762.66,16.1833,10.8819,8661,8526,8574,8577,8926,8734,8319,=AVERAGE(L7:R7),
2,252.224,241.136,242.816,250.208,243.04,251.44,253.232,1734.1,16.3097,11.7278,8329,8958,8399,8642,8985,8541,8511,=AVERAGE(L8:R8),
2.1,248.304,253.792,254.8,241.36,251.552,250.768,247.184,1747.76,15.9825,13.4636,8917,8870,8406,8800,8537,8763,8883,=AVERAGE(L9:R9),
2.2,252.784,248.416,246.96,252.56,252.784,253.008,249.648,1756.16,14.5863,14.9015,8653,8844,8754,8691,8572,8618,8810,=AVERAGE(L10:R10),
2.3,249.088,249.312,246.512,248.192,244.272,248.192,252.896,1738.46,11.7919,15.9099,8692,8970,8834,9046,9016,8641,8970,=AVERAGE(L11:R11),
2.4,217.056,213.92,224.336,217.504,222.32,221.984,221.536,1538.66,6.59847,16.3159,8605,8647,8719,8660,8625,8660,8685,=AVERAGE(L12:R12),
2.5,0,0,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,0,0,=AVERAGE(L13:R13),
2.6,163.968,163.968,135.52,153.776,153.776,148.736,135.072,1054.82,16.9442,6.35797,35915,36548,43797,38466,38998,40193,44375,=AVERAGE(L14:R14),
2.7,162.064,142.576,162.96,153.328,137.872,132.944,141.232,1032.98,18.0955,6.87199,21010,23763,21320,22462,25354,26351,24623,=AVERAGE(L15:R15),
2.8,193.984,195.664,194.544,197.232,203.728,203.84,202.72,1391.71,6.77766,18.1258,9027,8570,9130,8693,9077,8589,8784,=AVERAGE(L16:R16),
2.9,166.432,163.744,148.96,149.856,129.472,133.952,144.48,1036.9,6.39803,16.9157,20608,20938,22259,21856,25760,24814,23307,=AVERAGE(L17:R17),
3,179.424,171.472,192.752,191.632,174.16,201.152,176.288,1286.88,13.7425,6.74639,9648,11078,9887,9872,10561,9754,10193,=AVERAGE(L18:R18),
3.1,0,0,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,0,0,=AVERAGE(L19:R19),
3.2,253.232,232.4,222.88,234.416,244.048,220.976,246.848,1654.8,13.8149,15.7738,25585,27953,29364,27617,26636,29154,26300,=AVERAGE(L20:R20),
3.3,251.888,253.344,249.872,249.424,250.992,250.32,252.112,1757.95,12.0224,16.3173,8529,8174,8577,8743,8388,8695,8893,=AVERAGE(L21:R21),
3.4,252.224,251.664,250.432,250.32,249.2,248.08,251.888,1753.81,11.8397,16.315,8632,8702,8660,8733,8823,8858,8612,=AVERAGE(L22:R22),
3.5,251.216,251.104,250.32,250.32,251.328,250.768,247.856,1752.91,11.6551,16.3046,8269,8597,8642,9094,8790,8667,8707,=AVERAGE(L23:R23),
3.6,247.52,250.32,246.624,252.112,248.08,249.76,253.344,1747.76,11.4685,16.2864,8519,8393,8994,8676,9028,8736,8928,=AVERAGE(L24:R24),
3.7,247.856,244.16,244.272,245.616,242.48,245.504,244.944,1714.83,11.28,16.2605,8815,8950,8507,8743,8821,8655,8356,=AVERAGE(L25:R25),
3.8,244.048,248.416,259.056,244.16,250.544,254.464,241.584,1742.27,11.2554,16.2566,8563,8599,8638,8393,8682,8698,8440,=AVERAGE(L26:R26),
3.9,253.456,247.072,245.504,251.888,243.6,248.08,256.816,1746.42,11.2554,16.2566,8549,8696,8407,8739,8586,8627,8546,=AVERAGE(L27:R27),
4,258.832,248.976,245.616,246.176,248.976,240.8,251.216,1740.59,11.2554,16.2566,8667,8692,8802,8303,8750,8663,8232,=AVERAGE(L28:R28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(I7:I28)
