Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,40.656,28.56,28.56,28.56,183.568,14.394,15.0139,56942,74783,74012,74415,75126,=AVERAGE(J3:N3),
1.6,276.864,282.8,292.208,281.68,275.184,1408.74,14.394,15.0139,6509,7287,10407,10710,11029,=AVERAGE(J4:N4),
1.7,293.104,293.44,292.208,288.848,290.64,1458.24,14.394,15.0139,6471,6447,6383,6505,6486,=AVERAGE(J5:N5),
1.8,293.888,288.064,292.544,295.568,292.208,1462.27,14.394,15.0139,6392,6491,6481,6413,6414,=AVERAGE(J6:N6),
1.9,292.32,294.784,288.848,295.008,290.64,1461.6,14.394,15.0139,6414,6375,6410,6361,6369,=AVERAGE(J7:N7),
2,288.176,293.44,293.664,292.992,295.568,1463.84,14.2957,15.0676,6462,6435,6457,6431,6376,=AVERAGE(J8:N8),
2.1,294.224,290.528,294.672,291.088,291.424,1461.94,14.0656,15.1842,6420,6414,6411,6448,6421,=AVERAGE(J9:N9),
2.2,288.512,292.32,292.88,292.208,293.44,1459.36,13.8206,15.2962,6471,6400,6406,6459,6401,=AVERAGE(J10:N10),
2.3,292.544,290.528,291.088,295.008,289.072,1458.24,13.5605,15.4034,6461,6498,6436,6398,6489,=AVERAGE(J11:N11),
2.4,290.304,295.68,291.872,291.536,290.864,1460.26,13.2848,15.5056,6416,6398,6440,6399,6420,=AVERAGE(J12:N12),
2.5,289.632,289.744,291.76,293.776,289.632,1454.54,12.9932,15.6027,6458,6425,6429,6410,6444,=AVERAGE(J13:N13),
2.6,294.784,290.976,295.232,290.192,292.208,1463.39,12.6853,15.6945,6410,6418,6344,6445,6415,=AVERAGE(J14:N14),
2.7,292.768,292.992,293.776,291.872,286.16,1457.57,12.3607,15.7809,6437,6505,6374,6481,6434,=AVERAGE(J15:N15),
2.8,295.008,291.2,294.448,289.744,291.2,1461.6,12.0189,15.8615,6426,6436,6444,6454,6485,=AVERAGE(J16:N16),
2.9,292.096,294.448,290.752,295.008,291.648,1463.95,11.6597,15.9363,6374,6372,6417,6407,6410,=AVERAGE(J17:N17),
3,294.112,291.872,290.192,286.944,294.224,1457.34,11.2825,16.0051,6444,6454,6469,6506,6383,=AVERAGE(J18:N18),
3.1,289.968,294.784,291.648,293.776,292.208,1462.38,10.887,16.0676,6424,6399,6445,6401,6410,=AVERAGE(J19:N19),
3.2,292.544,290.64,294.56,295.008,288.512,1461.26,10.4728,16.1237,6450,6453,6367,6445,6530,=AVERAGE(J20:N20),
3.3,293.776,288.96,291.424,291.648,290.528,1456.34,10.0394,16.1731,6365,6488,6439,6450,6502,=AVERAGE(J21:N21),
3.4,292.096,291.312,295.008,296.016,290.864,1465.3,9.58644,16.2156,6347,6374,6343,6429,6438,=AVERAGE(J22:N22),
