Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,14.394,15.0139,0,0,0,=AVERAGE(H2:J2),
1.5,57.232,38.528,28.56,124.32,14.394,15.0139,56915,76857,73768,=AVERAGE(H3:J3),
1.6,280.896,293.44,296.24,870.576,14.394,15.0139,5783,6722,9634,=AVERAGE(H4:J4),
1.7,296.128,297.808,299.04,892.976,14.394,15.0139,5534,5531,5525,=AVERAGE(H5:J5),
1.8,296.912,297.36,298.032,892.304,14.394,15.0139,5545,5533,5534,=AVERAGE(H6:J6),
1.9,296.8,297.136,298.48,892.416,14.394,15.0139,5543,5547,5532,=AVERAGE(H7:J7),
2,296.912,297.584,295.792,890.288,14.2957,15.0676,5541,5555,5556,=AVERAGE(H8:J8),
2.1,296.24,297.024,297.024,890.288,14.0656,15.1842,5546,5541,5553,=AVERAGE(H9:J9),
2.2,298.032,298.256,296.24,892.528,13.8206,15.2962,5523,5525,5546,=AVERAGE(H10:J10),
2.3,296.464,298.256,296.464,891.184,13.5605,15.4034,5549,5543,5554,=AVERAGE(H11:J11),
2.4,296.24,296.912,298.704,891.856,13.2848,15.5056,5550,5542,5535,=AVERAGE(H12:J12),
2.5,296.016,297.136,298.032,891.184,12.9932,15.6027,5543,5536,5532,=AVERAGE(H13:J13),
2.6,296.128,296.912,297.696,890.736,12.6853,15.6945,5548,5543,5540,=AVERAGE(H14:J14),
2.7,297.472,296.576,297.136,891.184,12.3607,15.7808,5544,5552,5530,=AVERAGE(H15:J15),
2.8,298.928,297.136,297.808,893.872,12.019,15.8615,5516,5546,5542,=AVERAGE(H16:J16),
2.9,297.36,296.128,297.248,890.736,11.6597,15.9363,5535,5541,5548,=AVERAGE(H17:J17),
3,296.464,297.472,297.696,891.632,11.2826,16.0051,5544,5538,5540,=AVERAGE(H18:J18),
3.1,297.472,297.92,297.808,893.2,10.8871,16.0676,5533,5538,5537,=AVERAGE(H19:J19),
3.2,298.48,297.248,297.36,893.088,10.4728,16.1237,5537,5536,5551,=AVERAGE(H20:J20),
3.3,297.696,296.576,295.904,890.176,10.0394,16.1731,5533,5549,5544,=AVERAGE(H21:J21),
3.4,296.688,297.92,298.256,892.864,9.58647,16.2156,5542,5543,5538,=AVERAGE(H22:J22),
3.5,298.704,296.352,296.8,891.856,9.1135,16.2511,5528,5541,5554,=AVERAGE(H23:J23),
3.6,298.256,296.464,296.688,891.408,8.62009,16.2793,5536,5550,5542,=AVERAGE(H24:J24),
3.7,297.024,298.368,298.928,894.32,8.10579,16.2999,5530,5528,5518,=AVERAGE(H25:J25),
3.8,298.368,299.712,299.04,897.12,7.57031,16.3127,5558,5553,5562,=AVERAGE(H26:J26),
3.9,298.48,296.464,296.8,891.744,7.01302,16.3175,5544,5556,5543,=AVERAGE(H27:J27),
4,296.24,296.8,297.808,890.848,6.43366,16.3141,5530,5521,5531,=AVERAGE(H28:J28),
4.1,295.344,295.456,295.68,886.48,5.83172,16.3021,5547,5561,5518,=AVERAGE(H29:J29),
4.2,20.496,20.944,22.176,63.616,7.23397,13.572,5927,5569,5948,=AVERAGE(H30:J30),
4.3,298.032,286.048,291.424,875.504,7.24946,13.572,16887,17845,17419,=AVERAGE(H31:J31),
4.4,295.232,296.24,297.584,889.056,7.98101,13.297,5536,5571,5546,=AVERAGE(H32:J32),
4.5,297.248,298.368,298.704,894.32,8.70789,13.0061,5543,5520,5520,=AVERAGE(H33:J33),
4.6,296.912,297.024,297.024,890.96,9.41411,12.6989,5551,5551,5550,=AVERAGE(H34:J34),
4.7,297.248,297.248,299.712,894.208,10.0992,12.375,5535,5533,5537,=AVERAGE(H35:J35),
4.8,296.352,297.472,298.144,891.968,10.7627,12.034,5551,5550,5518,=AVERAGE(H36:J36),
4.9,296.8,297.136,299.264,893.2,11.4041,11.6755,5510,5538,5507,=AVERAGE(H37:J37),
5,297.024,299.04,296.352,892.416,12.0229,11.2991,5537,5534,5559,=AVERAGE(H38:J38),
5.1,297.808,295.456,296.24,889.504,12.6187,10.9044,5536,5557,5556,=AVERAGE(H39:J39),
