Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,41.552,28.56,28.56,28.56,28.56,28.56,241.584,16.1833,10.8819,56822,73791,73785,74268,74870,75485,76028,=AVERAGE(L3:R3),
1.6,236.992,244.384,260.176,247.184,238.112,236.88,229.04,1692.77,16.1833,10.8819,8377,9076,12541,13013,13424,13796,14200,=AVERAGE(L4:R4),
1.7,245.28,255.808,244.608,255.92,250.768,249.984,252.448,1754.82,16.1833,10.8819,8666,8305,8726,8713,8623,8834,8688,=AVERAGE(L5:R5),
1.8,249.312,248.864,247.072,248.752,255.136,250.656,238.336,1738.13,16.1833,10.8819,8658,8643,8818,8593,8687,8524,8653,=AVERAGE(L6:R6),
1.9,256.48,246.848,255.36,244.048,244.16,247.856,247.184,1741.94,16.1833,10.8819,8859,8813,8883,8578,8483,8669,8652,=AVERAGE(L7:R7),
2,248.304,253.904,243.824,250.432,250.992,254.352,253.568,1755.38,16.3097,11.7278,8537,8509,8594,8620,8525,8617,8422,=AVERAGE(L8:R8),
2.1,248.08,245.28,254.352,254.128,255.136,244.384,253.792,1755.15,15.9825,13.4635,8699,8511,8831,8643,8321,8568,8624,=AVERAGE(L9:R9),
2.2,252.224,252.448,253.568,251.776,250.208,252.784,245.28,1758.29,14.5861,14.9015,8590,8601,8683,8598,8716,8721,8795,=AVERAGE(L10:R10),
2.3,251.888,244.72,246.512,248.752,251.44,255.92,252.224,1751.46,11.792,15.9099,8721,8976,8746,8655,8541,8452,8421,=AVERAGE(L11:R11),
2.4,215.152,221.424,212.128,219.296,219.744,210.224,215.824,1513.79,6.59807,16.3159,8570,8866,9009,8682,8502,8552,8187,=AVERAGE(L12:R12),
2.5,0,0,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,0,0,=AVERAGE(L13:R13),
2.6,159.488,132.72,153.44,145.04,139.888,153.328,156.352,1040.26,16.9445,6.35798,36670,46023,39101,41936,43674,39499,38329,=AVERAGE(L14:R14),
2.7,169.68,144.256,155.344,136.64,126.224,140.448,154.784,1027.38,18.0955,6.87199,20749,23997,22461,25944,27366,24595,21839,=AVERAGE(L15:R15),
2.8,189.28,202.384,201.712,200.368,203.616,207.984,202.272,1407.62,6.77921,18.1259,8885,8889,8896,8926,8992,8970,8818,=AVERAGE(L16:R16),
2.9,87.36,74.928,75.152,75.152,75.152,75.04,75.152,537.936,6.39803,16.9157,35651,44789,45022,44372,42419,42136,42223,=AVERAGE(L17:R17),
3,195.552,184.8,167.552,181.776,197.12,192.976,191.632,1311.41,13.742,6.74554,10567,11806,12198,11850,11401,11493,11300,=AVERAGE(L18:R18),
3.1,0,0,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,0,0,=AVERAGE(L19:R19),
3.2,250.432,220.08,243.936,232.848,229.824,221.424,244.72,1643.26,13.8149,15.7739,26214,28800,26695,27628,27988,29046,26711,=AVERAGE(L20:R20),
3.3,250.656,248.864,242.704,255.472,252.56,252.112,248.528,1750.9,12.0224,16.3173,9000,8941,9089,8560,8862,8291,8603,=AVERAGE(L21:R21),
3.4,250.992,248.64,251.776,242.816,248.864,249.2,254.464,1746.75,11.8397,16.315,8815,8766,8838,8955,8910,8840,8731,=AVERAGE(L22:R22),
3.5,249.424,255.024,251.664,252.896,248.64,249.424,254.464,1761.54,11.6551,16.3046,8606,8654,8806,8721,8861,8909,8528,=AVERAGE(L23:R23),
3.6,253.904,247.744,246.176,250.096,252.896,243.488,249.648,1743.95,11.4685,16.2864,8944,8745,9030,8756,8832,8532,8909,=AVERAGE(L24:R24),
3.7,237.328,244.944,246.288,244.048,247.408,253.68,236.096,1709.79,11.28,16.2605,8774,8486,8754,8418,8561,8294,8793,=AVERAGE(L25:R25),
3.8,250.096,251.44,251.552,243.824,242.592,249.088,258.272,1746.86,11.2554,16.2566,8499,8454,8649,8407,8441,8452,8515,=AVERAGE(L26:R26),
3.9,255.696,253.232,243.152,253.12,257.824,238,237.664,1738.69,11.2554,16.2566,8761,8839,8429,8790,8757,8782,8469,=AVERAGE(L27:R27),
4,238.784,243.264,246.736,255.024,243.6,250.432,249.088,1726.93,11.2554,16.2566,8652,8476,8369,8772,8567,8823,8909,=AVERAGE(L28:R28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(I7:I28)
