Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,36.736,28.56,28.56,28.56,28.56,28.56,236.768,14.394,15.0139,57085,76417,73943,74474,75005,75600,76128,=AVERAGE(L3:R3),
1.6,236.88,254.352,253.344,250.992,244.832,235.088,231.84,1707.33,14.394,15.0139,8597,9732,12658,12820,13276,13933,13858,=AVERAGE(L4:R4),
1.7,245.84,247.296,249.536,245.952,247.184,246.512,245.728,1728.05,14.394,15.0139,8821,8719,8995,8788,8771,8809,8731,=AVERAGE(L5:R5),
1.8,250.432,250.432,243.936,254.24,252.672,251.104,247.856,1750.67,14.394,15.0139,8694,8622,8726,8861,8446,8473,8935,=AVERAGE(L6:R6),
1.9,249.536,250.88,245.84,243.488,241.92,251.552,255.808,1739.02,14.394,15.0139,8262,8691,9064,8738,8694,8599,8747,=AVERAGE(L7:R7),
2,250.544,245.392,253.568,255.584,250.992,251.104,247.856,1755.04,14.2957,15.0676,8872,8569,8470,8624,8675,8616,8915,=AVERAGE(L8:R8),
2.1,245.728,253.568,247.408,246.064,251.216,249.76,242.928,1736.67,14.0656,15.1842,8759,8556,8568,8571,8621,8658,8692,=AVERAGE(L9:R9),
2.2,248.304,247.52,248.864,251.552,248.976,248.528,248.528,1742.27,13.8206,15.2962,8610,8721,8649,8964,8857,8924,8678,=AVERAGE(L10:R10),
2.3,246.848,247.968,252.56,247.744,248.08,252.784,250.88,1746.86,13.5605,15.4034,8707,8702,8593,8812,8787,8424,8467,=AVERAGE(L11:R11),
2.4,252.336,253.68,244.496,249.2,251.888,248.416,247.408,1747.42,13.2848,15.5056,8473,8858,8577,8389,8768,8896,8758,=AVERAGE(L12:R12),
2.5,253.68,243.152,254.128,247.744,245.84,250.32,253.792,1748.66,12.9932,15.6027,8467,8708,8588,8491,8662,8478,8429,=AVERAGE(L13:R13),
2.6,253.12,249.76,248.864,250.32,243.488,249.424,243.152,1738.13,12.6853,15.6945,8274,8669,8782,8521,8573,8699,8993,=AVERAGE(L14:R14),
2.7,242.592,258.608,251.888,247.184,254.128,244.384,249.312,1748.1,12.3607,15.7808,8150,8838,8978,9070,8265,8764,8979,=AVERAGE(L15:R15),
2.8,258.608,236.432,246.736,246.4,248.752,256.816,253.232,1746.98,12.0189,15.8615,8582,8812,8744,8589,8539,8646,8716,=AVERAGE(L16:R16),
2.9,243.376,254.24,246.288,253.68,251.776,251.44,256.48,1757.28,11.6597,15.9363,8604,8309,8531,8650,8829,8777,8562,=AVERAGE(L17:R17),
3,256.368,249.984,250.544,249.312,249.312,247.856,241.024,1744.4,11.2826,16.0051,8771,8412,8955,8740,8595,8794,8942,=AVERAGE(L18:R18),
3.1,247.184,253.232,250.544,254.8,248.976,240.128,250.656,1745.52,10.8871,16.0676,8655,8909,8863,8574,8777,9017,8944,=AVERAGE(L19:R19),
3.2,248.752,243.936,249.648,247.632,251.216,254.8,255.248,1751.23,10.4728,16.1237,8562,8620,8646,8951,8275,8953,8259,=AVERAGE(L20:R20),
3.3,254.128,250.32,252,250.768,246.624,246.848,249.872,1750.56,10.0394,16.1731,8799,8844,8560,8776,9089,8871,8906,=AVERAGE(L21:R21),
3.4,246.064,251.104,248.528,246.96,256.144,256.816,247.744,1753.36,9.58644,16.2156,8737,8699,8876,8796,8494,8404,8667,=AVERAGE(L22:R22),
3.5,252.336,252.56,250.544,249.088,246.96,247.52,250.656,1749.66,9.11346,16.2511,8940,8899,9150,9125,8738,8984,8915,=AVERAGE(L23:R23),
3.6,248.416,243.712,246.512,253.792,246.512,248.192,256.144,1743.28,8.62009,16.2793,8848,8525,9023,8673,8939,8735,8508,=AVERAGE(L24:R24),
3.7,241.248,261.408,242.256,239.456,247.52,245.28,247.296,1724.46,8.10584,16.2999,8855,8465,8830,8641,8910,8715,8883,=AVERAGE(L25:R25),
3.8,241.024,241.136,248.304,246.96,256.592,263.424,249.648,1747.09,7.57027,16.3127,8589,8620,8429,8651,8622,8593,8386,=AVERAGE(L26:R26),
3.9,251.776,246.512,251.552,258.272,247.632,239.344,247.52,1742.61,7.01302,16.3175,8901,8806,8366,8696,8765,8233,8492,=AVERAGE(L27:R27),
4,243.936,259.952,245.504,239.792,237.216,258.608,243.6,1728.61,6.43366,16.3141,8645,8627,8627,8478,8710,8857,8723,=AVERAGE(L28:R28),
4.1,252.672,242.48,251.776,258.608,251.776,245.168,252.896,1755.38,5.83174,16.3021,8831,8198,9009,8349,9114,8329,8882,=AVERAGE(L29:R29),
4.2,21.168,36.512,21.728,23.184,31.696,31.584,34.496,200.368,7.23397,13.572,11551,10697,11885,11121,11635,12072,11096,=AVERAGE(L30:R30),
4.3,260.512,228.592,260.064,254.912,235.312,244.944,227.472,1711.81,7.2492,13.572,20782,23320,20855,21198,23145,22070,23650,=AVERAGE(L31:R31),
4.4,243.04,246.4,238.672,237.664,239.792,237.216,240.128,1682.91,7.98108,13.297,8608,8939,8814,9015,8844,8822,8853,=AVERAGE(L32:R32),
4.5,240.576,226.912,241.248,238.448,231.168,245.168,241.136,1664.66,8.723,13.0061,9049,9321,9008,9190,9508,8912,9219,=AVERAGE(L33:R33),
4.6,251.104,247.744,249.984,252.224,246.064,250.544,247.632,1745.3,9.41416,12.6989,8798,8780,8749,8828,8778,8579,8778,=AVERAGE(L34:R34),
4.7,256.032,252.112,249.2,245.84,251.776,244.272,243.712,1742.94,10.0992,12.375,8766,8713,8939,8917,8803,8548,8896,=AVERAGE(L35:R35),
4.8,246.96,248.416,244.272,251.104,247.856,252.112,253.68,1744.4,10.7627,12.034,8759,8713,8624,8379,8706,8675,8627,=AVERAGE(L36:R36),
4.9,245.728,250.208,253.904,250.88,254.8,247.856,247.968,1751.34,11.4041,11.6755,8815,8902,8733,8767,8676,8840,8675,=AVERAGE(L37:R37),
5,249.648,247.52,242.368,252.896,252.896,251.216,248.64,1745.18,12.0229,11.2991,8925,8759,8964,8527,8481,8571,8862,=AVERAGE(L38:R38),
5.1,256.592,247.856,250.88,247.072,246.96,245.952,247.184,1742.5,12.6187,10.9044,8602,8790,8987,8697,8500,8783,8571,=AVERAGE(L39:R39),
5.2,241.584,251.664,252.448,248.864,246.288,251.328,251.888,1744.06,13.1911,10.491,8955,8836,8748,8733,8843,8652,8856,=AVERAGE(L40:R40),
5.3,256.928,249.2,247.52,251.552,254.912,244.496,246.624,1751.23,13.7397,10.0584,8705,8872,8619,8629,8612,8926,8619,=AVERAGE(L41:R41),
5.4,243.712,250.32,254.016,252,243.824,257.152,254.016,1755.04,14.264,9.60632,8555,8809,8409,8399,8606,8333,8673,=AVERAGE(L42:R42),
5.5,256.816,246.848,240.128,249.2,250.768,246.4,253.456,1743.62,14.7636,9.13421,8441,8929,8783,8924,8587,8782,8783,=AVERAGE(L43:R43),
5.6,245.84,245.952,254.016,255.136,251.552,251.104,251.888,1755.49,15.2382,8.6417,8641,8824,8747,8873,8785,8763,8665,=AVERAGE(L44:R44),
5.7,253.344,254.912,244.72,245.504,251.44,257.152,247.408,1754.48,15.6874,8.12834,8426,8736,8482,8705,8796,8548,8572,=AVERAGE(L45:R45),
5.8,252.336,247.184,250.432,255.92,238.224,243.376,248.528,1736,16.1108,7.59372,8506,8560,8460,8659,8912,8506,8620,=AVERAGE(L46:R46),
5.9,252.112,242.144,251.216,249.536,251.44,248.976,250.096,1745.52,16.5081,7.03744,8640,8730,8592,8870,8702,8875,8718,=AVERAGE(L47:R47),
6,243.936,247.632,252.56,252.56,253.792,246.512,254.8,1751.79,16.8791,6.45901,8592,8583,8736,8505,8591,8672,8312,=AVERAGE(L48:R48),
6.1,18.032,25.424,14.672,15.792,14.224,17.92,15.12,121.184,18.4098,5.80459,9212,8411,9290,9973,8537,9284,10050,=AVERAGE(L49:R49),
6.2,231.504,184.24,216.608,197.68,224.112,213.696,200.704,1468.54,17.8146,7.67853,24520,30803,26457,28952,25823,26692,28635,=AVERAGE(L50:R50),
6.3,216.048,220.08,209.664,215.152,220.864,200.256,199.136,1481.2,17.5229,8.41371,9738,10252,10548,10579,9690,11157,11559,=AVERAGE(L51:R51),
6.4,254.464,247.856,253.12,251.552,248.864,253.12,253.68,1762.66,17.2041,9.12836,8282,8700,8297,8708,8794,8348,8738,=AVERAGE(L52:R52),
6.5,250.432,246.288,253.68,250.544,254.464,245.504,249.76,1750.67,16.8583,9.82217,8783,8605,8855,8377,8730,8836,8919,=AVERAGE(L53:R53),
6.6,250.432,247.184,246.512,251.664,246.736,251.888,250.544,1744.96,16.4858,10.4945,8900,8764,8949,8574,8812,8630,8889,=AVERAGE(L54:R54),
6.7,245.84,246.512,247.408,252.224,250.656,245.952,247.632,1736.22,16.0869,11.1449,9018,8677,8372,8731,8594,8870,8798,=AVERAGE(L55:R55),
6.8,246.176,250.096,249.312,242.144,254.576,254.016,252.112,1748.43,15.662,11.773,8845,8705,8894,8872,8869,8764,8779,=AVERAGE(L56:R56),
6.9,247.184,256.816,249.872,243.152,242.256,252.448,246.064,1737.79,15.2113,12.3783,8876,8693,8817,8636,8858,8727,8724,=AVERAGE(L57:R57),
7,250.656,240.8,254.576,254.128,255.024,238.112,250.096,1743.39,14.7352,12.9603,8598,8329,8388,8537,8764,8757,8599,=AVERAGE(L58:R58),
7.1,246.512,248.64,241.808,246.512,245.952,252.448,249.088,1730.96,14.2342,13.5186,8880,8862,8840,8742,8596,8560,8719,=AVERAGE(L59:R59),
7.2,248.304,248.976,248.304,258.384,244.16,256.704,248.864,1753.7,13.7084,14.0529,8864,8894,8723,8430,8555,8753,8851,=AVERAGE(L60:R60),
7.3,251.328,248.08,257.936,248.416,251.44,241.024,252.336,1750.56,13.1585,14.5627,8628,8814,8778,8516,8715,8734,8669,=AVERAGE(L61:R61),
7.4,254.464,250.88,245.28,249.76,250.32,252.672,258.384,1761.76,12.5848,15.0475,8610,8572,8657,8772,8797,8631,8548,=AVERAGE(L62:R62),
7.5,248.976,248.08,247.968,248.416,251.888,255.808,244.496,1745.63,11.9875,15.5071,8623,9052,8696,8395,8605,8950,8927,=AVERAGE(L63:R63),
7.6,250.208,252,253.12,247.296,252.448,244.496,248.752,1748.32,11.3674,15.9411,8600,8754,8512,9008,8693,8968,9035,=AVERAGE(L64:R64),
7.7,248.64,252.784,246.96,249.424,247.52,254.8,252.56,1752.69,10.7247,16.3491,8992,8850,8880,8878,8894,8678,8790,=AVERAGE(L65:R65),
7.8,251.44,251.216,252.56,252.112,252.224,246.288,249.312,1755.15,10.06,16.7309,8620,8766,8994,8745,9066,8749,8879,=AVERAGE(L66:R66),
7.9,247.296,245.28,244.16,256.704,250.88,248.752,246.064,1739.14,9.37368,17.086,8772,8602,8587,8434,8560,8362,8350,=AVERAGE(L67:R67),
