Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,41.328,28.56,28.56,28.56,28.56,28.56,241.36,14.394,15.0139,57048,74275,73957,74525,75087,75675,76240,=AVERAGE(L3:R3),
1.6,230.048,254.016,258.384,250.656,245.28,232.512,222.208,1693.1,14.394,15.0139,8461,8911,12416,12675,13557,13818,14419,=AVERAGE(L4:R4),
1.7,254.688,238.56,242.256,245.84,247.296,261.072,251.776,1741.49,14.394,15.0139,8303,8275,8517,8620,8582,8397,8803,=AVERAGE(L5:R5),
1.8,258.384,254.128,253.68,246.96,247.184,243.376,255.024,1758.74,14.394,15.0139,8283,8703,8851,8532,8607,8822,8352,=AVERAGE(L6:R6),
1.9,242.48,251.776,252.672,255.584,246.96,249.312,244.272,1743.06,14.394,15.0139,8473,8788,8693,8664,8683,9001,8460,=AVERAGE(L7:R7),
2,254.016,245.168,242.928,248.64,254.912,248.528,252.784,1746.98,14.2957,15.0676,8587,8693,8620,8494,8427,8921,8442,=AVERAGE(L8:R8),
2.1,244.16,247.52,243.152,251.216,247.744,253.792,248.304,1735.89,14.0655,15.1842,8842,8956,8535,8578,8893,8840,8929,=AVERAGE(L9:R9),
2.2,246.624,254.24,252,256.368,252,248.752,249.648,1759.63,13.8206,15.2962,8749,8897,8850,8473,8674,8514,8896,=AVERAGE(L10:R10),
2.3,248.976,244.048,245.616,246.96,248.752,252.224,251.104,1737.68,13.5605,15.4034,8746,8776,8648,8821,8725,8808,8676,=AVERAGE(L11:R11),
2.4,254.576,247.856,254.688,244.832,249.76,242.816,251.664,1746.19,13.2848,15.5056,8810,8790,8461,8968,8946,8768,8936,=AVERAGE(L12:R12),
2.5,245.84,254.128,248.864,245.056,245.504,246.848,252.224,1738.46,12.9932,15.6027,8741,8321,8710,8628,8558,8609,8476,=AVERAGE(L13:R13),
2.6,252.784,248.64,246.624,250.096,254.352,249.2,247.072,1748.77,12.6853,15.6945,8632,8507,8544,8625,8406,8812,8437,=AVERAGE(L14:R14),
2.7,243.712,244.832,248.528,249.984,252.112,256.816,249.312,1745.3,12.3607,15.7808,8762,8531,8795,8801,8811,8695,8723,=AVERAGE(L15:R15),
2.8,248.752,250.88,254.016,245.616,246.176,251.888,248.304,1745.63,12.019,15.8615,8499,8610,8361,8759,8270,8303,8879,=AVERAGE(L16:R16),
2.9,250.656,250.992,251.216,246.848,252.896,244.048,247.744,1744.4,11.6597,15.9363,8478,8645,8646,8792,8789,8850,8566,=AVERAGE(L17:R17),
3,252.224,252.224,252.448,252.56,243.04,247.072,252.672,1752.24,11.2826,16.0051,8511,8767,8618,8703,8968,8778,8359,=AVERAGE(L18:R18),
