Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),User8_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),User8_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,0,=AVERAGE(M2:T2),
1.5,57.232,41.216,28.56,28.56,28.56,28.56,28.56,28.56,269.808,14.394,15.0139,57180,74389,74013,74502,75101,75684,76239,76785,=AVERAGE(M3:T3),
1.6,208.432,230.496,229.04,230.16,217.168,222.768,209.104,196.336,1743.5,14.394,15.0139,9847,9970,14371,14146,14902,15105,15831,16748,=AVERAGE(M4:T4),
1.7,224.784,216.272,227.808,225.68,225.232,220.08,227.36,236.32,1803.54,14.394,15.0139,10288,10281,9914,10308,10187,10068,9755,10235,=AVERAGE(M5:T5),
1.8,225.68,226.576,229.6,226.8,227.024,225.232,221.984,225.568,1808.46,14.394,15.0139,10216,10222,9735,9893,10361,10188,9839,9873,=AVERAGE(M6:T6),
1.9,231.392,235.088,222.544,220.08,225.904,220.864,225.12,223.328,1804.32,14.394,15.0139,10125,10232,10154,9929,9929,10307,10101,10100,=AVERAGE(M7:T7),
2,225.456,217.952,229.488,231.952,235.76,225.344,232.624,222.88,1821.46,14.2957,15.0676,9803,9951,10456,10447,10001,9855,9876,9442,=AVERAGE(M8:T8),
2.1,218.512,224.112,224.784,223.216,221.872,229.264,229.152,229.488,1800.4,14.0655,15.1842,9620,9990,9855,10077,10192,9958,9815,9943,=AVERAGE(M9:T9),
2.2,230.496,229.04,228.032,226.8,224.224,219.296,221.536,222.992,1802.42,13.8206,15.2962,9768,9655,10340,9807,10349,10203,10549,10004,=AVERAGE(M10:T10),
2.3,227.136,226.8,223.328,224,224.112,222.656,220.752,222.544,1791.33,13.5605,15.4034,9847,10245,10094,10340,9955,10320,9989,10351,=AVERAGE(M11:T11),
2.4,220.08,219.744,229.712,220.192,225.232,229.264,220.528,237.216,1801.97,13.2848,15.5056,10087,10148,10150,9902,10048,9845,10168,9998,=AVERAGE(M12:T12),
2.5,227.36,222.88,220.976,226.912,225.792,230.72,223.664,225.68,1803.98,12.9932,15.6027,10112,9529,9884,10320,10433,9386,10090,10157,=AVERAGE(M13:T13),
2.6,231.84,236.88,230.048,221.2,220.08,224.784,218.624,217.616,1801.07,12.6853,15.6945,9601,9666,9426,10262,9539,10245,9601,9925,=AVERAGE(M14:T14),
2.7,216.608,215.824,226.128,229.488,228.704,223.552,230.048,218.064,1788.42,12.3607,15.7808,9918,10085,10112,10100,10126,9946,10198,10024,=AVERAGE(M15:T15),
2.8,227.472,232.624,220.864,225.68,224.896,224,220.864,231.28,1807.68,12.019,15.8615,10111,10004,10191,9904,9956,9868,10019,9878,=AVERAGE(M16:T16),
2.9,223.328,220.976,220.64,229.264,232.736,225.792,225.008,224.112,1801.86,11.6597,15.9363,10387,10107,10064,10125,10004,10192,10276,9953,=AVERAGE(M17:T17),
3,233.52,226.912,230.16,222.096,222.88,227.024,227.136,231.28,1821.01,11.2826,16.0051,9696,9944,10258,10348,9954,10421,10410,9958,=AVERAGE(M18:T18),
3.1,225.008,226.576,225.568,230.832,227.92,224.896,227.36,228.368,1816.53,10.887,16.0676,10084,9825,9769,9642,9618,10196,10267,9864,=AVERAGE(M19:T19),
3.2,220.976,229.152,226.8,225.568,222.096,227.584,228.144,224.448,1804.77,10.4728,16.1237,10147,10039,10203,10100,10167,10248,10333,10138,=AVERAGE(M20:T20),
3.3,228.032,225.68,229.376,224.336,225.456,228.368,224.336,223.328,1808.91,10.0394,16.1731,9993,10058,9943,9898,10081,10407,9710,9993,=AVERAGE(M21:T21),
3.4,227.808,222.88,226.24,232.624,230.272,227.92,225.12,222.768,1815.63,9.58644,16.2156,10049,10409,10203,9980,10147,10110,9812,10246,=AVERAGE(M22:T22),
3.5,220.864,230.16,229.152,225.008,231.28,221.872,223.44,225.68,1807.46,9.11346,16.2511,9721,9878,9797,9707,9749,10015,9840,9877,=AVERAGE(M23:T23),
3.6,222.992,225.008,224.336,222.88,228.032,225.008,223.552,221.2,1793.01,8.62006,16.2793,10051,10252,9560,9705,9489,10182,10172,9621,=AVERAGE(M24:T24),
3.7,228.256,223.552,225.12,224.448,209.776,216.72,221.2,230.048,1779.12,8.10582,16.2999,10168,10218,10218,10267,9865,10129,10271,10187,=AVERAGE(M25:T25),
3.8,225.792,220.416,212.688,227.92,236.544,224.896,226.464,220.416,1795.14,7.57027,16.3127,9875,10110,9941,9988,10086,10099,9922,10358,=AVERAGE(M26:T26),
3.9,236.656,219.072,222.768,224.672,209.44,237.328,228.48,224.112,1802.53,7.01302,16.3175,10126,10193,10236,10265,10156,10032,10195,9952,=AVERAGE(M27:T27),
4,219.52,228.032,243.152,222.208,226.576,224.224,219.632,236.88,1820.22,6.43365,16.3141,10039,10154,10003,9980,10130,9888,10138,9909,=AVERAGE(M28:T28),
4.1,228.368,228.368,212.576,227.136,230.72,216.944,231.728,213.136,1788.98,5.8317,16.3021,10307,9892,9824,9973,10053,10182,9873,10049,=AVERAGE(M29:T29),
4.2,11.76,22.064,37.632,23.184,32.592,21.84,24.528,29.008,202.608,7.23397,13.572,9449,13174,11281,13077,12880,12220,12017,13600,=AVERAGE(M30:T30),
4.3,236.208,210.672,201.04,233.184,201.376,233.296,218.176,223.216,1757.17,7.2502,13.572,23706,26166,27657,24049,26736,23717,25020,24623,=AVERAGE(M31:T31),
4.4,225.456,222.096,229.264,224.784,233.296,219.856,221.088,219.072,1794.91,7.9961,13.297,10056,10493,10060,9937,10465,9949,10213,10271,=AVERAGE(M32:T32),
4.5,218.848,217.056,217.056,217.728,222.992,225.232,228.144,207.984,1755.04,8.70795,13.0061,10206,9988,10204,10157,9892,10160,10063,10392,=AVERAGE(M33:T33),
4.6,228.928,229.152,220.864,224.224,214.48,220.192,215.376,234.64,1787.86,9.41417,12.6989,10011,10004,10072,10186,10022,10015,10122,10194,=AVERAGE(M34:T34),
4.7,224,229.6,228.144,225.568,227.36,226.576,222.768,214.032,1798.05,10.0992,12.375,10120,9878,10288,10077,9954,9637,10283,10219,=AVERAGE(M35:T35),
4.8,213.696,215.936,220.304,220.64,222.88,227.92,222.432,228.032,1771.84,10.7627,12.034,10308,10177,10154,10232,9900,10129,10171,10219,=AVERAGE(M36:T36),
4.9,220.08,220.752,218.736,228.592,225.456,222.656,226.24,218.512,1781.02,11.4041,11.6755,10122,9845,10237,10115,10344,9857,9970,10069,=AVERAGE(M37:T37),
5,227.36,225.904,225.568,217.392,221.424,224.56,226.128,216.832,1785.17,12.0229,11.2991,10204,10011,10116,10027,10161,10110,10045,10187,=AVERAGE(M38:T38),
5.1,225.568,227.92,221.872,220.416,223.552,220.528,221.088,221.648,1782.59,12.6187,10.9044,10304,10003,10021,9990,9914,10193,10258,9948,=AVERAGE(M39:T39),
5.2,221.872,218.288,221.984,225.456,214.816,225.008,216.272,232.96,1776.66,13.1911,10.491,9974,10142,10120,9998,10313,9952,10246,10324,=AVERAGE(M40:T40),
5.3,217.056,220.528,219.856,229.264,228.592,217.168,228.48,224.896,1785.84,13.7397,10.0584,10221,10227,10187,10076,9841,10100,10100,9938,=AVERAGE(M41:T41),
5.4,228.592,217.28,226.576,219.296,217.728,220.528,226.464,207.648,1764.11,14.264,9.60631,9806,10109,9755,9767,10211,10073,9824,10058,=AVERAGE(M42:T42),
5.5,225.792,224.672,213.248,218.176,224.448,224.784,215.824,219.296,1766.24,14.7636,9.13424,9900,9941,10169,10114,10042,10088,9842,10301,=AVERAGE(M43:T43),
5.6,221.312,222.208,226.24,229.488,225.68,220.416,225.232,220.528,1791.1,15.2382,8.64168,10006,10133,10015,9917,10128,9916,10114,10156,=AVERAGE(M44:T44),
5.7,220.864,211.232,228.368,216.72,217.728,225.12,218.064,220.752,1758.85,15.6874,8.12835,10222,10072,9741,9869,10157,10220,10058,10291,=AVERAGE(M45:T45),
5.8,221.536,229.6,219.184,230.72,225.344,221.536,223.44,228.592,1799.95,16.1108,7.59374,9944,9847,10254,9963,9897,10186,10126,10161,=AVERAGE(M46:T46),
5.9,229.824,229.6,220.864,219.072,216.272,218.064,226.016,210.336,1770.05,16.5081,7.03744,10106,10142,10279,10243,10494,10151,10360,10398,=AVERAGE(M47:T47),
6,226.128,221.872,216.384,223.44,227.136,221.648,218.624,222.88,1778.11,16.8791,6.45899,10115,10187,9976,10142,10102,10179,10012,10314,=AVERAGE(M48:T48),
6.1,19.152,30.24,37.632,23.744,30.016,35.728,27.776,28.784,233.072,18.4098,5.80459,10632,10997,11221,11504,11361,9868,11433,11090,=AVERAGE(M49:T49),
6.2,208.768,169.792,174.496,206.752,179.648,183.344,199.36,186.928,1509.09,17.8146,7.67854,26343,32897,32337,27009,31433,30648,28172,29945,=AVERAGE(M50:T50),
6.3,220.416,225.008,225.456,218.512,226.464,225.568,214.704,223.888,1780.02,17.5229,8.41369,9679,10168,9920,10237,10292,10005,10200,9999,=AVERAGE(M51:T51),
6.4,227.584,219.968,214.704,217.616,227.024,220.416,223.552,226.352,1777.22,17.2041,9.12836,10085,10206,10058,10153,10166,10079,10198,9963,=AVERAGE(M52:T52),
6.5,218.736,218.512,234.416,228.928,208.992,226.24,218.736,222.432,1776.99,16.8581,9.82216,10065,10019,10101,9829,10104,9920,9996,10040,=AVERAGE(M53:T53),
6.6,230.496,225.68,215.488,213.024,234.08,220.416,221.984,214.816,1775.98,16.4858,10.4945,10026,10059,9929,10215,10073,10295,10266,10115,=AVERAGE(M54:T54),
6.7,225.344,216.16,222.208,224.784,216.048,221.536,224.112,223.776,1773.97,16.0869,11.1449,10020,10291,10223,10024,10007,10017,10093,9966,=AVERAGE(M55:T55),
6.8,215.936,224.336,222.992,231.392,215.824,210.112,226.24,224.336,1771.17,15.6619,11.773,10003,10239,10196,9666,10180,10308,9964,10130,=AVERAGE(M56:T56),
6.9,223.664,222.88,218.736,221.2,228.704,224.336,204.176,225.008,1768.7,15.2113,12.3783,10158,10102,10151,9877,10399,9961,10385,9996,=AVERAGE(M57:T57),
7,234.752,226.016,221.312,218.848,219.184,226.464,232.288,224.224,1803.09,14.7352,12.9603,9960,10187,10022,10046,10298,9985,10127,10219,=AVERAGE(M58:T58),
7.1,218.624,223.552,221.76,227.584,223.216,220.864,215.152,216.272,1767.02,14.2342,13.5187,10085,10096,10209,10155,10069,10255,10143,10108,=AVERAGE(M59:T59),
7.2,220.304,224.896,218.288,223.104,218.96,222.208,223.888,227.92,1779.57,13.7085,14.0529,10008,9906,10285,10059,10020,10068,9815,10120,=AVERAGE(M60:T60),
7.3,220.528,227.248,226.8,220.976,232.176,222.544,225.792,225.792,1801.86,13.1585,14.5627,9981,9881,9843,10024,10202,10039,10229,9916,=AVERAGE(M61:T61),
