Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,49.84,49.952,99.792,14.394,15.0139,64590,64710,=AVERAGE(G3:H3),
1.6,290.304,287.728,578.032,14.394,15.0139,5766,5804,=AVERAGE(G4:H4),
1.7,297.92,299.824,597.744,14.394,15.0139,5382,5379,=AVERAGE(G5:H5),
1.8,299.152,298.704,597.856,14.394,15.0139,5379,5380,=AVERAGE(G6:H6),
1.9,298.928,298.592,597.52,14.394,15.0139,5378,5380,=AVERAGE(G7:H7),
2,298.032,298.144,596.176,14.2957,15.0676,5376,5380,=AVERAGE(G8:H8),
2.1,299.04,298.48,597.52,14.0655,15.1842,5371,5380,=AVERAGE(G9:H9),
2.2,298.144,298.256,596.4,13.8206,15.2962,5383,5386,=AVERAGE(G10:H10),
2.3,299.376,298.592,597.968,13.5605,15.4034,5370,5382,=AVERAGE(G11:H11),
2.4,298.368,300.16,598.528,13.2848,15.5056,5375,5370,=AVERAGE(G12:H12),
2.5,298.704,298.256,596.96,12.9932,15.6027,5384,5374,=AVERAGE(G13:H13),
2.6,297.92,298.368,596.288,12.6853,15.6945,5374,5384,=AVERAGE(G14:H14),
2.7,298.256,298.368,596.624,12.3607,15.7808,5375,5385,=AVERAGE(G15:H15),
2.8,299.152,298.256,597.408,12.019,15.8615,5383,5377,=AVERAGE(G16:H16),
2.9,298.48,298.256,596.736,11.6597,15.9363,5381,5388,=AVERAGE(G17:H17),
3,298.256,299.712,597.968,11.2826,16.0051,5376,5373,=AVERAGE(G18:H18),
3.1,298.592,298.368,596.96,10.8871,16.0676,5378,5384,=AVERAGE(G19:H19),
3.2,298.592,298.592,597.184,10.4728,16.1237,5379,5369,=AVERAGE(G20:H20),
3.3,298.928,299.488,598.416,10.0394,16.1731,5379,5368,=AVERAGE(G21:H21),
3.4,298.144,298.928,597.072,9.58647,16.2156,5388,5394,=AVERAGE(G22:H22),
3.5,299.488,298.928,598.416,9.1135,16.2511,5352,5376,=AVERAGE(G23:H23),
3.6,298.48,298.256,596.736,8.62009,16.2793,5379,5385,=AVERAGE(G24:H24),
3.7,298.256,299.04,597.296,8.10584,16.2999,5397,5360,=AVERAGE(G25:H25),
3.8,300.384,300.272,600.656,7.57031,16.3127,5358,5385,=AVERAGE(G26:H26),
3.9,297.808,299.488,597.296,7.01304,16.3175,5385,5368,=AVERAGE(G27:H27),
4,299.936,298.592,598.528,6.43368,16.3141,5377,5404,=AVERAGE(G28:H28),
4.1,298.48,298.368,596.848,5.83172,16.3021,5393,5372,=AVERAGE(G29:H29),
4.2,16.464,16.464,32.928,7.23397,13.572,5295,5299,=AVERAGE(G30:H30),
4.3,298.256,292.656,590.912,7.25009,13.572,16852,17339,=AVERAGE(G31:H31),
4.4,298.256,299.264,597.52,7.98101,13.297,5386,5375,=AVERAGE(G32:H32),
4.5,299.824,298.256,598.08,8.70789,13.0061,5363,5373,=AVERAGE(G33:H33),
4.6,298.256,297.808,596.064,9.41411,12.6989,5366,5378,=AVERAGE(G34:H34),
4.7,299.152,298.368,597.52,10.0992,12.375,5380,5392,=AVERAGE(G35:H35),
4.8,298.816,300.16,598.976,10.7627,12.034,5366,5382,=AVERAGE(G36:H36),
4.9,297.584,298.704,596.288,11.4041,11.6755,5385,5368,=AVERAGE(G37:H37),
5,299.712,298.592,598.304,12.0229,11.2991,5384,5360,=AVERAGE(G38:H38),
5.1,299.6,297.808,597.408,12.6187,10.9044,5346,5388,=AVERAGE(G39:H39),
5.2,298.704,298.704,597.408,13.1911,10.491,5378,5391,=AVERAGE(G40:H40),
5.3,299.152,298.144,597.296,13.7397,10.0585,5382,5393,=AVERAGE(G41:H41),
5.4,298.816,298.592,597.408,14.264,9.60633,5388,5362,=AVERAGE(G42:H42),
