Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,46.48,28.56,28.56,28.56,28.56,28.56,246.512,14.394,15.0139,56919,68797,73954,74390,75049,75663,76171,=AVERAGE(L3:R3),
1.6,239.232,240.8,253.68,245.728,240.576,236.992,229.264,1686.27,14.394,15.0139,8507,8452,12696,13071,13305,13861,14051,=AVERAGE(L4:R4),
1.7,240.128,248.864,251.664,251.216,255.808,244.608,253.568,1745.86,14.394,15.0139,8706,8618,8716,8869,8448,8509,8610,=AVERAGE(L5:R5),
1.8,249.984,252.336,248.08,249.76,250.88,249.2,246.848,1747.09,14.394,15.0139,8624,8120,8952,8692,8471,8761,8397,=AVERAGE(L6:R6),
1.9,255.92,247.856,243.488,247.968,244.384,257.712,258.72,1756.05,14.394,15.0139,8722,8590,8645,8877,8368,8352,8847,=AVERAGE(L7:R7),
2,243.824,251.776,253.12,253.792,252,245.504,245.392,1745.41,14.2957,15.0676,8437,8521,8592,8495,8365,8156,8491,=AVERAGE(L8:R8),
2.1,250.32,256.928,246.736,242.592,253.568,256.032,247.52,1753.7,14.0655,15.1842,8706,8327,8547,8524,8379,8484,8805,=AVERAGE(L9:R9),
2.2,254.352,249.536,249.2,247.184,249.76,250.32,251.216,1751.57,13.8206,15.2962,8805,8534,8991,8697,8578,8462,8903,=AVERAGE(L10:R10),
2.3,241.808,244.608,248.416,251.664,250.32,255.92,243.376,1736.11,13.5605,15.4034,9070,8613,8930,8888,8799,8523,9113,=AVERAGE(L11:R11),
2.4,249.088,251.44,253.12,253.232,247.968,243.6,253.344,1751.79,13.2848,15.5056,8929,8534,8724,8394,8640,8684,8658,=AVERAGE(L12:R12),
2.5,249.088,252.896,246.736,240.128,248.416,250.32,248.864,1736.45,12.9932,15.6027,8947,8857,8577,8987,9027,8952,8913,=AVERAGE(L13:R13),
2.6,248.64,249.872,244.16,251.552,240.912,255.36,253.456,1743.95,12.6853,15.6945,9053,8991,8846,8699,8817,8902,8662,=AVERAGE(L14:R14),
2.7,245.056,251.664,246.96,256.144,251.776,242.032,247.856,1741.49,12.3607,15.7808,8519,8509,8749,8669,8524,8574,8628,=AVERAGE(L15:R15),
2.8,257.488,241.024,254.688,242.928,248.192,252,245.056,1741.38,12.019,15.8615,8670,8684,8559,8649,8734,8526,8607,=AVERAGE(L16:R16),
2.9,241.248,248.752,248.08,255.472,248.304,245.504,255.36,1742.72,11.6597,15.9363,8462,8706,8578,8532,8519,8871,8822,=AVERAGE(L17:R17),
3,258.496,252.672,247.968,244.72,248.08,254.912,244.72,1751.57,11.2826,16.0051,8427,8707,8704,8437,8513,8373,8352,=AVERAGE(L18:R18),
3.1,246.96,250.656,249.872,247.072,248.08,247.632,253.904,1744.18,10.887,16.0676,8701,8855,8794,9019,8938,8804,8894,=AVERAGE(L19:R19),
3.2,249.984,252,252.224,248.304,258.384,250.432,246.736,1758.06,10.4728,16.1237,8586,8936,8393,8350,8174,8905,9052,=AVERAGE(L20:R20),
3.3,246.848,248.64,252.56,251.216,243.936,253.792,253.68,1750.67,10.0394,16.1731,8848,8853,8932,8901,9069,8767,8337,=AVERAGE(L21:R21),
3.4,248.976,250.656,252.784,250.208,249.536,250.208,250.096,1752.46,9.58645,16.2156,8837,8714,8580,8752,8687,8635,8783,=AVERAGE(L22:R22),
3.5,254.8,249.312,252,248.192,257.152,251.552,248.976,1761.98,9.11346,16.2511,8403,8615,8476,8725,8467,8707,8633,=AVERAGE(L23:R23),
3.6,251.44,246.96,245.056,249.984,243.376,253.232,253.232,1743.28,8.62007,16.2793,8679,8785,8626,8545,8710,8694,8614,=AVERAGE(L24:R24),
3.7,249.424,248.304,253.008,246.4,255.808,244.272,238,1735.22,8.10581,16.2999,8576,8638,8783,8487,8645,8778,8959,=AVERAGE(L25:R25),
3.8,242.592,251.776,242.256,249.984,241.36,253.792,256.256,1738.02,7.57027,16.3127,8738,8758,8602,8729,8659,8755,8931,=AVERAGE(L26:R26),
3.9,246.4,246.848,253.232,249.424,241.92,239.792,248.64,1726.26,7.01306,16.3175,8707,8667,8648,8590,8643,8387,8792,=AVERAGE(L27:R27),
4,251.888,243.264,254.912,246.064,253.568,247.856,237.552,1735.1,6.43364,16.3141,8829,8803,8507,8379,8724,8652,8519,=AVERAGE(L28:R28),
4.1,246.736,268.352,244.832,251.664,247.744,252.56,254.24,1766.13,5.83169,16.3021,8162,8613,8239,9006,8525,8673,8409,=AVERAGE(L29:R29),
4.2,18.144,1.792,20.608,16.912,17.92,12.544,23.408,111.328,7.23397,13.572,12705,9081,10697,10672,10172,9640,11422,=AVERAGE(L30:R30),
