Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,39.536,28.56,28.56,28.56,28.56,28.56,239.568,14.394,15.0139,56895,75855,73885,74502,75059,75617,76149,=AVERAGE(L3:R3),
1.6,238.224,255.248,253.232,246.064,241.584,234.976,228.144,1697.47,14.394,15.0139,8478,9153,12576,13195,13391,14072,14397,=AVERAGE(L4:R4),
1.7,249.2,242.032,249.536,249.76,249.2,250.544,255.136,1745.41,14.394,15.0139,8642,8555,8535,8827,8609,8572,8621,=AVERAGE(L5:R5),
1.8,248.304,253.12,254.576,255.36,250.88,252.336,241.248,1755.82,14.394,15.0139,8477,8624,8719,8624,8550,8417,8545,=AVERAGE(L6:R6),
1.9,249.2,247.968,245.168,239.568,245.056,250.432,254.24,1731.63,14.394,15.0139,8695,8484,8726,8881,8874,8682,8585,=AVERAGE(L7:R7),
2,248.304,246.176,247.408,256.032,252.448,249.76,248.752,1748.88,14.2957,15.0676,8878,8715,8509,8331,8437,8464,8469,=AVERAGE(L8:R8),
2.1,245.952,253.68,252.224,246.848,253.232,250.208,248.864,1751.01,14.0655,15.1842,8645,8600,8849,8976,8836,8612,8783,=AVERAGE(L9:R9),
2.2,249.76,247.52,243.6,255.36,245.84,251.216,250.32,1743.62,13.8206,15.2962,8840,8708,8878,8362,8776,8676,8609,=AVERAGE(L10:R10),
2.3,256.144,249.76,247.184,239.904,243.936,247.184,252.112,1736.22,13.5605,15.4034,8736,9056,8742,8851,8756,8868,8615,=AVERAGE(L11:R11),
2.4,246.848,252.896,249.536,246.96,252.336,245.056,245.84,1739.47,13.2848,15.5056,8821,8649,8521,8996,8763,8861,8876,=AVERAGE(L12:R12),
2.5,249.648,252.224,252.672,242.48,251.216,249.536,251.552,1749.33,12.9932,15.6027,8900,8348,8600,9008,9017,8847,8862,=AVERAGE(L13:R13),
2.6,246.96,244.048,255.136,250.096,242.592,252.112,247.856,1738.8,12.6853,15.6945,8569,8629,8661,8663,8685,8641,8577,=AVERAGE(L14:R14),
2.7,247.856,252,242.032,254.8,245.952,251.44,250.992,1745.07,12.3607,15.7809,8600,8494,8813,8584,8812,8689,8682,=AVERAGE(L15:R15),
2.8,250.992,248.64,239.12,242.032,255.024,242.48,251.552,1729.84,12.019,15.8615,8802,8751,8879,8847,8848,8701,8880,=AVERAGE(L16:R16),
2.9,248.752,250.096,248.752,259.952,243.6,255.92,250.768,1757.84,11.6597,15.9363,8403,8777,8685,8534,8652,8685,8774,=AVERAGE(L17:R17),
3,252.672,251.216,258.16,247.52,248.864,246.176,250.208,1754.82,11.2825,16.0051,8530,8801,8562,8524,8833,8644,8644,=AVERAGE(L18:R18),
3.1,253.12,246.736,242.256,247.408,245.728,249.424,250.32,1734.99,10.887,16.0676,8791,8852,8668,8629,8786,8711,8724,=AVERAGE(L19:R19),
3.2,248.416,242.368,249.872,252.784,247.072,252.448,246.512,1739.47,10.4728,16.1237,8738,8882,8870,8725,8851,8756,8834,=AVERAGE(L20:R20),
3.3,246.176,251.328,254.128,248.752,251.328,252.336,252.448,1756.5,10.0394,16.1731,8992,8971,8675,8663,8732,8403,8684,=AVERAGE(L21:R21),
3.4,249.984,246.176,250.88,256.144,256.144,244.16,249.2,1752.69,9.58644,16.2156,9018,8982,8930,8658,8627,8762,8970,=AVERAGE(L22:R22),
