Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,14.394,15.0139,0,0,0,=AVERAGE(H2:J2),
1.5,57.232,40.656,28.56,126.448,14.394,15.0139,57039,75054,73887,=AVERAGE(H3:J3),
1.6,281.456,291.088,296.576,869.12,14.394,15.0139,5788,6475,9607,=AVERAGE(H4:J4),
1.7,295.456,297.584,297.92,890.96,14.394,15.0139,5546,5538,5550,=AVERAGE(H5:J5),
1.8,297.136,296.912,297.92,891.968,14.394,15.0139,5546,5543,5553,=AVERAGE(H6:J6),
1.9,298.032,295.568,296.8,890.4,14.394,15.0139,5537,5550,5563,=AVERAGE(H7:J7),
2,296.8,297.472,297.808,892.08,14.2957,15.0676,5554,5550,5554,=AVERAGE(H8:J8),
2.1,298.256,297.024,296.24,891.52,14.0656,15.1842,5534,5529,5556,=AVERAGE(H9:J9),
2.2,297.808,297.248,296.464,891.52,13.8206,15.2962,5543,5548,5560,=AVERAGE(H10:J10),
2.3,296.8,297.92,299.488,894.208,13.5605,15.4034,5538,5535,5540,=AVERAGE(H11:J11),
2.4,296.576,297.472,296.128,890.176,13.2848,15.5056,5544,5524,5567,=AVERAGE(H12:J12),
2.5,297.024,298.816,296.016,891.856,12.9932,15.6027,5538,5536,5566,=AVERAGE(H13:J13),
2.6,296.912,297.136,296.464,890.512,12.6853,15.6945,5551,5524,5551,=AVERAGE(H14:J14),
2.7,295.904,297.024,297.584,890.512,12.3607,15.7809,5553,5554,5558,=AVERAGE(H15:J15),
2.8,296.464,296.464,297.808,890.736,12.0189,15.8615,5551,5545,5558,=AVERAGE(H16:J16),
2.9,296.688,296.912,297.248,890.848,11.6597,15.9363,5539,5557,5549,=AVERAGE(H17:J17),
3,296.8,296.912,298.704,892.416,11.2826,16.0051,5535,5523,5527,=AVERAGE(H18:J18),
3.1,298.928,297.248,297.584,893.76,10.8871,16.0676,5525,5537,5549,=AVERAGE(H19:J19),
3.2,298.48,296.464,297.024,891.968,10.4728,16.1237,5523,5552,5562,=AVERAGE(H20:J20),
3.3,296.128,297.584,296.464,890.176,10.0394,16.1731,5551,5534,5558,=AVERAGE(H21:J21),
3.4,297.696,296.352,297.024,891.072,9.58644,16.2156,5528,5541,5567,=AVERAGE(H22:J22),
3.5,297.136,297.92,296.8,891.856,9.1135,16.2511,5548,5544,5567,=AVERAGE(H23:J23),
3.6,296.688,298.48,298.816,893.984,8.62009,16.2793,5537,5512,5538,=AVERAGE(H24:J24),
3.7,297.248,296.464,298.144,891.856,8.10581,16.2999,5535,5567,5551,=AVERAGE(H25:J25),
3.8,299.04,299.712,299.712,898.464,7.57031,16.3127,5540,5507,5553,=AVERAGE(H26:J26),
3.9,298.256,298.144,296.128,892.528,7.01303,16.3175,5546,5533,5554,=AVERAGE(H27:J27),
4,296.352,298.48,297.92,892.752,6.43364,16.3141,5533,5520,5569,=AVERAGE(H28:J28),
4.1,294,298.704,292.656,885.36,5.83174,16.3021,5548,5536,5553,=AVERAGE(H29:J29),
4.2,21.616,20.72,23.408,65.744,7.23397,13.572,5569,5561,5629,=AVERAGE(H30:J30),
4.3,297.808,285.936,292.096,875.84,7.24912,13.572,16842,17852,17345,=AVERAGE(H31:J31),
4.4,296.688,296.352,295.904,888.944,7.98106,13.297,5540,5567,5552,=AVERAGE(H32:J32),
4.5,298.592,296.464,296.912,891.968,8.70789,13.0061,5547,5540,5585,=AVERAGE(H33:J33),
4.6,296.912,297.024,296.576,890.512,9.41417,12.6989,5551,5548,5562,=AVERAGE(H34:J34),
4.7,298.032,296.688,296.464,891.184,10.0992,12.375,5506,5560,5543,=AVERAGE(H35:J35),
4.8,297.248,298.704,295.904,891.856,10.7627,12.034,5552,5518,5558,=AVERAGE(H36:J36),
4.9,298.144,296.24,298.592,892.976,11.404,11.6755,5512,5533,5554,=AVERAGE(H37:J37),
5,296.464,297.696,296.576,890.736,12.0229,11.2991,5535,5528,5541,=AVERAGE(H38:J38),
5.1,296.688,296.912,297.808,891.408,12.6187,10.9044,5568,5557,5539,=AVERAGE(H39:J39),
5.2,298.592,296.352,296.688,891.632,13.1911,10.491,5502,5556,5571,=AVERAGE(H40:J40),
5.3,298.032,298.256,296.24,892.528,13.7397,10.0585,5539,5526,5573,=AVERAGE(H41:J41),
5.4,296.128,297.248,297.92,891.296,14.2639,9.60634,5541,5528,5545,=AVERAGE(H42:J42),
5.5,298.032,296.352,296.912,891.296,14.7636,9.1342,5515,5573,5550,=AVERAGE(H43:J43),
5.6,297.92,298.592,296.912,893.424,15.2382,8.64172,5565,5509,5560,=AVERAGE(H44:J44),
5.7,299.152,296.352,296.576,892.08,15.6874,8.12837,5500,5557,5573,=AVERAGE(H45:J45),
5.8,296.464,297.36,297.136,890.96,16.1108,7.59376,5552,5533,5548,=AVERAGE(H46:J46),
5.9,299.04,298.032,297.024,894.096,16.5081,7.03742,5532,5508,5564,=AVERAGE(H47:J47),
