Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,=AVERAGE(K2:P2),
1.5,57.232,39.088,30.128,28.56,28.56,28.56,212.128,14.394,15.0139,57145,76294,74514,74550,75042,75575,=AVERAGE(K3:P3),
1.6,256.032,273.392,278.544,271.488,259.056,253.12,1591.63,14.394,15.0139,7584,8352,10946,11937,12269,12695,=AVERAGE(K4:P4),
1.7,277.536,272.048,278.208,274.848,276.192,275.856,1654.69,14.394,15.0139,7459,7609,7316,7327,7449,7730,=AVERAGE(K5:P5),
1.8,279.664,279.664,278.88,273.84,281.12,270.704,1663.87,14.394,15.0139,7452,7488,7459,7633,7488,7634,=AVERAGE(K6:P6),
1.9,275.52,274.064,274.4,281.792,269.92,278.096,1653.79,14.394,15.0139,7304,7419,7407,7443,7660,7585,=AVERAGE(K7:P7),
2,279.216,278.88,274.736,276.64,279.216,274.624,1663.31,14.2957,15.0676,7505,7504,7502,7509,7501,7455,=AVERAGE(K8:P8),
2.1,278.992,282.24,279.104,272.72,276.192,278.208,1667.46,14.0655,15.1842,7335,7452,7431,7470,7484,7501,=AVERAGE(K9:P9),
2.2,282.352,275.072,278.32,281.456,278.432,270.704,1666.34,13.8206,15.2962,7581,7370,7615,7561,7560,7535,=AVERAGE(K10:P10),
2.3,277.424,277.984,274.736,276.192,270.928,279.216,1656.48,13.5605,15.4034,7544,7442,7688,7389,7603,7376,=AVERAGE(K11:P11),
2.4,279.104,277.312,273.84,275.52,278.32,283.136,1667.23,13.2848,15.5056,7350,7575,7527,7642,7475,7536,=AVERAGE(K12:P12),
2.5,278.544,274.96,278.432,274.848,277.536,274.848,1659.17,12.9932,15.6027,7430,7415,7429,7562,7570,7497,=AVERAGE(K13:P13),
2.6,274.96,278.096,281.456,276.64,273.168,277.76,1662.08,12.6853,15.6945,7504,7622,7501,7448,7530,7397,=AVERAGE(K14:P14),
2.7,279.104,274.96,273.504,276.864,276.304,275.632,1656.37,12.3607,15.7808,7542,7364,7536,7539,7616,7496,=AVERAGE(K15:P15),
2.8,276.304,276.976,274.848,279.328,275.968,276.416,1659.84,12.019,15.8615,7567,7498,7588,7554,7444,7500,=AVERAGE(K16:P16),
2.9,278.432,275.744,275.856,273.728,283.248,279.888,1666.9,11.6597,15.9363,7320,7633,7584,7528,7598,7427,=AVERAGE(K17:P17),
3,273.952,273.728,276.528,276.304,274.624,275.184,1650.32,11.2825,16.0051,7602,7506,7573,7599,7516,7538,=AVERAGE(K18:P18),
3.1,277.536,278.432,277.2,277.984,276.08,277.536,1664.77,10.887,16.0676,7485,7615,7563,7637,7571,7644,=AVERAGE(K19:P19),
