Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,16.1833,10.8819,0,0,0,=AVERAGE(H2:J2),
1.5,57.232,46.256,28.56,132.048,16.1833,10.8819,56964,68731,73699,=AVERAGE(H3:J3),
1.6,283.248,285.6,298.592,867.44,16.1833,10.8819,5761,6080,9523,=AVERAGE(H4:J4),
1.7,297.36,299.6,298.256,895.216,16.1833,10.8819,5545,5530,5541,=AVERAGE(H5:J5),
1.8,297.584,297.248,296.24,891.072,16.1833,10.8819,5536,5541,5558,=AVERAGE(H6:J6),
1.9,296.464,299.488,298.144,894.096,16.1833,10.8819,5533,5521,5532,=AVERAGE(H7:J7),
2,298.032,296.464,295.792,890.288,16.3097,11.7279,5535,5544,5546,=AVERAGE(H8:J8),
2.1,296.8,296.688,298.368,891.856,15.9825,13.4635,5545,5540,5539,=AVERAGE(H9:J9),
2.2,298.816,296.24,298.032,893.088,14.5863,14.9015,5541,5553,5535,=AVERAGE(H10:J10),
2.3,298.032,297.024,296.352,891.408,11.7922,15.9099,5530,5553,5556,=AVERAGE(H11:J11),
2.4,263.312,267.008,264.656,794.976,6.59847,16.3159,5564,5629,5613,=AVERAGE(H12:J12),
2.5,0,0,0,0,6.87199,13.6971,0,0,0,=AVERAGE(H13:J13),
2.6,179.76,168.112,174.16,522.032,16.9441,6.35896,30500,32852,31638,=AVERAGE(H14:J14),
2.7,194.544,187.152,181.104,562.8,18.0955,6.87199,16982,17813,18732,=AVERAGE(H15:J15),
2.8,225.008,225.008,225.008,675.024,6.77921,18.1257,5575,5568,5592,=AVERAGE(H16:J16),
2.9,195.776,188.608,182.784,567.168,6.39803,16.9157,16130,16910,17577,=AVERAGE(H17:J17),
3,245.616,246.4,246.288,738.304,13.742,6.74646,5576,5563,5564,=AVERAGE(H18:J18),
3.1,0,0,0,0,16.3136,6.39803,0,0,0,=AVERAGE(H19:J19),
3.2,297.584,289.856,284.368,871.808,13.8152,15.774,19935,20558,21146,=AVERAGE(H20:J20),
3.3,297.024,297.024,297.584,891.632,12.0224,16.3173,5537,5539,5536,=AVERAGE(H21:J21),
3.4,296.688,296.576,298.704,891.968,11.8398,16.315,5543,5546,5527,=AVERAGE(H22:J22),
3.5,298.256,298.032,296.24,892.528,11.6551,16.3046,5529,5541,5553,=AVERAGE(H23:J23),
3.6,298.704,297.36,297.136,893.2,11.4685,16.2864,5512,5511,5534,=AVERAGE(H24:J24),
3.7,299.824,297.024,297.248,894.096,11.28,16.2605,5515,5557,5541,=AVERAGE(H25:J25),
3.8,299.712,299.6,299.04,898.352,11.2554,16.2566,5544,5530,5553,=AVERAGE(H26:J26),
3.9,297.92,296.576,296.912,891.408,11.2554,16.2566,5555,5533,5539,=AVERAGE(H27:J27),
4,295.232,298.368,297.696,891.296,11.2554,16.2566,5544,5547,5559,=AVERAGE(H28:J28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(E7:E28)
