Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,40.88,28.56,28.56,28.56,28.56,28.56,240.912,16.1833,10.8819,56881,75032,73985,74451,75096,75645,76184,=AVERAGE(L3:R3),
1.6,235.2,243.712,251.776,249.424,238,238.336,233.968,1690.42,16.1833,10.8819,8412,9215,12652,13240,13406,14072,14025,=AVERAGE(L4:R4),
1.7,250.768,253.008,250.32,245.056,257.936,246.4,241.696,1745.18,16.1833,10.8819,8774,8866,8793,8750,8826,8838,8827,=AVERAGE(L5:R5),
1.8,239.344,244.272,248.976,253.008,245.728,248.08,249.088,1728.5,16.1833,10.8819,8677,8784,8596,8568,8595,8946,8852,=AVERAGE(L6:R6),
1.9,255.36,252.224,249.648,242.816,249.536,247.408,250.208,1747.2,16.1833,10.8819,8878,8682,8621,8553,8648,8806,8973,=AVERAGE(L7:R7),
2,247.632,246.176,255.584,248.64,249.2,249.312,248.192,1744.74,16.3097,11.7278,8409,8577,8586,8667,8729,8689,8720,=AVERAGE(L8:R8),
2.1,256.144,245.728,246.064,255.472,251.552,250.544,247.296,1752.8,15.9825,13.4635,8404,8652,9000,8353,8811,8640,8675,=AVERAGE(L9:R9),
2.2,251.888,255.696,248.976,245.84,253.12,253.232,246.064,1754.82,14.5861,14.9015,8663,8256,8752,8568,8544,8888,8716,=AVERAGE(L10:R10),
2.3,245.504,248.976,248.08,251.328,251.216,245.616,253.456,1744.18,11.7919,15.9099,8849,8704,8978,8761,8815,8595,8643,=AVERAGE(L11:R11),
2.4,211.344,215.824,219.744,215.264,217.504,225.232,216.608,1521.52,6.59812,16.3159,8966,8582,9067,8537,8580,8548,8387,=AVERAGE(L12:R12),
2.5,0,0,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,0,0,=AVERAGE(L13:R13),
2.6,167.776,165.424,137.984,157.808,152.656,139.44,151.312,1072.4,16.9445,6.35772,35663,36707,43994,38405,39443,43123,40093,=AVERAGE(L14:R14),
2.7,166.88,133.728,143.248,155.456,149.296,163.632,128.688,1040.93,18.0955,6.87199,20061,25586,23828,22110,22550,20987,26052,=AVERAGE(L15:R15),
2.8,164.304,146.496,174.048,153.888,172.48,166.544,164.416,1142.18,6.77765,18.1253,9477,11996,10310,10772,10823,10117,11257,=AVERAGE(L16:R16),
2.9,169.568,155.232,133.056,152.88,139.776,151.2,141.12,1042.83,6.39803,16.9157,20389,21692,24853,22111,24243,22506,23257,=AVERAGE(L17:R17),
3,207.872,216.832,220.752,216.832,214.144,216.048,214.928,1507.41,13.7424,6.74633,9142,9108,9220,9129,9051,8832,9007,=AVERAGE(L18:R18),
3.1,0,0,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,0,0,=AVERAGE(L19:R19),
3.2,255.248,232.848,220.192,235.984,245.28,226.464,245.28,1661.3,13.8148,15.7738,24426,27491,28993,26848,25116,28590,25679,=AVERAGE(L20:R20),
3.3,254.24,250.096,250.88,254.24,245.616,247.856,255.808,1758.74,12.0224,16.3173,8410,8846,8474,8281,8776,8581,8445,=AVERAGE(L21:R21),
3.4,254.576,253.232,247.072,246.176,252.896,254.8,253.008,1761.76,11.8397,16.315,8766,8354,8824,8548,8757,8883,8635,=AVERAGE(L22:R22),
3.5,248.192,250.432,253.008,257.712,250.656,248.976,249.424,1758.4,11.6551,16.3046,8570,8712,8573,8514,8826,8598,8461,=AVERAGE(L23:R23),
3.6,251.216,248.864,246.736,249.088,250.544,246.064,251.104,1743.62,11.4685,16.2864,8710,8615,9031,8474,8911,8279,8810,=AVERAGE(L24:R24),
3.7,247.632,249.088,254.352,240.128,241.584,254.464,250.096,1737.34,11.28,16.2605,8705,8684,8609,8478,8511,8814,8695,=AVERAGE(L25:R25),
3.8,254.464,244.272,245.728,246.624,255.472,245.84,242.928,1735.33,11.2554,16.2566,8754,8540,8647,8712,8681,8762,8614,=AVERAGE(L26:R26),
3.9,246.736,250.32,249.536,253.904,241.584,252,252.112,1746.19,11.2554,16.2566,8317,8608,8371,8512,8462,8737,8364,=AVERAGE(L27:R27),
4,242.928,249.76,260.4,239.232,262.416,241.696,247.632,1744.06,11.2554,16.2566,8746,8462,8694,8340,8666,8810,8395,=AVERAGE(L28:R28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(I7:I28)
