Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,57.232,49.84,107.072,14.394,15.0139,56816,65093,=AVERAGE(G3:H3),
1.6,284.256,283.808,568.064,14.394,15.0139,5622,5766,=AVERAGE(G4:H4),
1.7,298.256,298.48,596.736,14.394,15.0139,5379,5380,=AVERAGE(G5:H5),
1.8,299.04,298.48,597.52,14.394,15.0139,5373,5382,=AVERAGE(G6:H6),
1.9,299.152,298.256,597.408,14.394,15.0139,5379,5380,=AVERAGE(G7:H7),
2,297.92,298.704,596.624,14.2957,15.0676,5383,5370,=AVERAGE(G8:H8),
2.1,297.92,300.272,598.192,14.0656,15.1842,5377,5371,=AVERAGE(G9:H9),
2.2,298.928,299.488,598.416,13.8206,15.2962,5373,5368,=AVERAGE(G10:H10),
2.3,299.6,298.704,598.304,13.5605,15.4034,5370,5381,=AVERAGE(G11:H11),
2.4,298.592,298.144,596.736,13.2848,15.5056,5390,5388,=AVERAGE(G12:H12),
2.5,298.032,297.92,595.952,12.9932,15.6027,5374,5374,=AVERAGE(G13:H13),
2.6,299.376,298.704,598.08,12.6853,15.6945,5372,5387,=AVERAGE(G14:H14),
2.7,298.816,299.04,597.856,12.3607,15.7808,5384,5375,=AVERAGE(G15:H15),
2.8,298.48,297.92,596.4,12.0189,15.8615,5380,5376,=AVERAGE(G16:H16),
2.9,299.376,298.592,597.968,11.6597,15.9363,5369,5389,=AVERAGE(G17:H17),
3,298.256,298.704,596.96,11.2826,16.0051,5378,5370,=AVERAGE(G18:H18),
3.1,299.6,298.256,597.856,10.8871,16.0676,5367,5384,=AVERAGE(G19:H19),
3.2,298.144,299.488,597.632,10.4728,16.1237,5383,5371,=AVERAGE(G20:H20),
3.3,298.144,299.264,597.408,10.0394,16.1731,5384,5385,=AVERAGE(G21:H21),
3.4,298.144,299.264,597.408,9.58647,16.2156,5377,5376,=AVERAGE(G22:H22),
3.5,299.376,297.92,597.296,9.1135,16.2511,5382,5374,=AVERAGE(G23:H23),
3.6,298.928,298.928,597.856,8.62009,16.2793,5371,5385,=AVERAGE(G24:H24),
3.7,298.704,299.488,598.192,8.10584,16.2999,5367,5360,=AVERAGE(G25:H25),
3.8,299.936,300.048,599.984,7.57029,16.3127,5395,5384,=AVERAGE(G26:H26),
3.9,298.928,298.48,597.408,7.01306,16.3175,5379,5366,=AVERAGE(G27:H27),
4,298.368,299.6,597.968,6.43368,16.3141,5368,5380,=AVERAGE(G28:H28),
4.1,298.368,298.704,597.072,5.8317,16.3021,5386,5370,=AVERAGE(G29:H29),
4.2,19.152,18.816,37.968,7.23397,13.572,5355,5357,=AVERAGE(G30:H30),
4.3,297.92,292.656,590.576,7.24924,13.572,16756,17280,=AVERAGE(G31:H31),
4.4,298.816,297.696,596.512,7.98101,13.297,5404,5395,=AVERAGE(G32:H32),
4.5,297.92,298.704,596.624,8.70789,13.0061,5377,5371,=AVERAGE(G33:H33),
4.6,298.256,299.6,597.856,9.41416,12.6989,5387,5380,=AVERAGE(G34:H34),
4.7,298.816,299.152,597.968,10.0992,12.375,5371,5359,=AVERAGE(G35:H35),
4.8,298.592,298.816,597.408,10.7627,12.034,5357,5375,=AVERAGE(G36:H36),
4.9,298.256,298.368,596.624,11.4041,11.6755,5378,5396,=AVERAGE(G37:H37),
5,298.816,298.704,597.52,12.0229,11.2991,5408,5357,=AVERAGE(G38:H38),
5.1,297.808,298.48,596.288,12.6187,10.9045,5370,5387,=AVERAGE(G39:H39),
5.2,298.256,298.256,596.512,13.1911,10.491,5371,5387,=AVERAGE(G40:H40),
5.3,299.264,298.256,597.52,13.7397,10.0584,5376,5390,=AVERAGE(G41:H41),
5.4,299.264,298.368,597.632,14.2639,9.60634,5383,5396,=AVERAGE(G42:H42),
5.5,298.928,298.592,597.52,14.7636,9.13424,5352,5367,=AVERAGE(G43:H43),
5.6,298.032,298.592,596.624,15.2382,8.6417,5401,5377,=AVERAGE(G44:H44),
5.7,298.816,297.92,596.736,15.6873,8.12837,5376,5389,=AVERAGE(G45:H45),
5.8,298.704,298.592,597.296,16.1108,7.59373,5392,5364,=AVERAGE(G46:H46),
