Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,14.394,15.0139,0,0,0,=AVERAGE(H2:J2),
1.5,57.232,38.416,28.56,124.208,14.394,15.0139,57003,76757,73957,=AVERAGE(H3:J3),
1.6,280.224,292.32,297.248,869.792,14.394,15.0139,5789,6811,9590,=AVERAGE(H4:J4),
1.7,298.256,297.136,296.128,891.52,14.394,15.0139,5546,5564,5565,=AVERAGE(H5:J5),
1.8,296.128,298.032,297.024,891.184,14.394,15.0139,5553,5545,5562,=AVERAGE(H6:J6),
1.9,298.816,297.248,296.016,892.08,14.394,15.0139,5524,5548,5564,=AVERAGE(H7:J7),
2,296.016,297.92,296.24,890.176,14.2957,15.0676,5551,5552,5565,=AVERAGE(H8:J8),
2.1,298.704,296.464,298.592,893.76,14.0656,15.1842,5525,5545,5533,=AVERAGE(H9:J9),
2.2,298.592,297.136,296.128,891.856,13.8206,15.2962,5527,5558,5564,=AVERAGE(H10:J10),
2.3,296.8,296.128,297.584,890.512,13.5605,15.4034,5538,5562,5545,=AVERAGE(H11:J11),
2.4,296.464,297.92,298.256,892.64,13.2848,15.5056,5546,5549,5555,=AVERAGE(H12:J12),
2.5,297.584,295.904,299.488,892.976,12.9932,15.6027,5524,5551,5531,=AVERAGE(H13:J13),
2.6,296.8,298.032,296.24,891.072,12.6853,15.6945,5556,5555,5569,=AVERAGE(H14:J14),
2.7,296.688,296.8,298.144,891.632,12.3607,15.7808,5537,5559,5547,=AVERAGE(H15:J15),
2.8,299.824,297.472,296.016,893.312,12.019,15.8615,5527,5538,5564,=AVERAGE(H16:J16),
2.9,296.912,296.016,297.248,890.176,11.6597,15.9363,5531,5555,5548,=AVERAGE(H17:J17),
3,297.248,297.808,297.024,892.08,11.2826,16.0051,5543,5554,5567,=AVERAGE(H18:J18),
3.1,299.04,297.696,296.8,893.536,10.8871,16.0676,5533,5552,5549,=AVERAGE(H19:J19),
3.2,297.472,298.928,296.576,892.976,10.4728,16.1237,5531,5520,5547,=AVERAGE(H20:J20),
3.3,296.24,298.368,296.576,891.184,10.0394,16.1731,5546,5565,5577,=AVERAGE(H21:J21),
3.4,296.128,297.136,296.352,889.616,9.58645,16.2156,5558,5535,5549,=AVERAGE(H22:J22),
3.5,297.36,298.368,297.136,892.864,9.11347,16.2511,5545,5555,5569,=AVERAGE(H23:J23),
3.6,296.912,297.36,296.688,890.96,8.62009,16.2793,5534,5563,5556,=AVERAGE(H24:J24),
3.7,298.256,298.144,297.024,893.424,8.10584,16.2999,5533,5538,5551,=AVERAGE(H25:J25),
3.8,299.488,298.928,299.824,898.24,7.57031,16.3127,5560,5562,5533,=AVERAGE(H26:J26),
3.9,296.576,297.248,297.92,891.744,7.01303,16.3175,5542,5568,5582,=AVERAGE(H27:J27),
4,296.912,295.904,297.696,890.512,6.43368,16.3141,5531,5555,5520,=AVERAGE(H28:J28),
4.1,294.112,295.12,296.24,885.472,5.83174,16.3021,5546,5547,5559,=AVERAGE(H29:J29),
4.2,22.176,21.056,21.952,65.184,7.23397,13.572,5928,5952,5607,=AVERAGE(H30:J30),
4.3,297.136,291.984,285.936,875.056,7.24916,13.572,16900,17321,17888,=AVERAGE(H31:J31),
4.4,297.024,295.68,296.464,889.168,7.98105,13.297,5540,5570,5566,=AVERAGE(H32:J32),
4.5,296.8,296.24,297.696,890.736,8.70789,13.0061,5571,5574,5540,=AVERAGE(H33:J33),
4.6,298.48,297.808,295.904,892.192,9.41411,12.6989,5525,5526,5570,=AVERAGE(H34:J34),
4.7,297.024,296.912,298.368,892.304,10.0992,12.375,5534,5565,5526,=AVERAGE(H35:J35),
4.8,295.68,297.36,297.136,890.176,10.7627,12.034,5549,5552,5570,=AVERAGE(H36:J36),
4.9,299.488,295.232,297.024,891.744,11.404,11.6755,5516,5570,5558,=AVERAGE(H37:J37),
5,296.912,297.248,298.032,892.192,12.0229,11.2991,5537,5534,5553,=AVERAGE(H38:J38),
5.1,296.128,298.592,297.36,892.08,12.6187,10.9045,5532,5532,5546,=AVERAGE(H39:J39),
5.2,297.808,295.792,296.912,890.512,13.1911,10.491,5536,5561,5544,=AVERAGE(H40:J40),
5.3,298.144,297.024,296.016,891.184,13.7397,10.0585,5540,5567,5580,=AVERAGE(H41:J41),
5.4,298.704,296.576,296.464,891.744,14.264,9.60633,5509,5572,5549,=AVERAGE(H42:J42),
5.5,298.144,297.136,297.472,892.752,14.7636,9.13424,5554,5543,5558,=AVERAGE(H43:J43),
5.6,297.696,297.248,295.68,890.624,15.2382,8.64172,5525,5553,5565,=AVERAGE(H44:J44),
5.7,296.24,296.24,297.248,889.728,15.6874,8.12833,5536,5565,5540,=AVERAGE(H45:J45),
5.8,295.792,298.144,297.136,891.072,16.1108,7.59376,5551,5542,5596,=AVERAGE(H46:J46),
5.9,297.584,296.464,297.472,891.52,16.5081,7.03742,5574,5556,5529,=AVERAGE(H47:J47),
6,298.704,297.696,295.792,892.192,16.8791,6.45901,5509,5534,5589,=AVERAGE(H48:J48),
6.1,18.368,18.928,19.488,56.784,18.4098,5.80489,6026,6052,5392,=AVERAGE(H49:J49),
6.2,261.968,257.824,252.336,772.128,17.8145,7.67854,20120,20605,21233,=AVERAGE(H50:J50),
6.3,297.584,297.136,296.8,891.52,17.5229,8.41369,5563,5548,5567,=AVERAGE(H51:J51),
6.4,298.592,297.92,296.8,893.312,17.2041,9.12841,5533,5563,5580,=AVERAGE(H52:J52),
6.5,296.8,298.032,295.904,890.736,16.8583,9.82213,5545,5531,5546,=AVERAGE(H53:J53),
6.6,299.152,297.472,296.8,893.424,16.4858,10.4945,5472,5547,5516,=AVERAGE(H54:J54),
6.7,297.92,297.136,296.576,891.632,16.0869,11.1449,5537,5516,5584,=AVERAGE(H55:J55),
6.8,296.352,297.472,297.36,891.184,15.662,11.773,5556,5589,5558,=AVERAGE(H56:J56),
6.9,297.36,298.704,296.352,892.416,15.2113,12.3783,5532,5514,5527,=AVERAGE(H57:J57),
7,296.912,297.36,296.912,891.184,14.7353,12.9603,5559,5589,5554,=AVERAGE(H58:J58),
7.1,299.264,297.808,295.904,892.976,14.2342,13.5186,5540,5512,5580,=AVERAGE(H59:J59),
7.2,295.68,296.688,298.032,890.4,13.7085,14.0529,5508,5538,5560,=AVERAGE(H60:J60),
7.3,298.704,297.472,297.136,893.312,13.1585,14.5626,5546,5572,5534,=AVERAGE(H61:J61),
7.4,298.48,296.576,295.792,890.848,12.5848,15.0475,5524,5548,5564,=AVERAGE(H62:J62),
7.5,296.912,296.8,297.808,891.52,11.9876,15.5071,5557,5585,5547,=AVERAGE(H63:J63),
7.6,298.144,297.024,296.912,892.08,11.3674,15.9411,5539,5506,5582,=AVERAGE(H64:J64),
7.7,296.016,296.912,297.584,890.512,10.7247,16.3491,5515,5604,5563,=AVERAGE(H65:J65),
7.8,297.136,296.576,297.024,890.736,10.06,16.7308,5559,5524,5542,=AVERAGE(H66:J66),
7.9,296.8,296.8,298.704,892.304,9.37372,17.086,5540,5567,5525,=AVERAGE(H67:J67),
8,299.824,299.152,298.816,897.792,8.66629,17.4144,5528,5553,5568,=AVERAGE(H68:J68),
8.1,296.576,298.592,296.912,892.08,7.93823,17.7155,5568,5534,5547,=AVERAGE(H69:J69),
8.2,296.576,296.352,297.92,890.848,7.18999,17.9894,5552,5577,5596,=AVERAGE(H70:J70),
8.3,299.264,297.136,296.128,892.528,6.4222,18.2356,5540,5563,5510,=AVERAGE(H71:J71),
8.4,18.928,18.592,19.824,57.344,7.03269,16.5113,5018,5026,6098,=AVERAGE(H72:J72),
8.5,295.232,290.08,284.144,869.456,7.58918,16.1142,16892,17433,17948,=AVERAGE(H73:J73),
8.6,299.264,296.016,298.592,893.872,7.60023,16.1142,5539,5563,5521,=AVERAGE(H74:J74),
8.7,298.144,296.912,296.016,891.072,8.12401,15.691,5586,5615,5562,=AVERAGE(H75:J75),
8.8,297.472,296.352,295.568,889.392,8.63751,15.242,5496,5525,5612,=AVERAGE(H76:J76),
8.9,299.264,296.8,296.912,892.976,9.13021,14.7676,5551,5577,5525,=AVERAGE(H77:J77),
9,297.36,297.472,296.016,890.848,9.6025,14.2682,5529,5561,5576,=AVERAGE(H78:J78),
9.1,297.248,298.592,297.472,893.312,10.0548,13.7442,5584,5545,5561,=AVERAGE(H79:J79),
9.2,297.92,296.352,298.928,893.2,10.4875,13.1958,5496,5522,5546,=AVERAGE(H80:J80),
9.3,296.24,297.584,298.032,891.856,10.9011,12.6236,5549,5582,5526,=AVERAGE(H81:J81),
9.4,296.8,298.816,297.808,893.424,11.2959,12.028,5534,5493,5583,=AVERAGE(H82:J82),
9.5,299.152,296.24,297.696,893.088,11.6724,11.4093,5523,5546,5490,=AVERAGE(H83:J83),
