Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,41.328,98.56,16.1833,10.8819,57212,74402,=AVERAGE(G3:H3),
1.6,284.48,290.752,575.232,16.1833,10.8819,5620,6256,=AVERAGE(G4:H4),
1.7,298.704,298.256,596.96,16.1833,10.8819,5380,5383,=AVERAGE(G5:H5),
1.8,299.04,298.032,597.072,16.1833,10.8819,5387,5379,=AVERAGE(G6:H6),
1.9,298.928,299.712,598.64,16.1833,10.8819,5385,5372,=AVERAGE(G7:H7),
2,297.808,298.928,596.736,16.3097,11.7277,5394,5385,=AVERAGE(G8:H8),
2.1,299.04,298.144,597.184,15.9825,13.4634,5390,5376,=AVERAGE(G9:H9),
2.2,299.488,298.816,598.304,14.5863,14.9015,5379,5376,=AVERAGE(G10:H10),
2.3,298.144,299.712,597.856,11.7922,15.9099,5387,5370,=AVERAGE(G11:H11),
2.4,262.192,262.304,524.496,6.59847,16.3159,5409,5410,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,215.04,209.328,424.368,16.9444,6.35896,24580,25417,=AVERAGE(G14:H14),
2.7,196.112,188.048,384.16,18.0955,6.87199,16702,17626,=AVERAGE(G15:H15),
2.8,222.544,223.552,446.096,6.77921,18.1253,5521,5507,=AVERAGE(G16:H16),
2.9,198.128,192.528,390.656,6.39803,16.9157,15940,16636,=AVERAGE(G17:H17),
3,246.848,246.848,493.696,13.742,6.74685,5392,5398,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,294.784,289.744,584.528,13.8152,15.7737,20098,20581,=AVERAGE(G20:H20),
3.3,297.696,299.264,596.96,12.0224,16.3173,5394,5369,=AVERAGE(G21:H21),
3.4,298.368,298.592,596.96,11.8398,16.315,5388,5378,=AVERAGE(G22:H22),
3.5,299.712,298.144,597.856,11.6551,16.3046,5388,5387,=AVERAGE(G23:H23),
3.6,298.592,298.592,597.184,11.4685,16.2864,5388,5391,=AVERAGE(G24:H24),
3.7,298.592,299.152,597.744,11.28,16.2605,5399,5356,=AVERAGE(G25:H25),
3.8,300.048,300.048,600.096,11.2554,16.2566,5384,5396,=AVERAGE(G26:H26),
3.9,299.04,298.592,597.632,11.2554,16.2566,5371,5369,=AVERAGE(G27:H27),
4,299.488,298.256,597.744,11.2554,16.2566,5392,5374,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
