Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,50.288,28.56,28.56,28.56,28.56,28.56,250.32,16.1833,10.8819,56887,64786,73550,74424,74977,75572,76121,=AVERAGE(L3:R3),
1.6,241.36,241.248,251.552,245.504,240.24,238.784,234.304,1692.99,16.1833,10.8819,8343,8306,12650,13075,13472,13473,14009,=AVERAGE(L4:R4),
1.7,241.696,246.288,247.184,254.24,243.04,242.256,244.72,1719.42,16.1833,10.8819,8690,8680,8808,8781,8946,8892,8736,=AVERAGE(L5:R5),
1.8,250.544,255.808,249.76,245.056,248.416,248.64,244.72,1742.94,16.1833,10.8819,8795,8909,8778,8664,8869,9079,8312,=AVERAGE(L6:R6),
1.9,247.632,247.744,250.544,252.56,249.088,255.36,253.008,1755.94,16.1833,10.8819,8486,8833,8701,8738,8743,8561,8440,=AVERAGE(L7:R7),
2,252.112,242.48,246.848,242.032,255.808,246.512,251.888,1737.68,16.3097,11.7279,8606,8859,8892,8763,8717,8735,8717,=AVERAGE(L8:R8),
2.1,252.336,256.928,248.864,250.992,241.696,249.2,249.872,1749.89,15.9825,13.4636,8361,8722,9017,8884,8832,8758,8613,=AVERAGE(L9:R9),
2.2,246.512,244.608,246.288,251.104,248.08,250.32,252,1738.91,14.5861,14.9016,9012,8354,8957,8583,8828,8858,8429,=AVERAGE(L10:R10),
2.3,254.128,254.128,251.664,252.56,253.456,249.984,240.464,1756.38,11.7921,15.9099,8565,8660,8715,8676,8530,8575,8795,=AVERAGE(L11:R11),
2.4,216.272,210,217.056,210.448,212.912,216.608,216.384,1499.68,6.5979,16.3159,8956,8937,8989,9143,8998,8775,8314,=AVERAGE(L12:R12),
2.5,0,0,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,0,0,=AVERAGE(L13:R13),
2.6,157.808,155.344,144.592,132.496,148.512,152.32,152.32,1043.39,16.9437,6.35821,36275,38463,42128,45542,40812,40120,39707,=AVERAGE(L14:R14),
2.7,164.752,156.912,131.376,150.864,143.248,134.96,153.44,1035.55,18.0955,6.87199,21086,22206,26346,23480,24728,25412,22802,=AVERAGE(L15:R15),
2.8,189.616,202.496,196.896,189.168,185.024,207.088,198.688,1368.98,6.77725,18.1258,8919,9028,9065,8721,8922,8953,8832,=AVERAGE(L16:R16),
2.9,159.152,140.784,144.48,161.952,154.896,127.232,144.928,1033.42,6.39803,16.9157,20791,24105,23377,21219,21504,26205,22874,=AVERAGE(L17:R17),
3,213.472,215.264,211.456,212.352,214.816,226.576,221.984,1515.92,13.7424,6.74737,9016,9191,9042,9138,9009,8905,8979,=AVERAGE(L18:R18),
3.1,0,0,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,0,0,=AVERAGE(L19:R19),
3.2,213.696,191.632,207.536,184.576,215.6,194.544,200.032,1407.62,13.8148,15.7739,30021,34028,31131,34899,29751,33154,32440,=AVERAGE(L20:R20),
3.3,249.088,252,251.664,252.672,243.6,251.776,246.4,1747.2,12.0224,16.3173,8613,8664,8858,8612,8877,8855,8745,=AVERAGE(L21:R21),
3.4,246.512,245.168,250.432,251.888,256.928,249.088,252.784,1752.8,11.8397,16.315,8832,8890,8829,8366,8742,9092,8966,=AVERAGE(L22:R22),
3.5,249.76,248.416,254.24,252.224,246.4,251.328,249.648,1752.02,11.6551,16.3046,8498,8810,8665,8443,8659,8837,8768,=AVERAGE(L23:R23),
3.6,254.352,252,245.728,245.84,248.304,248.416,248.416,1743.06,11.4685,16.2864,8725,8704,8549,8447,8760,8566,8864,=AVERAGE(L24:R24),
3.7,239.344,242.144,250.096,258.832,249.2,252.896,250.432,1742.94,11.28,16.2605,8548,8427,8479,8821,8783,8534,8670,=AVERAGE(L25:R25),
3.8,248.192,250.32,243.376,243.264,244.16,237.664,254.128,1721.1,11.2554,16.2566,8801,8791,8989,8781,8607,8627,8555,=AVERAGE(L26:R26),
3.9,253.456,254.8,245.952,248.528,258.16,252.896,239.232,1753.02,11.2554,16.2566,8674,8699,8749,8667,8656,8590,8664,=AVERAGE(L27:R27),
4,245.952,242.144,247.408,243.04,252.224,250.208,242.704,1723.68,11.2554,16.2566,8818,8689,8548,8424,8641,8590,8509,=AVERAGE(L28:R28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(I7:I28)
