Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,14.394,15.0139,0,0,0,=AVERAGE(H2:J2),
1.5,57.232,39.088,28.56,124.88,14.394,15.0139,57182,76598,73956,=AVERAGE(H3:J3),
1.6,281.456,293.776,295.12,870.352,14.394,15.0139,5793,6663,9735,=AVERAGE(H4:J4),
1.7,298.144,296.352,295.904,890.4,14.394,15.0139,5535,5546,5548,=AVERAGE(H5:J5),
1.8,296.576,296.912,298.592,892.08,14.394,15.0139,5557,5547,5542,=AVERAGE(H6:J6),
1.9,298.256,296.128,296.464,890.848,14.394,15.0139,5553,5552,5553,=AVERAGE(H7:J7),
2,297.92,297.472,296.688,892.08,14.2957,15.0676,5534,5539,5545,=AVERAGE(H8:J8),
2.1,296.912,298.256,296.8,891.968,14.0656,15.1842,5554,5535,5550,=AVERAGE(H9:J9),
2.2,298.256,297.36,295.568,891.184,13.8206,15.2962,5557,5538,5553,=AVERAGE(H10:J10),
2.3,298.48,298.592,296.464,893.536,13.5605,15.4034,5535,5540,5551,=AVERAGE(H11:J11),
2.4,297.696,297.92,296.464,892.08,13.2848,15.5056,5542,5537,5559,=AVERAGE(H12:J12),
2.5,296.912,295.904,298.928,891.744,12.9932,15.6027,5550,5549,5520,=AVERAGE(H13:J13),
2.6,297.92,296.464,298.704,893.088,12.6853,15.6945,5536,5539,5531,=AVERAGE(H14:J14),
2.7,298.592,297.92,296.464,892.976,12.3607,15.7808,5550,5539,5557,=AVERAGE(H15:J15),
2.8,298.704,297.36,296.352,892.416,12.019,15.8615,5531,5539,5543,=AVERAGE(H16:J16),
2.9,297.472,297.472,295.568,890.512,11.6597,15.9363,5553,5534,5560,=AVERAGE(H17:J17),
3,295.456,297.248,297.472,890.176,11.2826,16.0051,5562,5556,5541,=AVERAGE(H18:J18),
3.1,298.816,296.464,296.912,892.192,10.8871,16.0676,5542,5555,5551,=AVERAGE(H19:J19),
3.2,296.8,296.352,296.464,889.616,10.4728,16.1237,5540,5539,5547,=AVERAGE(H20:J20),
3.3,299.04,296.24,296.912,892.192,10.0394,16.1731,5543,5536,5561,=AVERAGE(H21:J21),
3.4,296.352,298.032,297.024,891.408,9.58644,16.2156,5548,5548,5531,=AVERAGE(H22:J22),
3.5,298.144,296.464,298.032,892.64,9.1135,16.2511,5534,5545,5529,=AVERAGE(H23:J23),
3.6,296.8,299.152,296.688,892.64,8.62009,16.2793,5541,5517,5553,=AVERAGE(H24:J24),
3.7,298.928,297.584,297.584,894.096,8.10584,16.2999,5540,5550,5549,=AVERAGE(H25:J25),
3.8,299.936,298.928,299.04,897.904,7.57028,16.3127,5567,5532,5551,=AVERAGE(H26:J26),
3.9,296.352,298.032,297.024,891.408,7.01306,16.3175,5524,5536,5554,=AVERAGE(H27:J27),
4,298.928,297.36,296.912,893.2,6.43368,16.3141,5565,5548,5541,=AVERAGE(H28:J28),
4.1,294.448,297.024,295.568,887.04,5.83174,16.3021,5553,5539,5555,=AVERAGE(H29:J29),
4.2,18.592,17.472,19.488,55.552,7.23407,13.572,5935,5942,5560,=AVERAGE(H30:J30),
4.3,264.656,258.944,252.784,776.384,7.32532,13.572,19981,20601,21187,=AVERAGE(H31:J31),
