Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,52.976,28.56,28.56,28.56,28.56,28.56,253.008,16.1833,10.8819,57495,61312,73847,74423,75118,75644,76208,=AVERAGE(L3:R3),
1.6,239.12,236.88,253.68,251.552,242.48,240.576,227.584,1691.87,16.1833,10.8819,8509,8407,12637,12813,13343,13655,14178,=AVERAGE(L4:R4),
1.7,246.064,253.008,250.432,246.512,248.528,248.304,249.648,1742.5,16.1833,10.8819,8605,8917,8432,8612,8653,8405,8874,=AVERAGE(L5:R5),
1.8,252.224,245.504,248.304,253.232,250.88,250.208,256.144,1756.5,16.1833,10.8819,8551,8753,8786,8697,8817,8645,8887,=AVERAGE(L6:R6),
1.9,253.904,251.328,253.568,249.648,244.272,244.272,247.184,1744.18,16.1833,10.8819,8657,8581,8826,8730,8783,8844,8728,=AVERAGE(L7:R7),
2,250.992,248.752,247.408,253.344,248.864,250.432,252.112,1751.9,16.3097,11.7278,8823,8880,8502,8668,8208,8944,8727,=AVERAGE(L8:R8),
2.1,247.968,247.632,247.968,252.896,251.328,248.64,248.08,1744.51,15.9825,13.4636,8917,8634,8858,8419,8753,8821,8569,=AVERAGE(L9:R9),
2.2,247.52,258.048,254.688,241.92,252.56,249.984,249.648,1754.37,14.5863,14.9015,8670,8329,8739,8624,8507,8886,8745,=AVERAGE(L10:R10),
2.3,249.872,249.088,250.656,250.32,253.792,247.744,247.408,1748.88,11.792,15.9099,8728,8747,8736,8711,8598,8655,8590,=AVERAGE(L11:R11),
2.4,213.36,213.36,222.096,222.432,224.896,217.616,226.576,1540.34,6.59809,16.3159,8779,8953,8761,8331,8595,9014,8665,=AVERAGE(L12:R12),
2.5,0,0,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,0,0,=AVERAGE(L13:R13),
2.6,193.984,182.448,154.448,173.04,158.368,166.88,160.608,1189.78,16.9444,6.35799,29549,31029,36470,33143,36177,33663,35389,=AVERAGE(L14:R14),
2.7,165.872,144.368,151.424,136.192,141.344,155.456,151.536,1046.19,18.0955,6.87199,20399,25350,23821,26321,25944,23454,24468,=AVERAGE(L15:R15),
2.8,179.536,190.176,186.48,188.048,173.936,189.952,184.688,1292.82,6.77821,18.1257,8540,8788,8788,8890,8828,8659,8850,=AVERAGE(L16:R16),
2.9,167.328,130.032,155.232,147.952,159.376,144.256,133.056,1037.23,6.39803,16.9157,20734,26906,22733,23663,21900,24352,26279,=AVERAGE(L17:R17),
3,180.208,183.792,174.272,180.432,167.888,176.512,179.76,1242.86,13.742,6.74737,9741,9794,11329,10660,11481,10126,10581,=AVERAGE(L18:R18),
3.1,0,0,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,0,0,=AVERAGE(L19:R19),
3.2,255.696,244.608,226.464,220.976,239.68,249.536,236.32,1673.28,13.8149,15.774,25637,26790,28540,28834,27183,25792,27023,=AVERAGE(L20:R20),
3.3,254.352,247.184,247.968,252,250.656,255.248,249.2,1756.61,12.0224,16.3173,8518,8478,8517,8450,8746,8386,8414,=AVERAGE(L21:R21),
3.4,244.608,252.112,251.776,256.48,252.896,246.96,253.904,1758.74,11.8398,16.315,8718,8770,8611,8570,8708,8762,8430,=AVERAGE(L22:R22),
3.5,249.872,250.656,253.344,246.624,249.536,252.56,249.2,1751.79,11.6551,16.3046,8684,8549,8765,8992,9005,8774,8627,=AVERAGE(L23:R23),
3.6,250.544,249.76,247.744,248.976,245.392,250.992,254.8,1748.21,11.4685,16.2864,8609,8706,8812,8578,8744,8857,8740,=AVERAGE(L24:R24),
3.7,249.088,247.408,241.696,255.696,245.728,241.136,246.176,1726.93,11.28,16.2605,8700,8564,8746,8419,8740,8625,8493,=AVERAGE(L25:R25),
3.8,243.936,247.856,256.816,234.752,251.44,253.456,240.464,1728.72,11.2554,16.2566,8719,8718,8622,8720,8618,8743,8502,=AVERAGE(L26:R26),
3.9,243.488,247.856,234.416,258.16,249.088,245.504,256.144,1734.66,11.2554,16.2566,8600,8604,8728,8694,8850,8684,8407,=AVERAGE(L27:R27),
4,250.992,260.4,248.752,253.008,244.944,247.072,239.456,1744.62,11.2554,16.2566,8649,8310,8777,8696,8828,8522,8725,=AVERAGE(L28:R28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(I7:I28)
