Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,39.536,28.56,28.56,28.56,28.56,28.56,239.568,14.394,15.0139,57307,75929,73818,74302,74871,75550,76132,=AVERAGE(L3:R3),
1.6,236.544,247.296,260.736,246.512,247.184,236.432,228.032,1702.74,14.394,15.0139,8324,9282,12714,13115,13414,13951,14244,=AVERAGE(L4:R4),
1.7,243.04,255.248,240.8,254.576,244.384,252,249.536,1739.58,14.394,15.0139,8853,8791,8774,8799,8659,8752,8861,=AVERAGE(L5:R5),
1.8,250.992,243.6,250.992,251.328,249.984,249.424,246.512,1742.83,14.394,15.0139,8644,8719,8360,8532,8858,8815,8875,=AVERAGE(L6:R6),
1.9,252.896,255.36,244.832,246.624,248.416,245.392,246.512,1740.03,14.394,15.0139,8769,8779,8949,8537,8462,8812,8713,=AVERAGE(L7:R7),
2,250.656,246.064,258.832,248.64,250.544,247.072,252.784,1754.59,14.2957,15.0676,8637,8398,8548,8929,8859,8576,9028,=AVERAGE(L8:R8),
2.1,246.512,252.784,244.832,257.152,251.776,249.872,249.424,1752.35,14.0656,15.1842,8665,8395,8477,8433,8766,8728,8994,=AVERAGE(L9:R9),
2.2,251.776,250.432,251.44,249.536,241.136,250.656,251.104,1746.08,13.8206,15.2962,8798,8658,8325,8757,8527,8650,8942,=AVERAGE(L10:R10),
2.3,250.88,247.296,251.664,246.848,247.072,243.824,247.52,1735.1,13.5605,15.4034,8552,8801,8833,8834,9084,8464,8278,=AVERAGE(L11:R11),
2.4,244.496,253.232,246.512,255.136,246.96,257.152,251.776,1755.26,13.2848,15.5056,9087,8747,8839,8563,8653,8749,8794,=AVERAGE(L12:R12),
2.5,244.16,248.976,249.312,244.832,245.28,245.728,251.104,1729.39,12.9932,15.6027,8989,8778,8926,8856,8912,8967,8750,=AVERAGE(L13:R13),
2.6,247.632,240.464,253.008,254.464,248.416,248.864,244.944,1737.79,12.6853,15.6945,8598,8717,8634,8594,8641,8628,8543,=AVERAGE(L14:R14),
2.7,253.232,252.336,241.584,246.176,247.744,249.648,248.864,1739.58,12.3607,15.7809,8561,8499,8387,8701,8797,8352,8897,=AVERAGE(L15:R15),
2.8,245.728,247.856,252.56,240.576,256.368,243.824,253.792,1740.7,12.019,15.8615,8918,8398,8803,8670,9039,9012,8745,=AVERAGE(L16:R16),
2.9,247.296,251.664,245.84,253.456,242.592,245.504,250.096,1736.45,11.6597,15.9363,8560,8671,8944,8519,8913,9009,8949,=AVERAGE(L17:R17),
3,246.288,254.016,251.664,254.016,241.024,255.248,250.208,1752.46,11.2826,16.0051,8980,8755,8844,8516,8798,8808,8263,=AVERAGE(L18:R18),
3.1,255.808,248.864,256.48,242.928,256.816,248.192,244.608,1753.7,10.8871,16.0676,8223,8324,8658,8949,8445,8318,8741,=AVERAGE(L19:R19),
3.2,244.16,252.56,241.136,253.344,252.112,250.32,248.64,1742.27,10.4728,16.1237,8880,8870,8966,8943,8629,8869,8820,=AVERAGE(L20:R20),
3.3,251.664,250.88,249.648,239.344,250.208,253.008,251.216,1745.97,10.0394,16.1731,8963,8469,8587,8841,8480,8623,8920,=AVERAGE(L21:R21),
3.4,256.368,247.52,249.2,252.112,250.432,242.48,256.816,1754.93,9.58645,16.2156,8293,8424,8344,8432,9034,9100,8312,=AVERAGE(L22:R22),
3.5,248.752,252,251.44,248.864,254.688,249.424,246.176,1751.34,9.1135,16.2511,8594,8573,8668,8745,8510,8716,8724,=AVERAGE(L23:R23),
3.6,249.088,250.432,247.184,250.544,246.288,251.888,252.224,1747.65,8.62006,16.2793,8823,8927,8511,8672,8688,8696,9047,=AVERAGE(L24:R24),
3.7,255.472,241.808,254.464,242.816,244.944,239.456,245.28,1724.24,8.10581,16.2999,8664,8505,8614,8685,8645,8598,8760,=AVERAGE(L25:R25),
3.8,242.144,255.696,252.112,241.696,245.728,251.216,243.04,1731.63,7.57026,16.3127,8509,8845,8827,8633,8704,8728,8653,=AVERAGE(L26:R26),
3.9,246.848,249.536,244.272,243.264,251.104,237.328,250.096,1722.45,7.01303,16.3175,8611,8667,8463,8685,8523,8493,8494,=AVERAGE(L27:R27),
4,246.288,256.928,254.016,249.984,246.96,253.904,245.056,1753.14,6.43364,16.3141,8538,8446,8482,9032,8575,8997,8333,=AVERAGE(L28:R28),
4.1,259.056,240.128,242.032,252.112,251.888,248.976,249.536,1743.73,5.83171,16.3021,8772,8373,8691,8815,8896,8972,8822,=AVERAGE(L29:R29),
4.2,9.52,22.96,21.728,30.016,17.92,30.912,16.352,149.408,7.23397,13.572,13229,11053,11813,12422,11009,11117,10811,=AVERAGE(L30:R30),
4.3,231.616,207.648,214.256,202.832,221.76,203.616,229.712,1511.44,7.3255,13.572,24804,27398,26697,27819,25916,27949,25162,=AVERAGE(L31:R31),
4.4,254.8,249.984,254.016,251.104,254.352,245.504,245.952,1755.71,7.99594,13.297,8799,8979,8542,8821,8651,8808,8862,=AVERAGE(L32:R32),
4.5,250.656,250.208,244.048,247.856,244.496,247.072,252.672,1737.01,8.70794,13.0061,8897,8644,8889,8772,8941,8803,8822,=AVERAGE(L33:R33),
4.6,244.048,246.4,250.432,254.24,250.096,251.552,247.856,1744.62,9.41417,12.6989,8704,8532,8918,8644,9056,8843,8680,=AVERAGE(L34:R34),
4.7,255.92,251.552,243.488,243.824,251.888,252,253.008,1751.68,10.0992,12.375,8415,8701,8820,8910,8711,8754,8724,=AVERAGE(L35:R35),
4.8,252.896,247.184,253.232,253.456,237.44,244.832,240.912,1729.95,10.7627,12.034,8356,8600,8486,8388,8625,8404,8450,=AVERAGE(L36:R36),
4.9,242.032,248.528,251.552,247.52,252.336,248.304,259.056,1749.33,11.4041,11.6755,8742,8848,8706,8613,8787,8773,8493,=AVERAGE(L37:R37),
5,250.88,247.52,242.928,251.328,252.448,257.376,239.12,1741.6,12.0229,11.2991,8691,8636,8906,8907,8570,8456,8755,=AVERAGE(L38:R38),
5.1,258.16,246.4,251.216,245.392,247.968,251.104,255.248,1755.49,12.6187,10.9044,8633,8833,8996,8853,8456,8634,8760,=AVERAGE(L39:R39),
5.2,239.232,252.896,249.2,251.888,249.536,248.976,249.872,1741.6,13.1911,10.491,8482,8458,8604,8654,8545,8500,8662,=AVERAGE(L40:R40),
5.3,246.624,254.464,252,248.416,249.312,247.296,250.544,1748.66,13.7397,10.0584,8724,8701,8675,8520,8823,8733,8653,=AVERAGE(L41:R41),
