Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,39.088,28.56,28.56,28.56,182,16.1833,10.8819,57047,76630,73994,74477,75079,=AVERAGE(J3:N3),
1.6,277.2,284.928,292.096,282.128,275.072,1411.42,16.1833,10.8819,6516,7397,10308,10770,11045,=AVERAGE(J4:N4),
1.7,289.744,291.536,290.304,292.096,295.232,1458.91,16.1833,10.8819,6454,6477,6464,6469,6413,=AVERAGE(J5:N5),
1.8,291.2,290.976,292.768,291.424,293.104,1459.47,16.1833,10.8819,6408,6466,6365,6473,6365,=AVERAGE(J6:N6),
1.9,296.128,290.64,288.176,295.68,290.976,1461.6,16.1833,10.8819,6410,6406,6434,6358,6459,=AVERAGE(J7:N7),
2,288.4,291.536,294.112,292.096,291.984,1458.13,16.3097,11.7278,6439,6459,6436,6446,6455,=AVERAGE(J8:N8),
2.1,294.224,294.336,289.408,290.08,292.88,1460.93,15.9825,13.4636,6479,6379,6419,6434,6490,=AVERAGE(J9:N9),
2.2,292.88,294,291.424,293.552,289.072,1460.93,14.5862,14.9015,6390,6420,6426,6372,6405,=AVERAGE(J10:N10),
2.3,291.424,292.656,295.232,289.184,292.432,1460.93,11.792,15.9099,6385,6414,6354,6420,6475,=AVERAGE(J11:N11),
2.4,260.624,255.808,251.104,258.384,257.152,1283.07,6.598,16.3159,6367,6443,6474,6436,6443,=AVERAGE(J12:N12),
2.5,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,=AVERAGE(J13:N13),
2.6,179.76,158.368,177.856,165.312,168.56,849.856,16.9441,6.35801,31408,36482,32153,34934,34067,=AVERAGE(J14:N14),
2.7,187.376,175.28,162.848,170.016,177.52,873.04,18.0955,6.87199,17856,19761,21203,20344,19026,=AVERAGE(J15:N15),
2.8,226.016,226.8,227.696,231.28,226.8,1138.59,6.77921,18.1259,6723,6788,6818,6781,6810,=AVERAGE(J16:N16),
2.9,187.6,168.224,176.848,159.824,176.176,868.672,6.39803,16.9157,17199,19482,18476,20519,18180,=AVERAGE(J17:N17),
3,245.056,245.728,242.368,245.728,248.192,1227.07,13.7424,6.74637,6774,6772,6761,6736,6785,=AVERAGE(J18:N18),
3.1,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,=AVERAGE(J19:N19),
3.2,287.392,273.616,278.992,267.456,275.52,1382.98,13.815,15.7739,21117,22709,21894,23353,22244,=AVERAGE(J20:N20),
3.3,292.096,291.2,296.464,292.992,289.744,1462.5,12.0224,16.3173,6402,6426,6379,6330,6473,=AVERAGE(J21:N21),
3.4,289.408,292.656,289.632,290.752,291.424,1453.87,11.8398,16.315,6465,6384,6416,6445,6455,=AVERAGE(J22:N22),
3.5,294.112,296.016,288.288,290.752,291.2,1460.37,11.6551,16.3046,6395,6421,6473,6441,6452,=AVERAGE(J23:N23),
3.6,294.336,290.416,295.344,296.8,291.088,1467.98,11.4685,16.2864,6418,6464,6423,6401,6460,=AVERAGE(J24:N24),
3.7,296.912,296.688,295.008,295.344,296.464,1480.42,11.28,16.2605,6413,6438,6389,6383,6408,=AVERAGE(J25:N25),
3.8,290.752,287.168,293.216,296.016,289.968,1457.12,11.2554,16.2566,6477,6504,6328,6406,6485,=AVERAGE(J26:N26),
3.9,292.88,290.752,294.448,287.84,290.416,1456.34,11.2554,16.2566,6429,6471,6370,6320,6457,=AVERAGE(J27:N27),
4,284.592,289.408,290.08,293.664,288.736,1446.48,11.2554,16.2566,6341,6401,6413,6391,6365,=AVERAGE(J28:N28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(G7:G28)
