Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,39.76,34.384,28.56,28.56,28.56,28.56,245.616,14.394,15.0139,57138,75611,76182,74407,74979,75547,76148,=AVERAGE(L3:R3),
1.6,233.072,252.336,246.848,248.416,244.72,237.216,235.984,1698.59,14.394,15.0139,8505,9390,10794,12955,13210,13911,13830,=AVERAGE(L4:R4),
1.7,249.536,243.152,253.568,251.104,246.288,250.544,243.488,1737.68,14.394,15.0139,8649,8564,8576,8820,8769,8747,8550,=AVERAGE(L5:R5),
1.8,254.24,255.696,251.776,244.048,246.624,241.92,247.856,1742.16,14.394,15.0139,8577,8922,8739,9000,8498,8490,9112,=AVERAGE(L6:R6),
1.9,242.032,249.76,247.856,254.912,248.08,248.416,249.648,1740.7,14.394,15.0139,8765,8697,8861,8782,8795,8785,8852,=AVERAGE(L7:R7),
2,254.464,246.624,255.584,243.824,251.776,247.744,249.088,1749.1,14.2957,15.0676,8403,8721,8467,8873,8779,8784,8643,=AVERAGE(L8:R8),
2.1,246.624,252,244.72,254.128,250.88,257.6,251.104,1757.06,14.0655,15.1842,8651,8663,8541,8829,8603,8439,8423,=AVERAGE(L9:R9),
2.2,247.968,255.92,250.544,246.736,249.536,245.504,242.928,1739.14,13.8206,15.2962,8635,8744,8637,8579,8861,8647,8896,=AVERAGE(L10:R10),
2.3,253.792,243.712,249.088,250.096,250.656,252.896,257.152,1757.39,13.5605,15.4034,8595,8639,8733,8859,8681,8514,8785,=AVERAGE(L11:R11),
2.4,249.76,247.408,256.256,250.768,252.448,248.752,246.848,1752.24,13.2848,15.5056,8695,8896,8451,8424,8740,8967,8949,=AVERAGE(L12:R12),
2.5,250.32,254.912,246.288,244.048,244.384,251.664,245.168,1736.78,12.9932,15.6027,8797,8771,8482,8908,8635,8730,8896,=AVERAGE(L13:R13),
2.6,250.88,242.816,249.088,257.264,246.96,243.824,247.408,1738.24,12.6853,15.6945,8531,8919,8943,8400,8602,8622,8981,=AVERAGE(L14:R14),
