Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,43.12,100.352,16.1833,10.8819,57064,72385,=AVERAGE(G3:H3),
1.6,284.144,288.736,572.88,16.1833,10.8819,5619,6115,=AVERAGE(G4:H4),
1.7,298.704,299.04,597.744,16.1833,10.8819,5383,5381,=AVERAGE(G5:H5),
1.8,298.256,298.48,596.736,16.1833,10.8819,5374,5383,=AVERAGE(G6:H6),
1.9,298.704,298.48,597.184,16.1833,10.8819,5382,5378,=AVERAGE(G7:H7),
2,298.368,298.928,597.296,16.3097,11.7277,5376,5378,=AVERAGE(G8:H8),
2.1,298.144,299.04,597.184,15.9825,13.4634,5382,5384,=AVERAGE(G9:H9),
2.2,298.256,298.592,596.848,14.5863,14.9015,5378,5379,=AVERAGE(G10:H10),
2.3,300.16,298.368,598.528,11.7922,15.9099,5373,5387,=AVERAGE(G11:H11),
2.4,260.064,258.832,518.896,6.59847,16.3159,5391,5398,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,177.968,172.704,350.672,16.9437,6.35896,31064,32372,=AVERAGE(G14:H14),
2.7,108.08,102.592,210.672,18.0955,6.87199,36325,38596,=AVERAGE(G15:H15),
2.8,223.552,222.88,446.432,6.77828,18.1253,5373,5394,=AVERAGE(G16:H16),
2.9,197.568,190.064,387.632,6.39803,16.9157,16074,16875,=AVERAGE(G17:H17),
3,246.96,245.728,492.688,13.742,6.74646,5396,5374,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,298.704,292.432,591.136,13.815,15.7737,19750,20449,=AVERAGE(G20:H20),
3.3,299.824,298.704,598.528,12.0224,16.3173,5375,5379,=AVERAGE(G21:H21),
3.4,298.704,298.816,597.52,11.8397,16.315,5375,5383,=AVERAGE(G22:H22),
3.5,298.368,298.928,597.296,11.6551,16.3046,5384,5371,=AVERAGE(G23:H23),
3.6,298.592,298.816,597.408,11.4685,16.2864,5365,5390,=AVERAGE(G24:H24),
3.7,298.48,298.256,596.736,11.28,16.2605,5382,5385,=AVERAGE(G25:H25),
3.8,300.272,300.048,600.32,11.2554,16.2566,5358,5383,=AVERAGE(G26:H26),
3.9,299.488,298.032,597.52,11.2554,16.2566,5376,5377,=AVERAGE(G27:H27),
4,299.712,298.704,598.416,11.2554,16.2566,5374,5369,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
