Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,14.394,15.0139,0,0,0,0,=AVERAGE(I2:L2),
1.5,57.232,41.552,28.56,28.56,155.904,14.394,15.0139,57020,73994,73930,74418,=AVERAGE(I3:L3),
1.6,279.44,286.16,295.792,285.712,1147.1,14.394,15.0139,6028,6660,9859,10151,=AVERAGE(I4:L4),
1.7,294.448,295.68,297.696,294.784,1182.61,14.394,15.0139,5831,5822,5790,5835,=AVERAGE(I5:L5),
1.8,295.12,296.128,294.896,294,1180.14,14.394,15.0139,5818,5810,5829,5832,=AVERAGE(I6:L6),
1.9,298.256,293.44,294.784,295.68,1182.16,14.394,15.0139,5802,5848,5846,5817,=AVERAGE(I7:L7),
2,297.808,294.448,296.24,294.448,1182.94,14.2957,15.0676,5779,5840,5822,5840,=AVERAGE(I8:L8),
2.1,295.456,297.36,292.656,296.8,1182.27,14.0655,15.1842,5829,5803,5842,5816,=AVERAGE(I9:L9),
2.2,297.248,294.672,295.792,294.896,1182.61,13.8206,15.2962,5800,5831,5818,5838,=AVERAGE(I10:L10),
2.3,293.44,295.12,296.352,294.112,1179.02,13.5605,15.4034,5862,5836,5828,5849,=AVERAGE(I11:L11),
2.4,295.456,296.688,294.56,295.456,1182.16,13.2848,15.5056,5832,5803,5832,5817,=AVERAGE(I12:L12),
2.5,294.896,293.776,295.568,297.024,1181.26,12.9932,15.6027,5836,5817,5833,5804,=AVERAGE(I13:L13),
2.6,293.104,295.68,293.328,297.472,1179.58,12.6853,15.6945,5840,5810,5851,5815,=AVERAGE(I14:L14),
2.7,296.24,292.992,296.464,296.464,1182.16,12.3607,15.7808,5834,5844,5834,5829,=AVERAGE(I15:L15),
2.8,296.24,295.904,293.552,295.344,1181.04,12.019,15.8615,5817,5833,5851,5834,=AVERAGE(I16:L16),
2.9,294.56,293.44,296.688,297.248,1181.94,11.6597,15.9363,5826,5838,5829,5815,=AVERAGE(I17:L17),
3,295.568,294.336,294.896,294,1178.8,11.2826,16.0051,5827,5837,5829,5837,=AVERAGE(I18:L18),
