Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,57.232,43.12,100.352,14.394,15.0139,57064,72384,=AVERAGE(G3:H3),
1.6,284.144,289.072,573.216,14.394,15.0139,5618,6123,=AVERAGE(G4:H4),
1.7,298.144,298.144,596.288,14.394,15.0139,5381,5383,=AVERAGE(G5:H5),
1.8,299.264,298.592,597.856,14.394,15.0139,5378,5381,=AVERAGE(G6:H6),
1.9,298.032,298.144,596.176,14.394,15.0139,5382,5381,=AVERAGE(G7:H7),
2,298.592,298.592,597.184,14.2957,15.0676,5379,5381,=AVERAGE(G8:H8),
2.1,298.368,299.264,597.632,14.0656,15.1842,5384,5379,=AVERAGE(G9:H9),
2.2,298.256,299.936,598.192,13.8206,15.2962,5379,5374,=AVERAGE(G10:H10),
2.3,299.824,297.92,597.744,13.5605,15.4034,5372,5385,=AVERAGE(G11:H11),
2.4,298.816,298.704,597.52,13.2848,15.5056,5372,5377,=AVERAGE(G12:H12),
2.5,298.928,298.032,596.96,12.9932,15.6027,5372,5386,=AVERAGE(G13:H13),
2.6,298.48,298.368,596.848,12.6853,15.6945,5384,5385,=AVERAGE(G14:H14),
2.7,298.256,298.592,596.848,12.3607,15.7808,5376,5384,=AVERAGE(G15:H15),
2.8,299.936,297.808,597.744,12.019,15.8615,5375,5385,=AVERAGE(G16:H16),
2.9,298.256,299.04,597.296,11.6597,15.9363,5369,5385,=AVERAGE(G17:H17),
3,298.032,299.04,597.072,11.2825,16.0051,5380,5364,=AVERAGE(G18:H18),
3.1,299.376,297.92,597.296,10.8871,16.0676,5370,5390,=AVERAGE(G19:H19),
3.2,299.712,298.368,598.08,10.4728,16.1237,5372,5393,=AVERAGE(G20:H20),
3.3,298.256,299.712,597.968,10.0394,16.1731,5368,5358,=AVERAGE(G21:H21),
3.4,298.256,298.48,596.736,9.58647,16.2156,5398,5400,=AVERAGE(G22:H22),
3.5,299.936,298.256,598.192,9.11348,16.2511,5365,5382,=AVERAGE(G23:H23),
3.6,298.592,298.592,597.184,8.62009,16.2793,5372,5371,=AVERAGE(G24:H24),
3.7,298.032,298.48,596.512,8.1058,16.2999,5389,5387,=AVERAGE(G25:H25),
3.8,299.936,300.048,599.984,7.57031,16.3127,5373,5391,=AVERAGE(G26:H26),
3.9,298.256,298.368,596.624,7.01306,16.3175,5379,5373,=AVERAGE(G27:H27),
4,37.52,28,65.52,6.43368,16.3141,96813,100042,=AVERAGE(G28:H28),
4.1,276.64,280.784,557.424,5.83174,16.3021,5451,8451,=AVERAGE(G29:H29),
4.2,18.592,18.256,36.848,7.234,13.572,5426,5438,=AVERAGE(G30:H30),
4.3,298.144,292.544,590.688,7.24941,13.572,16785,17274,=AVERAGE(G31:H31),
4.4,299.6,298.256,597.856,7.98107,13.297,5359,5393,=AVERAGE(G32:H32),
4.5,298.144,298.592,596.736,8.70789,13.0061,5372,5385,=AVERAGE(G33:H33),
4.6,299.712,298.144,597.856,9.41411,12.6989,5380,5383,=AVERAGE(G34:H34),
4.7,298.816,298.928,597.744,10.0992,12.375,5387,5395,=AVERAGE(G35:H35),
4.8,298.144,298.032,596.176,10.7627,12.034,5373,5378,=AVERAGE(G36:H36),
4.9,298.928,299.6,598.528,11.404,11.6755,5371,5376,=AVERAGE(G37:H37),
5,298.032,298.704,596.736,12.0229,11.2991,5401,5371,=AVERAGE(G38:H38),
5.1,298.592,298.256,596.848,12.6187,10.9045,5343,5374,=AVERAGE(G39:H39),
5.2,298.48,299.488,597.968,13.1911,10.491,5389,5388,=AVERAGE(G40:H40),
5.3,299.6,298.48,598.08,13.7397,10.0584,5374,5365,=AVERAGE(G41:H41),
5.4,298.368,298.704,597.072,14.264,9.60634,5393,5386,=AVERAGE(G42:H42),
5.5,299.6,298.592,598.192,14.7636,9.13424,5349,5374,=AVERAGE(G43:H43),
5.6,298.592,299.264,597.856,15.2382,8.64169,5376,5367,=AVERAGE(G44:H44),
5.7,297.808,298.704,596.512,15.6873,8.12837,5370,5400,=AVERAGE(G45:H45),
5.8,298.368,298.032,596.4,16.1108,7.59376,5413,5397,=AVERAGE(G46:H46),
5.9,298.368,298.928,597.296,16.5081,7.03746,5375,5360,=AVERAGE(G47:H47),
6,298.368,298.144,596.512,16.8791,6.45904,5380,5404,=AVERAGE(G48:H48),
6.1,18.032,18.032,36.064,18.4098,5.80459,5424,5448,=AVERAGE(G49:H49),
6.2,264.32,258.72,523.04,17.8145,7.67848,19928,20523,=AVERAGE(G50:H50),
6.3,298.144,299.376,597.52,17.5229,8.41364,5375,5365,=AVERAGE(G51:H51),
6.4,298.48,297.808,596.288,17.2041,9.12836,5376,5404,=AVERAGE(G52:H52),
6.5,299.264,299.152,598.416,16.8583,9.82213,5382,5365,=AVERAGE(G53:H53),
6.6,298.592,299.04,597.632,16.4858,10.4945,5386,5368,=AVERAGE(G54:H54),
