Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,=AVERAGE(K2:P2),
1.5,57.232,42.896,28.56,28.56,28.56,28.56,214.368,14.394,15.0139,57293,72828,73896,74399,75069,75664,=AVERAGE(K3:P3),
1.6,257.488,266.112,273.504,268.128,263.872,258.16,1587.26,14.394,15.0139,7634,8083,11691,11918,12213,12508,=AVERAGE(K4:P4),
1.7,276.976,276.416,279.776,276.416,281.12,276.416,1667.12,14.394,15.0139,7656,7555,7399,7508,7444,7602,=AVERAGE(K5:P5),
1.8,274.176,274.512,273.168,282.576,270.032,277.872,1652.34,14.394,15.0139,7631,7697,7701,7572,7573,7555,=AVERAGE(K6:P6),
1.9,273.616,276.08,275.968,274.064,277.872,278.768,1656.37,14.394,15.0139,7628,7687,7672,7603,7622,7620,=AVERAGE(K7:P7),
2,279.216,276.64,278.096,272.608,273.28,278.656,1658.5,14.2957,15.0676,7373,7564,7504,7414,7556,7460,=AVERAGE(K8:P8),
2.1,279.776,280.672,274.288,278.656,278.32,270.592,1662.3,14.0656,15.1842,7530,7441,7583,7579,7493,7594,=AVERAGE(K9:P9),
2.2,272.608,273.056,284.928,279.328,279.776,279.328,1669.02,13.8206,15.2962,7442,7525,7383,7518,7522,7549,=AVERAGE(K10:P10),
2.3,281.344,273.84,277.2,278.544,274.624,274.736,1660.29,13.5605,15.4034,7510,7597,7539,7483,7549,7566,=AVERAGE(K11:P11),
2.4,275.296,278.096,271.936,280.448,281.008,271.6,1658.38,13.2848,15.5056,7592,7576,7629,7422,7501,7570,=AVERAGE(K12:P12),
2.5,276.976,273.952,271.152,272.048,277.2,279.44,1650.77,12.9932,15.6027,7496,7419,7580,7601,7618,7446,=AVERAGE(K13:P13),
2.6,273.504,274.736,281.568,276.864,275.072,279.44,1661.18,12.6853,15.6945,7551,7431,7341,7554,7597,7413,=AVERAGE(K14:P14),
2.7,276.192,278.768,275.968,278.544,274.4,276.64,1660.51,12.3607,15.7808,7502,7524,7392,7546,7607,7535,=AVERAGE(K15:P15),
2.8,275.744,273.952,275.632,277.088,273.28,277.088,1652.78,12.019,15.8615,7432,7594,7730,7351,7720,7504,=AVERAGE(K16:P16),
2.9,277.648,275.52,279.888,278.432,275.072,276.08,1662.64,11.6597,15.9363,7490,7642,7509,7511,7664,7670,=AVERAGE(K17:P17),
3,275.968,276.304,277.872,276.304,278.656,277.76,1662.86,11.2826,16.0051,7488,7603,7529,7427,7504,7507,=AVERAGE(K18:P18),
3.1,273.952,279.888,271.936,276.976,270.144,275.744,1648.64,10.887,16.0676,7576,7550,7572,7619,7621,7610,=AVERAGE(K19:P19),
3.2,275.408,278.656,276.528,277.312,279.216,279.216,1666.34,10.4728,16.1237,7759,7728,7670,7610,7541,7547,=AVERAGE(K20:P20),
3.3,280.448,272.048,278.544,277.984,277.872,279.104,1666,10.0394,16.1731,7379,7511,7485,7488,7378,7407,=AVERAGE(K21:P21),
3.4,277.984,277.536,277.088,274.512,273.84,276.416,1657.38,9.58647,16.2156,7400,7489,7441,7518,7538,7441,=AVERAGE(K22:P22),
3.5,282.352,278.432,274.848,274.736,280.672,277.424,1668.46,9.11347,16.2511,7456,7600,7705,7657,7506,7525,=AVERAGE(K23:P23),
3.6,278.768,280.672,276.976,282.8,278.096,278.88,1676.19,8.62007,16.2793,7554,7511,7563,7481,7517,7529,=AVERAGE(K24:P24),
3.7,276.192,277.424,281.68,280.112,276.864,278.32,1670.59,8.10584,16.2999,7437,7536,7413,7549,7545,7516,=AVERAGE(K25:P25),
3.8,274.848,271.376,274.736,268.688,276.752,269.136,1635.54,7.57028,16.3127,7428,7571,7499,7505,7541,7587,=AVERAGE(K26:P26),
3.9,277.648,273.504,272.048,277.424,270.48,280,1651.1,7.01302,16.3175,7578,7534,7595,7694,7581,7684,=AVERAGE(K27:P27),
4,280.112,280.448,269.584,282.352,271.376,275.744,1659.62,6.43363,16.3141,7450,7581,7403,7550,7417,7498,=AVERAGE(K28:P28),
4.1,276.864,272.608,280.56,266.56,277.424,272.72,1646.74,5.8317,16.3021,7509,7402,7637,7407,7641,7450,=AVERAGE(K29:P29),
4.2,12.208,14.672,26.544,18.032,20.608,20.608,112.672,7.23397,13.572,11475,9441,9868,9961,10441,10087,=AVERAGE(K30:P30),
4.3,288.176,277.984,257.6,273.616,271.488,263.76,1632.62,7.24912,13.572,19193,20009,21442,20255,20490,20935,=AVERAGE(K31:P31),
4.4,274.4,275.072,274.4,276.08,272.16,275.632,1647.74,8.00085,13.297,7523,7704,7635,7674,7567,7657,=AVERAGE(K32:P32),
4.5,276.304,277.424,279.216,275.744,278.32,275.744,1662.75,8.70793,13.0061,7500,7515,7449,7446,7467,7426,=AVERAGE(K33:P33),
4.6,275.408,275.408,278.096,275.184,281.792,278.208,1664.1,9.41411,12.6989,7502,7570,7589,7592,7501,7516,=AVERAGE(K34:P34),
4.7,280.448,274.96,278.096,276.976,274.96,278.208,1663.65,10.0992,12.375,7464,7579,7537,7578,7575,7551,=AVERAGE(K35:P35),
4.8,278.88,277.536,270.704,274.288,276.192,276.528,1654.13,10.7627,12.034,7472,7442,7561,7523,7593,7591,=AVERAGE(K36:P36),
4.9,273.056,276.528,282.128,277.424,281.344,275.072,1665.55,11.4041,11.6755,7508,7716,7611,7384,7528,7607,=AVERAGE(K37:P37),
5,278.432,273.28,278.096,276.864,273.952,275.968,1656.59,12.0229,11.2991,7310,7503,7457,7465,7596,7499,=AVERAGE(K38:P38),
5.1,274.176,275.968,277.088,281.344,275.632,277.648,1661.86,12.6187,10.9044,7635,7642,7511,7466,7490,7633,=AVERAGE(K39:P39),
5.2,274.624,277.984,273.056,281.12,277.2,266.336,1650.32,13.1911,10.491,7606,7505,7568,7457,7631,7607,=AVERAGE(K40:P40),
5.3,274.288,273.952,279.664,271.824,276.752,278.88,1655.36,13.7397,10.0584,7463,7567,7511,7541,7596,7455,=AVERAGE(K41:P41),
5.4,277.088,275.856,273.056,274.512,276.192,279.44,1656.14,14.264,9.60631,7586,7652,7533,7628,7484,7490,=AVERAGE(K42:P42),
5.5,280.896,273.392,275.184,276.08,279.552,281.12,1666.22,14.7636,9.13421,7295,7461,7504,7407,7455,7264,=AVERAGE(K43:P43),
5.6,278.096,273.616,279.664,274.176,274.96,275.296,1655.81,15.2382,8.64169,7565,7587,7560,7688,7525,7559,=AVERAGE(K44:P44),
5.7,274.624,278.32,275.52,277.872,277.984,276.64,1660.96,15.6874,8.12835,7532,7569,7439,7590,7460,7532,=AVERAGE(K45:P45),
5.8,282.24,270.928,273.392,279.44,278.656,277.984,1662.64,16.1108,7.59373,7438,7568,7570,7609,7594,7505,=AVERAGE(K46:P46),
5.9,274.96,274.288,274.512,269.248,276.192,274.064,1643.26,16.5081,7.03741,7566,7549,7676,7787,7563,7596,=AVERAGE(K47:P47),
6,274.96,274.848,276.64,277.424,275.52,276.528,1655.92,16.8791,6.45902,7633,7480,7660,7563,7536,7533,=AVERAGE(K48:P48),
6.1,25.312,27.104,26.88,28.224,28.112,23.968,159.6,18.4098,5.80459,7540,7636,7636,7645,7664,8093,=AVERAGE(K49:P49),
6.2,240.24,224.448,226.8,215.712,215.6,233.072,1355.87,17.8146,7.67853,22913,25042,24558,26084,26039,23844,=AVERAGE(K50:P50),
6.3,264.768,271.712,273.056,270.368,264.544,268.016,1612.46,17.5229,8.41364,7634,7596,7551,7684,7688,7771,=AVERAGE(K51:P51),
6.4,273.952,270.368,271.488,266.224,271.6,269.248,1622.88,17.2041,9.12841,7629,7510,7510,7643,7677,7507,=AVERAGE(K52:P52),
6.5,268.576,271.376,270.032,271.936,263.2,273.056,1618.18,16.8582,9.82215,7637,7624,7568,7531,7624,7580,=AVERAGE(K53:P53),
6.6,270.368,274.624,269.92,272.72,269.472,273.056,1630.16,16.4858,10.4945,7666,7553,7686,7598,7662,7696,=AVERAGE(K54:P54),
6.7,267.568,266.448,272.272,267.568,274.064,270.592,1618.51,16.0869,11.1449,7635,7653,7615,7709,7595,7614,=AVERAGE(K55:P55),
6.8,270.816,270.48,270.816,269.136,274.176,268.8,1624.22,15.662,11.7731,7671,7689,7583,7741,7566,7633,=AVERAGE(K56:P56),
6.9,269.36,262.864,273.84,264.432,264.544,273.616,1608.66,15.2113,12.3783,7646,7810,7668,7708,7616,7672,=AVERAGE(K57:P57),
7,271.152,274.064,270.592,268.464,271.376,266.896,1622.54,14.7352,12.9603,7519,7599,7636,7695,7715,7632,=AVERAGE(K58:P58),
7.1,267.68,268.128,265.888,267.344,264.32,262.192,1595.55,14.2342,13.5187,7652,7613,7657,7560,7733,7766,=AVERAGE(K59:P59),
7.2,267.68,275.632,266.224,269.696,274.064,273.504,1626.8,13.7085,14.0529,7688,7607,7635,7708,7568,7658,=AVERAGE(K60:P60),
7.3,275.408,265.104,276.192,268.016,263.872,265.552,1614.14,13.1585,14.5627,7629,7673,7580,7685,7689,7734,=AVERAGE(K61:P61),
7.4,267.904,267.12,267.344,277.984,270.48,267.12,1617.95,12.5847,15.0475,7534,7658,7710,7629,7683,7778,=AVERAGE(K62:P62),
7.5,273.504,273.616,264.992,266.896,270.704,268.8,1618.51,11.9876,15.5071,7584,7593,7748,7641,7605,7646,=AVERAGE(K63:P63),
