Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),User8_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),User8_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,0,=AVERAGE(M2:T2),
1.5,57.232,41.552,28.56,28.56,28.56,28.56,28.56,28.56,270.144,14.394,15.0139,57008,73957,73968,74394,74946,75546,76169,76713,=AVERAGE(M3:T3),
1.6,206.976,222.432,228.592,230.944,220.08,220.08,212.128,208.768,1750,14.394,15.0139,9279,9899,13892,14505,14836,15287,15771,15998,=AVERAGE(M4:T4),
1.7,230.16,224.672,229.376,228.144,225.232,219.52,224.672,213.696,1795.47,14.394,15.0139,9561,9733,9490,10369,10541,9705,10402,10559,=AVERAGE(M5:T5),
1.8,226.24,223.664,221.424,222.656,227.92,218.96,224.672,224.112,1789.65,14.394,15.0139,10021,10486,10512,9691,10118,10644,9990,10358,=AVERAGE(M6:T6),
1.9,221.312,226.016,227.584,228.592,221.536,225.456,231.28,221.088,1802.86,14.394,15.0139,10230,10068,10338,9648,9987,10307,10047,10136,=AVERAGE(M7:T7),
2,225.12,224,222.544,220.528,229.936,225.456,228.144,228.592,1804.32,14.2957,15.0676,9969,9991,10365,10090,9869,10063,9895,10384,=AVERAGE(M8:T8),
2.1,222.992,230.272,229.152,224.672,222.544,222.656,221.424,222.992,1796.7,14.0655,15.1842,10437,10053,10312,10399,10109,9685,10279,10515,=AVERAGE(M9:T9),
2.2,225.12,229.824,225.232,228.592,221.312,228.032,223.104,226.912,1808.13,13.8206,15.2962,10418,10308,10217,10560,10383,9858,10064,10235,=AVERAGE(M10:T10),
2.3,231.504,216.496,224.336,222.32,226.576,228.928,223.664,219.744,1793.57,13.5605,15.4034,9538,10023,10537,9647,9586,9866,10504,9651,=AVERAGE(M11:T11),
2.4,219.184,234.64,222.32,226.128,224.448,223.328,221.648,226.016,1797.71,13.2848,15.5056,9772,9871,10250,10326,9847,10186,10377,10191,=AVERAGE(M12:T12),
2.5,229.152,219.184,232.624,233.52,225.008,227.024,227.136,223.552,1817.2,12.9932,15.6027,9970,9331,9450,9779,9422,10092,10081,10140,=AVERAGE(M13:T13),
2.6,225.008,230.72,223.44,219.072,218.624,220.192,222.544,227.136,1786.74,12.6853,15.6945,9797,10273,9829,10147,9879,9886,9992,10132,=AVERAGE(M14:T14),
2.7,228.144,223.44,221.536,227.136,223.44,219.52,223.216,228.032,1794.46,12.3607,15.7808,10113,10001,10378,9901,10516,10209,9891,9899,=AVERAGE(M15:T15),
2.8,224.448,228.704,219.072,220.08,229.824,232.4,238,221.2,1813.73,12.019,15.8615,9809,10023,10547,10209,10391,10352,9650,10005,=AVERAGE(M16:T16),
2.9,236.992,224.672,225.344,228.144,221.76,224.336,215.712,223.104,1800.06,11.6597,15.9363,10121,9774,10223,9828,10241,10082,10247,9826,=AVERAGE(M17:T17),
3,215.376,223.776,222.544,228.816,233.968,218.736,231.952,227.136,1802.3,11.2825,16.0051,10455,9918,10182,10093,9909,10469,9997,10347,=AVERAGE(M18:T18),
