Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,16.1833,10.8819,0,0,0,=AVERAGE(H2:J2),
1.5,57.232,38.416,28.56,124.208,16.1833,10.8819,57008,76584,73957,=AVERAGE(H3:J3),
1.6,280.336,292.32,297.36,870.016,16.1833,10.8819,5785,6786,9582,=AVERAGE(H4:J4),
1.7,298.48,296.24,298.144,892.864,16.1833,10.8819,5530,5564,5543,=AVERAGE(H5:J5),
1.8,297.696,297.584,296.688,891.968,16.1833,10.8819,5532,5546,5562,=AVERAGE(H6:J6),
1.9,298.368,296.576,296.24,891.184,16.1833,10.8819,5541,5564,5570,=AVERAGE(H7:J7),
2,297.584,296.688,295.568,889.84,16.3097,11.7277,5541,5559,5567,=AVERAGE(H8:J8),
2.1,299.376,296.688,297.136,893.2,15.9825,13.4635,5516,5550,5553,=AVERAGE(H9:J9),
2.2,297.024,296.912,297.024,890.96,14.5861,14.9015,5528,5559,5562,=AVERAGE(H10:J10),
2.3,297.36,296.8,297.136,891.296,11.7922,15.9099,5541,5559,5550,=AVERAGE(H11:J11),
2.4,261.744,261.968,260.288,784,6.59806,16.3159,5546,5555,5569,=AVERAGE(H12:J12),
2.5,0,0,0,0,6.87199,13.6971,0,0,0,=AVERAGE(H13:J13),
2.6,180.096,169.12,175.504,524.72,16.9445,6.35896,30793,33257,31901,=AVERAGE(H14:J14),
2.7,194.32,188.72,182.224,565.264,18.0955,6.87199,16819,17569,18213,=AVERAGE(H15:J15),
2.8,225.232,225.008,225.232,675.472,6.7776,18.1253,5559,5576,5579,=AVERAGE(H16:J16),
2.9,196.336,182.56,188.496,567.392,6.39803,16.9157,16042,17696,16958,=AVERAGE(H17:J17),
3,246.848,246.064,246.624,739.536,13.742,6.74605,5564,5564,5581,=AVERAGE(H18:J18),
3.1,0,0,0,0,16.3136,6.39803,0,0,0,=AVERAGE(H19:J19),
3.2,294.448,291.312,283.36,869.12,13.8147,15.7739,20075,20548,21198,=AVERAGE(H20:J20),
3.3,298.592,296.912,296.128,891.632,12.0224,16.3173,5532,5558,5560,=AVERAGE(H21:J21),
3.4,297.92,296.464,297.584,891.968,11.8398,16.315,5543,5555,5548,=AVERAGE(H22:J22),
3.5,297.024,296.464,298.144,891.632,11.6551,16.3046,5531,5573,5549,=AVERAGE(H23:J23),
3.6,296.8,296.8,297.584,891.184,11.4685,16.2864,5546,5553,5560,=AVERAGE(H24:J24),
3.7,297.808,297.584,298.928,894.32,11.28,16.2605,5555,5553,5544,=AVERAGE(H25:J25),
3.8,299.04,299.264,299.488,897.792,11.2554,16.2566,5546,5565,5559,=AVERAGE(H26:J26),
3.9,297.472,296.576,297.584,891.632,11.2554,16.2566,5539,5548,5547,=AVERAGE(H27:J27),
4,297.584,298.144,296.912,892.64,11.2554,16.2566,5528,5556,5575,=AVERAGE(H28:J28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(E7:E28)
