Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,14.394,15.0139,0,0,0,0,=AVERAGE(I2:L2),
1.5,57.232,28.56,36.736,28.56,151.088,14.394,15.0139,57363,73984,76455,74544,=AVERAGE(I3:L3),
1.6,276.864,291.984,294.336,288.176,1151.36,14.394,15.0139,6055,9990,7396,10108,=AVERAGE(I4:L4),
1.7,295.792,295.232,297.024,292.544,1180.59,14.394,15.0139,5835,5836,5803,5849,=AVERAGE(I5:L5),
1.8,295.568,295.344,294.784,295.68,1181.38,14.394,15.0139,5826,5812,5851,5841,=AVERAGE(I6:L6),
1.9,296.24,295.456,296.464,293.664,1181.82,14.394,15.0139,5827,5816,5823,5832,=AVERAGE(I7:L7),
2,294.336,296.016,293.44,295.12,1178.91,14.2957,15.0676,5832,5809,5848,5821,=AVERAGE(I8:L8),
2.1,296.576,292.992,294.448,298.144,1182.16,14.0656,15.1842,5806,5822,5843,5786,=AVERAGE(I9:L9),
2.2,295.232,295.568,294,296.8,1181.6,13.8206,15.2962,5838,5820,5837,5822,=AVERAGE(I10:L10),
2.3,292.768,294.784,299.152,295.232,1181.94,13.5605,15.4034,5846,5851,5795,5837,=AVERAGE(I11:L11),
2.4,297.248,296.576,293.552,295.12,1182.5,13.2848,15.5056,5805,5820,5844,5851,=AVERAGE(I12:L12),
2.5,296.352,296.8,293.552,293.216,1179.92,12.9932,15.6027,5822,5808,5845,5847,=AVERAGE(I13:L13),
2.6,296.912,295.68,294.112,294.784,1181.49,12.6853,15.6945,5824,5820,5861,5854,=AVERAGE(I14:L14),
2.7,296.688,295.792,294.896,297.696,1185.07,12.3607,15.7808,5798,5798,5820,5794,=AVERAGE(I15:L15),
2.8,295.344,296.8,293.664,295.12,1180.93,12.0189,15.8615,5835,5819,5844,5837,=AVERAGE(I16:L16),
2.9,297.248,293.216,295.792,296.016,1182.27,11.6597,15.9363,5799,5829,5835,5816,=AVERAGE(I17:L17),
3,297.36,295.344,294.112,295.232,1182.05,11.2826,16.0051,5806,5841,5840,5830,=AVERAGE(I18:L18),
3.1,293.664,295.456,296.352,294.112,1179.58,10.887,16.0676,5861,5808,5829,5838,=AVERAGE(I19:L19),
3.2,293.776,294.784,296.8,295.456,1180.82,10.4728,16.1237,5835,5836,5830,5838,=AVERAGE(I20:L20),
3.3,293.888,295.232,292.88,298.256,1180.26,10.0394,16.1731,5836,5815,5836,5802,=AVERAGE(I21:L21),
3.4,296.24,294.224,296.24,293.328,1180.03,9.58645,16.2156,5834,5839,5834,5851,=AVERAGE(I22:L22),
3.5,294.896,296.352,295.344,294.896,1181.49,9.1135,16.2511,5854,5803,5833,5835,=AVERAGE(I23:L23),
3.6,294.784,294.224,294.784,296.912,1180.7,8.62009,16.2793,5825,5847,5841,5804,=AVERAGE(I24:L24),
3.7,298.368,297.92,297.584,297.136,1191.01,8.10582,16.2999,5849,5805,5842,5838,=AVERAGE(I25:L25),
3.8,297.024,298.256,296.128,298.592,1190,7.57031,16.3127,5805,5826,5841,5817,=AVERAGE(I26:L26),
3.9,296.912,293.552,293.776,294,1178.24,7.01304,16.3175,5835,5801,5822,5838,=AVERAGE(I27:L27),
4,291.872,297.92,292.768,295.232,1177.79,6.43364,16.3141,5842,5793,5833,5827,=AVERAGE(I28:L28),
4.1,286.16,292.768,295.232,284.592,1158.75,5.8317,16.3021,5748,5773,5803,5720,=AVERAGE(I29:L29),
4.2,26.992,20.608,20.384,27.888,95.872,7.23397,13.572,7076,6229,6609,7071,=AVERAGE(I30:L30),
4.3,296.8,291.76,280.56,286.272,1155.39,7.25017,13.572,17161,17717,18562,18048,=AVERAGE(I31:L31),
4.4,294.448,296.128,295.344,295.008,1180.93,7.98105,13.297,5830,5832,5847,5821,=AVERAGE(I32:L32),
4.5,284.368,283.696,285.376,287.84,1141.28,8.70789,13.0061,6140,6193,6212,6188,=AVERAGE(I33:L33),
4.6,296.688,295.792,293.328,295.12,1180.93,9.41415,12.6989,6009,6032,6014,5988,=AVERAGE(I34:L34),
4.7,298.368,293.216,295.904,294,1181.49,10.0992,12.375,5974,5989,5979,6006,=AVERAGE(I35:L35),
4.8,294.224,293.776,292.992,295.568,1176.56,10.7627,12.034,6024,5985,6030,6003,=AVERAGE(I36:L36),
4.9,295.792,291.76,293.328,297.024,1177.9,11.4041,11.6755,6028,6045,6030,6003,=AVERAGE(I37:L37),
5,295.456,293.552,296.016,295.456,1180.48,12.0229,11.2991,6032,6052,6037,6068,=AVERAGE(I38:L38),
5.1,293.216,295.904,292.656,292.544,1174.32,12.6187,10.9044,6036,5993,6036,6000,=AVERAGE(I39:L39),
5.2,292.88,297.248,296.576,292.544,1179.25,13.1911,10.491,6009,5966,5979,6007,=AVERAGE(I40:L40),
5.3,292.208,288.064,292.656,286.944,1159.87,13.7397,10.0585,6057,6146,6091,6159,=AVERAGE(I41:L41),
5.4,296.352,293.776,295.456,291.648,1177.23,14.264,9.60632,5965,5982,5997,5993,=AVERAGE(I42:L42),
5.5,296.688,294.224,292.656,296.8,1180.37,14.7636,9.13423,5979,5957,5966,5976,=AVERAGE(I43:L43),
5.6,290.864,294,291.648,296.576,1173.09,15.2382,8.64168,6068,6051,6101,6069,=AVERAGE(I44:L44),
5.7,296.352,291.984,293.104,291.76,1173.2,15.6874,8.12835,5974,6028,6002,6042,=AVERAGE(I45:L45),
5.8,293.44,295.232,294.672,297.36,1180.7,16.1108,7.59374,6033,6013,5982,5947,=AVERAGE(I46:L46),
5.9,294.784,291.984,295.344,294.56,1176.67,16.5081,7.03746,5973,5988,6004,6004,=AVERAGE(I47:L47),
6,297.36,293.104,294.896,295.12,1180.48,16.8791,6.459,6001,6014,5984,5985,=AVERAGE(I48:L48),
6.1,18.032,18.368,17.92,17.696,72.016,18.4098,5.80869,5662,6405,6415,6416,=AVERAGE(I49:L49),
6.2,258.272,247.184,237.776,253.344,996.576,17.8145,7.67848,20825,22132,23084,21454,=AVERAGE(I50:L50),
6.3,293.664,295.008,297.136,296.352,1182.16,17.5229,8.41364,6017,6008,5984,6016,=AVERAGE(I51:L51),
6.4,292.208,293.44,291.312,292.88,1169.84,17.2041,9.12836,6033,6021,6080,6025,=AVERAGE(I52:L52),
6.5,294.224,292.208,298.256,296.128,1180.82,16.8583,9.82213,6011,6039,5973,6004,=AVERAGE(I53:L53),
6.6,292.432,293.776,293.216,294.448,1173.87,16.4856,10.4945,6031,5967,6029,5972,=AVERAGE(I54:L54),
6.7,293.216,295.008,293.44,297.248,1178.91,16.0869,11.1449,6059,6042,6054,6050,=AVERAGE(I55:L55),
6.8,291.648,296.688,295.344,294,1177.68,15.6619,11.773,6034,5971,6034,5968,=AVERAGE(I56:L56),
6.9,293.888,294.896,291.312,296.128,1176.22,15.2113,12.3783,6016,6045,6002,6051,=AVERAGE(I57:L57),
7,291.536,295.568,296.016,294.448,1177.57,14.7352,12.9603,6043,5971,6040,6025,=AVERAGE(I58:L58),
7.1,295.344,293.776,293.216,294,1176.34,14.2342,13.5187,6030,6052,6013,6002,=AVERAGE(I59:L59),
7.2,297.808,295.568,292.992,297.472,1183.84,13.7085,14.0529,5960,5980,5990,5987,=AVERAGE(I60:L60),
7.3,292.32,291.2,294.672,297.248,1175.44,13.1585,14.5627,5983,6006,6028,5965,=AVERAGE(I61:L61),
7.4,296.24,294.784,292.656,291.984,1175.66,12.5848,15.0475,6085,6107,6061,6105,=AVERAGE(I62:L62),
7.5,287.056,292.768,294.896,292.656,1167.38,11.9876,15.5071,6054,5971,5989,6031,=AVERAGE(I63:L63),
7.6,293.664,296.576,292.768,295.344,1178.35,11.3674,15.9411,6049,6075,6084,6018,=AVERAGE(I64:L64),
7.7,294.896,292.32,294.896,289.184,1171.3,10.7248,16.3491,5975,5992,5951,6050,=AVERAGE(I65:L65),
7.8,292.32,293.552,290.752,295.456,1172.08,10.06,16.7309,6014,6038,6108,6044,=AVERAGE(I66:L66),
7.9,296.576,296.352,295.12,293.552,1181.6,9.37367,17.0861,6005,5965,5977,6025,=AVERAGE(I67:L67),
8,298.48,298.816,298.48,298.816,1194.59,8.66622,17.4143,6054,6013,6089,6018,=AVERAGE(I68:L68),
8.1,289.968,293.776,291.76,291.648,1167.15,7.93823,17.7156,6027,6053,6065,6055,=AVERAGE(I69:L69),
8.2,290.08,291.648,290.64,289.744,1162.11,7.18998,17.9894,6146,6101,6115,6104,=AVERAGE(I70:L70),
8.3,291.312,295.68,295.456,291.536,1173.98,6.42216,18.2356,5803,5766,5781,5827,=AVERAGE(I71:L71),
8.4,19.824,18.592,18.032,22.4,78.848,7.03269,16.5113,5478,6479,6494,5615,=AVERAGE(I72:L72),
8.5,295.568,290.08,284.816,277.648,1148.11,7.58921,16.1142,17309,17718,18134,18650,=AVERAGE(I73:L73),
8.6,297.808,293.776,296.352,299.264,1187.2,7.60029,16.1142,5813,5824,5850,5783,=AVERAGE(I74:L74),
8.7,293.664,295.232,292.544,294.56,1176,8.12399,15.691,5847,5873,5816,5882,=AVERAGE(I75:L75),
8.8,294.896,296.016,293.104,297.584,1181.6,8.6375,15.242,5828,5784,5864,5798,=AVERAGE(I76:L76),
8.9,293.44,297.248,294.56,296.128,1181.38,9.13022,14.7676,5874,5833,5846,5841,=AVERAGE(I77:L77),
9,294.224,296.688,294.448,296.8,1182.16,9.60248,14.2682,5783,5810,5823,5820,=AVERAGE(I78:L78),
9.1,296.464,295.008,294.224,295.568,1181.26,10.0548,13.7442,5840,5857,5874,5795,=AVERAGE(I79:L79),
9.2,294,296.352,295.568,294.784,1180.7,10.4875,13.1958,5814,5766,5857,5845,=AVERAGE(I80:L80),
9.3,294.896,297.248,297.024,293.44,1182.61,10.9011,12.6236,5871,5821,5766,5822,=AVERAGE(I81:L81),
9.4,297.584,295.904,294,294.448,1181.94,11.2959,12.028,5784,5798,5888,5880,=AVERAGE(I82:L82),
9.5,296.016,298.928,296.912,294.112,1185.97,11.6725,11.4093,5760,5785,5801,5784,=AVERAGE(I83:L83),
9.6,293.44,295.904,293.776,293.888,1177.01,12.0311,10.7681,5890,5758,5851,5842,=AVERAGE(I84:L84),
9.7,295.232,293.44,296.24,295.008,1179.92,12.3722,10.1049,5799,5890,5760,5827,=AVERAGE(I85:L85),
9.8,295.344,295.792,295.232,294.336,1180.7,12.6963,9.41996,5861,5799,5897,5807,=AVERAGE(I86:L86),
9.9,296.8,294.112,292.992,297.584,1181.49,13.0036,8.71388,5768,5858,5795,5877,=AVERAGE(I87:L87),
10,296.912,297.584,296.688,293.552,1184.74,13.2946,7.98719,5832,5769,5867,5770,=AVERAGE(I88:L88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(F7:F88)
