Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,=AVERAGE(K2:P2),
1.5,57.232,41.328,28.56,28.56,28.56,28.56,212.8,14.394,15.0139,56986,74155,73943,74444,75009,75675,=AVERAGE(K3:P3),
1.6,261.856,270.032,274.624,270.704,259.392,257.264,1593.87,14.394,15.0139,7408,8042,11443,11556,12223,12439,=AVERAGE(K4:P4),
1.7,280.896,279.552,272.048,276.416,279.664,276.976,1665.55,14.394,15.0139,7631,7658,7562,7536,7365,7592,=AVERAGE(K5:P5),
1.8,275.632,275.408,276.64,278.32,275.184,281.12,1662.3,14.394,15.0139,7372,7426,7383,7354,7543,7319,=AVERAGE(K6:P6),
1.9,269.92,279.552,280.784,277.536,272.832,274.736,1655.36,14.394,15.0139,7470,7376,7306,7490,7383,7479,=AVERAGE(K7:P7),
2,281.344,273.84,277.088,277.536,278.768,274.176,1662.75,14.2957,15.0676,7460,7446,7531,7622,7698,7575,=AVERAGE(K8:P8),
2.1,276.64,272.608,276.976,281.12,272.496,278.656,1658.5,14.0655,15.1842,7590,7421,7628,7622,7435,7703,=AVERAGE(K9:P9),
2.2,277.648,277.088,274.848,278.208,276.416,274.736,1658.94,13.8206,15.2962,7447,7637,7681,7632,7601,7568,=AVERAGE(K10:P10),
2.3,282.352,278.656,275.408,274.512,275.296,277.2,1663.42,13.5605,15.4034,7623,7621,7610,7644,7716,7598,=AVERAGE(K11:P11),
2.4,272.832,280.672,273.28,276.752,275.968,277.424,1656.93,13.2848,15.5056,7451,7522,7635,7580,7532,7546,=AVERAGE(K12:P12),
2.5,277.872,275.744,280.224,274.624,276.64,278.432,1663.54,12.9932,15.6027,7630,7429,7369,7567,7622,7541,=AVERAGE(K13:P13),
2.6,273.952,279.888,278.992,283.136,275.744,276.08,1667.79,12.6853,15.6945,7591,7414,7454,7458,7639,7460,=AVERAGE(K14:P14),
2.7,274.736,276.752,277.424,273.504,277.872,281.232,1661.52,12.3607,15.7808,7577,7538,7411,7531,7447,7401,=AVERAGE(K15:P15),
2.8,283.136,278.656,278.096,269.584,277.2,274.96,1661.63,12.019,15.8615,7539,7513,7392,7596,7514,7489,=AVERAGE(K16:P16),
