Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),User8_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),User8_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,0,=AVERAGE(M2:T2),
1.5,57.232,43.12,28.56,28.56,28.56,28.56,28.56,28.56,271.712,14.394,15.0139,57025,72381,73846,74465,75136,75641,76201,76776,=AVERAGE(M3:T3),
1.6,213.136,215.376,235.536,236.992,228.032,228.704,210.672,204.848,1773.3,14.394,15.0139,8970,9510,13529,13784,14451,14338,15271,15966,=AVERAGE(M4:T4),
1.7,215.712,229.264,224.224,217.952,218.848,214.256,230.272,222.432,1772.96,14.394,15.0139,10368,10081,10201,9840,10015,10047,10093,10106,=AVERAGE(M5:T5),
1.8,234.64,223.664,217.952,225.232,237.216,227.808,222.208,230.608,1819.33,14.394,15.0139,9968,10174,10285,10339,9968,10140,10019,10270,=AVERAGE(M6:T6),
1.9,228.48,225.68,231.616,229.936,216.944,227.472,224.672,215.936,1800.74,14.394,15.0139,9886,10080,10234,9872,10455,10199,9970,10417,=AVERAGE(M7:T7),
2,226.352,229.152,218.736,233.744,226.24,224.784,234.08,230.16,1823.25,14.2957,15.0676,9495,9688,9877,9855,10354,10252,9462,9357,=AVERAGE(M8:T8),
2.1,223.44,226.688,231.168,220.976,222.32,227.36,223.104,229.936,1804.99,14.0655,15.1842,9471,9590,9602,9731,9644,9333,9456,9730,=AVERAGE(M9:T9),
2.2,222.88,228.592,222.656,224.784,231.728,229.488,225.232,222.544,1807.9,13.8206,15.2962,10040,10188,10099,10409,9800,9992,9726,10142,=AVERAGE(M10:T10),
2.3,225.008,220.416,222.32,222.88,220.752,227.36,231.952,224.56,1795.25,13.5605,15.4034,10126,10429,10361,10501,9536,9944,10180,10369,=AVERAGE(M11:T11),
2.4,219.296,227.808,231.168,231.616,226.576,225.008,220.864,220.416,1802.75,13.2848,15.5056,9759,9958,9929,9871,10252,9626,10212,10116,=AVERAGE(M12:T12),
2.5,227.136,230.496,218.736,219.296,219.408,221.312,222.096,232.736,1791.22,12.9932,15.6027,10260,10080,9877,9913,10518,10504,10545,10057,=AVERAGE(M13:T13),
2.6,225.68,222.88,224.896,225.68,226.24,222.768,229.712,213.472,1791.33,12.6853,15.6945,10301,10220,10070,10156,10219,10100,10086,10241,=AVERAGE(M14:T14),
2.7,219.856,229.712,225.792,229.488,223.216,238.896,229.712,227.696,1824.37,12.3607,15.7808,10254,10168,10294,9981,9591,10122,10080,10371,=AVERAGE(M15:T15),
2.8,224.56,220.528,229.04,220.864,229.04,221.648,225.904,227.248,1798.83,12.019,15.8615,10354,9711,10366,10054,10154,9781,9668,9523,=AVERAGE(M16:T16),
2.9,229.488,228.704,223.888,228.928,231.952,224,214.816,223.44,1805.22,11.6597,15.9363,10048,9692,9848,10124,10007,10186,10162,10285,=AVERAGE(M17:T17),
3,233.072,222.544,231.616,228.928,219.184,216.272,224,226.128,1801.74,11.2825,16.0051,9371,9779,9578,9540,9850,10379,9615,9653,=AVERAGE(M18:T18),
3.1,225.792,222.88,226.24,226.24,233.52,230.16,228.592,226.576,1820,10.8871,16.0676,9778,9925,10575,9697,9761,9743,10358,10280,=AVERAGE(M19:T19),
3.2,230.832,222.768,223.664,224,226.352,224.896,223.776,229.824,1806.11,10.4728,16.1237,9902,9877,10075,9894,9840,10122,10322,9886,=AVERAGE(M20:T20),
3.3,223.664,231.728,221.312,222.544,229.376,225.008,224.784,232.176,1810.59,10.0394,16.1731,10213,9620,10205,10453,9812,10024,10177,9755,=AVERAGE(M21:T21),
3.4,220.976,224.224,230.16,229.712,220.864,226.464,230.048,219.856,1802.3,9.58645,16.2156,10519,10396,10354,9850,10493,10023,10387,10367,=AVERAGE(M22:T22),
3.5,232.288,221.76,225.232,220.416,225.008,223.552,220.528,220.976,1789.76,9.11345,16.2511,10241,9902,10266,10058,10234,10386,10252,10305,=AVERAGE(M23:T23),
3.6,217.056,235.424,225.792,221.312,218.288,227.92,225.008,221.984,1792.78,8.62007,16.2793,10161,10180,9800,9961,10547,10216,9940,9963,=AVERAGE(M24:T24),
3.7,237.216,220.08,234.08,226.912,229.376,219.968,214.032,220.976,1802.64,8.10584,16.2999,10201,9504,9683,10093,9890,9521,9783,9818,=AVERAGE(M25:T25),
3.8,208.992,230.496,213.472,223.776,213.136,223.776,225.904,232.064,1771.62,7.57031,16.3127,9574,10165,10063,9762,10006,10115,10259,9982,=AVERAGE(M26:T26),
3.9,236.32,215.6,215.04,225.232,218.288,229.488,237.888,225.12,1802.98,7.01304,16.3175,9977,10115,9593,9603,10145,10180,10268,10307,=AVERAGE(M27:T27),
4,221.088,223.888,235.088,223.776,230.16,229.6,215.04,222.992,1801.63,6.43364,16.3141,9770,10074,10540,9926,9911,9949,10097,9973,=AVERAGE(M28:T28),
4.1,227.472,231.28,219.968,224.784,230.384,224.448,228.144,229.264,1815.74,5.83169,16.3021,10255,10261,9763,10330,9883,9622,10293,10399,=AVERAGE(M29:T29),
4.2,10.416,25.088,26.992,19.712,14.448,22.624,20.72,28.672,168.672,7.23403,13.572,11566,12323,13140,12857,10112,12074,11134,12650,=AVERAGE(M30:T30),
4.3,206.416,184.24,183.792,190.512,206.192,179.2,198.352,168.784,1517.49,7.3258,13.572,28501,31181,31229,30588,28926,32476,29268,34015,=AVERAGE(M31:T31),
4.4,219.296,223.888,224.224,228.704,220.416,221.648,230.496,224.896,1793.57,8.14416,13.297,10491,10301,9878,9985,9908,10103,9778,10363,=AVERAGE(M32:T32),
4.5,226.576,225.456,230.272,227.024,227.248,225.456,213.024,229.488,1804.54,8.70789,13.0061,10007,9612,9821,9897,9686,9670,9929,9721,=AVERAGE(M33:T33),
4.6,227.248,220.192,215.936,231.616,228.48,226.688,231.504,220.304,1801.97,9.41416,12.6989,10089,10065,9834,10162,10071,9817,10093,10164,=AVERAGE(M34:T34),
4.7,220.976,229.264,225.344,230.16,228.256,224.336,222.096,225.232,1805.66,10.0992,12.375,10067,10409,10242,9611,9942,9907,10392,10058,=AVERAGE(M35:T35),
4.8,230.048,222.88,221.424,214.704,225.568,228.816,230.384,227.808,1801.63,10.7627,12.034,9983,10325,10276,9995,10020,9951,10186,9874,=AVERAGE(M36:T36),
4.9,222.544,224.224,228.032,232.736,228.032,231.616,214.704,223.664,1805.55,11.4041,11.6755,10328,10091,9567,9755,10003,10220,9689,10138,=AVERAGE(M37:T37),
5,227.808,227.92,227.024,220.864,215.376,222.768,229.376,226.352,1797.49,12.0229,11.2991,10239,10358,9914,10283,10495,9972,10098,10464,=AVERAGE(M38:T38),
5.1,222.096,229.152,225.904,232.848,232.848,224.224,224.224,222.768,1814.06,12.6187,10.9044,10114,10260,9954,10075,9858,10063,10413,10385,=AVERAGE(M39:T39),
5.2,233.408,220.528,230.384,225.344,223.664,223.776,226.464,226.576,1810.14,13.1911,10.491,10038,9646,10377,10111,10225,9868,10496,9860,=AVERAGE(M40:T40),
5.3,222.88,233.184,216.16,219.968,223.328,232.624,218.848,225.12,1792.11,13.7397,10.0584,9841,9861,10239,10358,10562,9851,10076,9974,=AVERAGE(M41:T41),
5.4,226.464,218.848,230.72,225.68,233.744,224.336,223.328,221.312,1804.43,14.264,9.60632,10261,10176,10023,10307,9898,10102,10164,10172,=AVERAGE(M42:T42),
5.5,223.888,228.816,225.456,227.024,216.048,230.272,233.968,223.104,1808.58,14.7636,9.1342,10384,9708,10272,9857,10420,10121,9708,9903,=AVERAGE(M43:T43),
5.6,221.648,223.216,228.256,220.752,224.672,221.76,221.872,237.888,1800.06,15.2382,8.64172,9952,10314,9539,10356,9933,9570,9501,9461,=AVERAGE(M44:T44),
5.7,221.536,218.624,227.584,224.336,220.416,222.32,231.952,217.056,1783.82,15.6874,8.12835,10456,10156,10244,10177,10040,10179,10290,9841,=AVERAGE(M45:T45),
