Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,28.56,39.648,28.56,28.56,182.56,14.394,15.0139,56971,73900,75792,74447,75031,=AVERAGE(J3:N3),
1.6,274.512,290.864,284.48,281.904,273.28,1405.04,14.394,15.0139,6546,10352,7378,10765,11120,=AVERAGE(J4:N4),
1.7,293.104,293.328,289.856,292.32,291.76,1460.37,14.394,15.0139,6422,6439,6418,6443,6431,=AVERAGE(J5:N5),
1.8,291.76,292.208,291.984,289.408,292.992,1458.35,14.394,15.0139,6429,6355,6403,6443,6450,=AVERAGE(J6:N6),
1.9,290.304,294.112,289.744,290.08,294.784,1459.02,14.394,15.0139,6483,6427,6457,6472,6410,=AVERAGE(J7:N7),
2,290.304,293.888,295.232,291.2,291.872,1462.5,14.2957,15.0676,6434,6360,6377,6427,6463,=AVERAGE(J8:N8),
2.1,291.76,293.44,290.976,289.744,292.432,1458.35,14.0655,15.1842,6455,6449,6446,6479,6439,=AVERAGE(J9:N9),
2.2,290.304,289.744,289.408,292.544,297.136,1459.14,13.8206,15.2962,6501,6401,6499,6402,6398,=AVERAGE(J10:N10),
2.3,289.968,292.656,293.104,290.64,290.976,1457.34,13.5605,15.4034,6467,6373,6463,6488,6490,=AVERAGE(J11:N11),
2.4,291.312,290.08,292.544,292.992,292.096,1459.02,13.2848,15.5056,6481,6462,6415,6463,6439,=AVERAGE(J12:N12),
2.5,292.88,295.232,289.408,297.024,287.616,1462.16,12.9932,15.6027,6415,6354,6512,6304,6450,=AVERAGE(J13:N13),
2.6,290.528,293.776,294.112,289.856,295.568,1463.84,12.6853,15.6945,6370,6404,6420,6388,6408,=AVERAGE(J14:N14),
2.7,296.576,293.216,292.768,291.424,293.776,1467.76,12.3607,15.7808,6367,6395,6382,6398,6457,=AVERAGE(J15:N15),
2.8,294,287.168,289.744,292.544,290.528,1453.98,12.0189,15.8615,6416,6484,6511,6494,6479,=AVERAGE(J16:N16),
2.9,291.2,293.776,291.312,289.072,294.56,1459.92,11.6597,15.9363,6391,6426,6468,6441,6357,=AVERAGE(J17:N17),
3,294.448,289.856,288.512,292.88,291.424,1457.12,11.2825,16.0051,6406,6471,6444,6351,6515,=AVERAGE(J18:N18),
3.1,292.432,296.464,293.328,293.552,288.512,1464.29,10.8871,16.0676,6367,6380,6376,6446,6479,=AVERAGE(J19:N19),
3.2,291.76,295.008,291.2,289.968,296.24,1464.18,10.4728,16.1237,6447,6420,6448,6470,6411,=AVERAGE(J20:N20),
3.3,291.872,290.864,295.232,290.64,287.952,1456.56,10.0394,16.1731,6432,6408,6382,6415,6451,=AVERAGE(J21:N21),
3.4,293.44,294.896,292.544,292.096,294.56,1467.54,9.58644,16.2156,6428,6348,6417,6442,6414,=AVERAGE(J22:N22),
3.5,296.352,293.552,292.432,289.632,289.184,1461.15,9.1135,16.2511,6395,6437,6435,6455,6476,=AVERAGE(J23:N23),
3.6,292.32,291.872,290.752,293.328,295.12,1463.39,8.62008,16.2793,6459,6467,6505,6471,6412,=AVERAGE(J24:N24),
3.7,295.232,295.008,297.024,296.352,296.352,1479.97,8.10581,16.2999,6441,6450,6429,6385,6445,=AVERAGE(J25:N25),
3.8,293.664,292.768,288.512,297.808,291.984,1464.74,7.57027,16.3127,6397,6335,6438,6426,6436,=AVERAGE(J26:N26),
3.9,290.192,296.576,290.08,286.384,286.608,1449.84,7.01304,16.3175,6446,6389,6425,6387,6431,=AVERAGE(J27:N27),
4,287.168,283.696,286.384,292.88,295.568,1445.7,6.43363,16.3141,6459,6380,6330,6456,6431,=AVERAGE(J28:N28),
4.1,287.056,288.064,299.04,287.504,284.928,1446.59,5.83174,16.3021,6402,6404,6387,6361,6375,=AVERAGE(J29:N29),
4.2,19.824,21.392,17.36,26.432,25.536,110.544,7.23397,13.572,8355,8242,8147,8288,8358,=AVERAGE(J30:N30),
4.3,298.368,292.768,285.376,274.4,278.768,1429.68,7.24931,13.572,17740,18186,18684,19407,19127,=AVERAGE(J31:N31),
4.4,289.744,290.192,288.96,296.016,291.424,1456.34,7.98106,13.297,6458,6440,6462,6371,6456,=AVERAGE(J32:N32),
4.5,289.184,292.88,289.296,292.32,286.608,1450.29,8.70794,13.0061,6727,6595,6701,6642,6737,=AVERAGE(J33:N33),
4.6,286.944,294.112,290.528,286.496,291.424,1449.5,9.41414,12.6989,6752,6706,6697,6741,6770,=AVERAGE(J34:N34),
4.7,291.984,289.296,290.864,290.976,295.12,1458.24,10.0992,12.375,6669,6666,6664,6686,6652,=AVERAGE(J35:N35),
4.8,288.064,293.664,293.44,290.192,288.4,1453.76,10.7627,12.034,6696,6673,6634,6682,6763,=AVERAGE(J36:N36),
4.9,287.168,290.416,295.568,292.544,285.264,1450.96,11.4041,11.6755,6700,6671,6637,6721,6764,=AVERAGE(J37:N37),
5,291.088,290.08,294.448,290.864,289.184,1455.66,12.0229,11.2991,6714,6677,6637,6724,6744,=AVERAGE(J38:N38),
5.1,284.368,281.568,286.048,288.512,282.688,1423.18,12.6187,10.9044,6825,6820,6771,6765,6852,=AVERAGE(J39:N39),
5.2,287.28,292.88,294.784,288.176,288.4,1451.52,13.1911,10.491,6738,6707,6619,6743,6768,=AVERAGE(J40:N40),
5.3,295.12,290.752,287.168,293.776,289.856,1456.67,13.7397,10.0584,6655,6682,6691,6692,6748,=AVERAGE(J41:N41),
5.4,294,289.968,291.088,289.632,286.384,1451.07,14.264,9.60634,6629,6659,6674,6700,6759,=AVERAGE(J42:N42),
5.5,289.632,292.656,291.984,292.992,291.088,1458.35,14.7636,9.1342,6677,6680,6693,6644,6707,=AVERAGE(J43:N43),
5.6,263.424,273.728,264.208,260.288,263.872,1325.52,15.2382,8.64171,7328,7232,7383,7546,7434,=AVERAGE(J44:N44),
5.7,290.976,289.296,290.416,291.536,291.984,1454.21,15.6874,8.12834,6697,6608,6668,6658,6765,=AVERAGE(J45:N45),
5.8,288.512,290.416,293.552,297.472,285.824,1455.78,16.1108,7.59371,6676,6715,6653,6645,6739,=AVERAGE(J46:N46),
5.9,292.544,290.64,292.096,286.496,289.408,1451.18,16.5081,7.03743,6663,6699,6674,6693,6726,=AVERAGE(J47:N47),
6,287.616,287.728,289.632,290.864,288.736,1444.58,16.8791,6.45902,6772,6769,6697,6725,6751,=AVERAGE(J48:N48),
6.1,18.368,18.592,23.408,23.744,20.72,104.832,18.4098,5.80622,7035,7032,7044,6528,7098,=AVERAGE(J49:N49),
