Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,49.728,106.96,16.1833,10.8819,56816,65182,=AVERAGE(G3:H3),
1.6,284.144,284.928,569.072,16.1833,10.8819,5621,5753,=AVERAGE(G4:H4),
1.7,299.152,298.48,597.632,16.1833,10.8819,5371,5382,=AVERAGE(G5:H5),
1.8,299.264,297.92,597.184,16.1833,10.8819,5374,5383,=AVERAGE(G6:H6),
1.9,298.368,298.704,597.072,16.1833,10.8819,5381,5384,=AVERAGE(G7:H7),
2,298.144,298.032,596.176,16.3097,11.7277,5377,5380,=AVERAGE(G8:H8),
2.1,299.264,298.368,597.632,15.9825,13.4634,5375,5384,=AVERAGE(G9:H9),
2.2,299.04,298.592,597.632,14.5863,14.9015,5369,5375,=AVERAGE(G10:H10),
2.3,299.264,298.256,597.52,11.7922,15.9099,5380,5376,=AVERAGE(G11:H11),
2.4,260.4,261.408,521.808,6.59811,16.3159,5403,5388,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,174.496,169.232,343.728,16.9437,6.35896,31815,33154,=AVERAGE(G14:H14),
2.7,196.672,189.616,386.288,18.0955,6.87199,16640,17480,=AVERAGE(G15:H15),
2.8,223.888,224.448,448.336,6.77921,18.1253,5400,5387,=AVERAGE(G16:H16),
2.9,199.248,191.856,391.104,6.39803,16.9157,15778,16615,=AVERAGE(G17:H17),
3,244.832,245.056,489.888,13.742,6.74737,5409,5394,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,294.672,287.952,582.624,13.8152,15.7737,20192,20802,=AVERAGE(G20:H20),
3.3,299.376,298.704,598.08,12.0224,16.3173,5375,5377,=AVERAGE(G21:H21),
3.4,298.704,298.032,596.736,11.8398,16.315,5379,5386,=AVERAGE(G22:H22),
3.5,299.376,297.92,597.296,11.6551,16.3046,5379,5373,=AVERAGE(G23:H23),
3.6,298.816,298.928,597.744,11.4685,16.2864,5364,5375,=AVERAGE(G24:H24),
3.7,299.04,298.144,597.184,11.28,16.2605,5392,5395,=AVERAGE(G25:H25),
3.8,299.712,300.384,600.096,11.2554,16.2566,5374,5379,=AVERAGE(G26:H26),
3.9,298.704,299.264,597.968,11.2554,16.2566,5368,5377,=AVERAGE(G27:H27),
4,298.368,298.256,596.624,11.2554,16.2566,5392,5383,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
