Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,57.232,41.328,98.56,14.394,15.0139,57191,74402,=AVERAGE(G3:H3),
1.6,283.136,290.64,573.776,14.394,15.0139,5633,6244,=AVERAGE(G4:H4),
1.7,298.144,298.256,596.4,14.394,15.0139,5393,5384,=AVERAGE(G5:H5),
1.8,298.816,298.592,597.408,14.394,15.0139,5384,5379,=AVERAGE(G6:H6),
1.9,298.704,298.816,597.52,14.394,15.0139,5390,5374,=AVERAGE(G7:H7),
2,298.816,298.592,597.408,14.2957,15.0676,5383,5382,=AVERAGE(G8:H8),
2.1,298.256,298.816,597.072,14.0656,15.1842,5392,5380,=AVERAGE(G9:H9),
2.2,298.816,297.92,596.736,13.8206,15.2962,5388,5377,=AVERAGE(G10:H10),
2.3,298.368,298.032,596.4,13.5605,15.4034,5394,5379,=AVERAGE(G11:H11),
2.4,298.032,298.928,596.96,13.2848,15.5056,5383,5388,=AVERAGE(G12:H12),
2.5,298.928,298.144,597.072,12.9932,15.6027,5387,5378,=AVERAGE(G13:H13),
2.6,297.92,299.712,597.632,12.6853,15.6945,5397,5368,=AVERAGE(G14:H14),
2.7,299.264,298.704,597.968,12.3607,15.7808,5381,5382,=AVERAGE(G15:H15),
2.8,297.472,298.368,595.84,12.019,15.8615,5382,5385,=AVERAGE(G16:H16),
2.9,298.816,299.04,597.856,11.6597,15.9363,5399,5369,=AVERAGE(G17:H17),
3,298.816,298.48,597.296,11.2826,16.0051,5382,5375,=AVERAGE(G18:H18),
3.1,299.04,298.48,597.52,10.8871,16.0676,5383,5390,=AVERAGE(G19:H19),
3.2,298.256,299.152,597.408,10.4728,16.1237,5400,5358,=AVERAGE(G20:H20),
3.3,298.032,298.928,596.96,10.0394,16.1731,5382,5388,=AVERAGE(G21:H21),
3.4,299.488,297.92,597.408,9.58647,16.2156,5395,5378,=AVERAGE(G22:H22),
3.5,297.92,298.816,596.736,9.1135,16.2511,5375,5380,=AVERAGE(G23:H23),
3.6,298.592,298.48,597.072,8.62009,16.2793,5406,5389,=AVERAGE(G24:H24),
3.7,299.04,298.368,597.408,8.10584,16.2999,5383,5385,=AVERAGE(G25:H25),
3.8,299.712,300.384,600.096,7.5703,16.3127,5386,5367,=AVERAGE(G26:H26),
3.9,298.592,298.368,596.96,7.01302,16.3175,5393,5370,=AVERAGE(G27:H27),
4,298.592,298.928,597.52,6.43364,16.3141,5382,5383,=AVERAGE(G28:H28),
4.1,298.48,298.592,597.072,5.83171,16.3021,5400,5401,=AVERAGE(G29:H29),
4.2,18.256,18.928,37.184,7.23397,13.572,5349,5364,=AVERAGE(G30:H30),
4.3,298.48,292.432,590.912,7.24912,13.572,16770,17203,=AVERAGE(G31:H31),
4.4,297.808,298.368,596.176,7.98108,13.297,5417,5399,=AVERAGE(G32:H32),
4.5,297.92,299.04,596.96,8.70789,13.0061,5393,5374,=AVERAGE(G33:H33),
4.6,298.704,298.144,596.848,9.41416,12.6989,5373,5378,=AVERAGE(G34:H34),
