Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,55.664,42.896,32.144,28.56,28.56,187.824,14.394,15.0139,58719,71949,75383,74424,74927,=AVERAGE(J3:N3),
1.6,275.408,285.264,286.384,281.904,277.2,1406.16,14.394,15.0139,6604,7096,9410,10753,10920,=AVERAGE(J4:N4),
1.7,293.664,287.952,295.68,292.88,291.648,1461.82,14.394,15.0139,6442,6480,6435,6438,6472,=AVERAGE(J5:N5),
1.8,289.968,293.664,293.216,290.304,289.52,1456.67,14.394,15.0139,6367,6382,6451,6449,6395,=AVERAGE(J6:N6),
1.9,293.664,290.752,293.552,293.776,292.88,1464.62,14.394,15.0139,6427,6450,6389,6382,6424,=AVERAGE(J7:N7),
2,289.632,291.424,291.2,291.424,292.544,1456.22,14.2957,15.0676,6481,6452,6482,6458,6426,=AVERAGE(J8:N8),
2.1,293.216,292.88,292.656,290.08,294.112,1462.94,14.0655,15.1842,6370,6396,6415,6404,6399,=AVERAGE(J9:N9),
2.2,289.408,294.448,291.312,292.432,290.64,1458.24,13.8206,15.2962,6425,6389,6393,6409,6410,=AVERAGE(J10:N10),
2.3,293.328,296.576,289.632,291.312,289.632,1460.48,13.5605,15.4034,6450,6467,6485,6488,6407,=AVERAGE(J11:N11),
2.4,289.408,289.184,294.672,293.552,292.32,1459.14,13.2848,15.5056,6437,6459,6396,6414,6394,=AVERAGE(J12:N12),
2.5,291.76,287.952,293.328,297.248,291.2,1461.49,12.9932,15.6027,6432,6493,6457,6397,6473,=AVERAGE(J13:N13),
2.6,292.432,295.68,291.312,289.52,288.736,1457.68,12.6853,15.6945,6461,6357,6425,6451,6401,=AVERAGE(J14:N14),
2.7,291.648,292.656,290.192,291.76,293.552,1459.81,12.3607,15.7808,6406,6387,6477,6428,6446,=AVERAGE(J15:N15),
2.8,295.008,291.76,291.424,295.344,288.736,1462.27,12.019,15.8615,6341,6435,6425,6368,6426,=AVERAGE(J16:N16),
