Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,41.104,98.336,16.1833,10.8819,56950,74426,=AVERAGE(G3:H3),
1.6,284.032,291.872,575.904,16.1833,10.8819,5627,6260,=AVERAGE(G4:H4),
1.7,299.712,298.592,598.304,16.1833,10.8819,5368,5381,=AVERAGE(G5:H5),
1.8,299.264,298.48,597.744,16.1833,10.8819,5369,5379,=AVERAGE(G6:H6),
1.9,298.48,299.264,597.744,16.1833,10.8819,5374,5372,=AVERAGE(G7:H7),
2,298.928,297.808,596.736,16.3097,11.7278,5379,5388,=AVERAGE(G8:H8),
2.1,298.704,298.704,597.408,15.9825,13.4634,5378,5377,=AVERAGE(G9:H9),
2.2,298.368,297.92,596.288,14.5863,14.9015,5382,5385,=AVERAGE(G10:H10),
2.3,298.928,299.6,598.528,11.7922,15.9099,5383,5373,=AVERAGE(G11:H11),
2.4,258.496,260.064,518.56,6.59821,16.3159,5390,5387,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,183.344,178.08,361.424,16.9441,6.35896,30120,31263,=AVERAGE(G14:H14),
2.7,200.144,191.072,391.216,18.0955,6.87199,16289,17291,=AVERAGE(G15:H15),
2.8,222.88,223.216,446.096,6.77846,18.1253,5393,5406,=AVERAGE(G16:H16),
2.9,199.584,191.52,391.104,6.39803,16.9157,15869,16702,=AVERAGE(G17:H17),
3,246.176,247.072,493.248,13.7425,6.74737,5386,5398,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,296.016,289.072,585.088,13.8152,15.7737,20006,20605,=AVERAGE(G20:H20),
3.3,298.144,299.712,597.856,12.0224,16.3173,5379,5382,=AVERAGE(G21:H21),
3.4,298.48,298.48,596.96,11.8397,16.315,5377,5374,=AVERAGE(G22:H22),
3.5,298.704,299.376,598.08,11.6551,16.3046,5379,5377,=AVERAGE(G23:H23),
3.6,299.264,298.368,597.632,11.4685,16.2864,5366,5378,=AVERAGE(G24:H24),
3.7,298.48,298.928,597.408,11.28,16.2605,5371,5382,=AVERAGE(G25:H25),
3.8,299.712,299.712,599.424,11.2554,16.2566,5380,5374,=AVERAGE(G26:H26),
3.9,298.928,298.368,597.296,11.2554,16.2566,5380,5375,=AVERAGE(G27:H27),
4,298.368,298.256,596.624,11.2554,16.2566,5385,5373,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
