Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,57.232,44.464,101.696,14.394,15.0139,57069,70819,=AVERAGE(G3:H3),
1.6,282.464,296.688,579.152,14.394,15.0139,5628,5988,=AVERAGE(G4:H4),
1.7,298.032,297.808,595.84,14.394,15.0139,5382,5385,=AVERAGE(G5:H5),
1.8,299.936,298.256,598.192,14.394,15.0139,5365,5376,=AVERAGE(G6:H6),
1.9,299.04,298.928,597.968,14.394,15.0139,5376,5382,=AVERAGE(G7:H7),
2,298.48,298.816,597.296,14.2957,15.0676,5381,5379,=AVERAGE(G8:H8),
2.1,298.368,299.6,597.968,14.0656,15.1842,5377,5373,=AVERAGE(G9:H9),
2.2,298.816,298.48,597.296,13.8206,15.2962,5373,5384,=AVERAGE(G10:H10),
2.3,298.704,298.368,597.072,13.5605,15.4034,5380,5378,=AVERAGE(G11:H11),
2.4,298.704,298.256,596.96,13.2848,15.5056,5380,5388,=AVERAGE(G12:H12),
2.5,298.816,299.264,598.08,12.9932,15.6027,5382,5369,=AVERAGE(G13:H13),
2.6,297.92,298.704,596.624,12.6853,15.6945,5384,5386,=AVERAGE(G14:H14),
2.7,298.592,298.592,597.184,12.3607,15.7808,5378,5373,=AVERAGE(G15:H15),
2.8,299.376,298.368,597.744,12.019,15.8615,5361,5377,=AVERAGE(G16:H16),
2.9,298.704,298.368,597.072,11.6597,15.9363,5385,5388,=AVERAGE(G17:H17),
3,298.144,298.704,596.848,11.2825,16.0051,5382,5370,=AVERAGE(G18:H18),
3.1,299.264,299.6,598.864,10.8871,16.0676,5371,5371,=AVERAGE(G19:H19),
3.2,298.704,298.032,596.736,10.4728,16.1237,5371,5384,=AVERAGE(G20:H20),
3.3,298.256,298.032,596.288,10.0394,16.1731,5387,5383,=AVERAGE(G21:H21),
3.4,298.592,300.16,598.752,9.58647,16.2156,5362,5359,=AVERAGE(G22:H22),
3.5,299.824,298.144,597.968,9.1135,16.2511,5365,5394,=AVERAGE(G23:H23),
3.6,298.368,298.704,597.072,8.62009,16.2793,5393,5385,=AVERAGE(G24:H24),
3.7,299.04,298.704,597.744,8.10584,16.2999,5370,5381,=AVERAGE(G25:H25),
3.8,300.384,299.712,600.096,7.57028,16.3127,5374,5385,=AVERAGE(G26:H26),
3.9,298.368,298.368,596.736,7.01306,16.3175,5379,5367,=AVERAGE(G27:H27),
4,299.376,297.808,597.184,6.43364,16.3141,5370,5379,=AVERAGE(G28:H28),
4.1,298.816,298.704,597.52,5.8317,16.3021,5387,5398,=AVERAGE(G29:H29),
4.2,17.136,17.696,34.832,7.23397,13.572,5308,5333,=AVERAGE(G30:H30),
4.3,298.256,292.32,590.576,7.24912,13.572,16825,17299,=AVERAGE(G31:H31),
4.4,298.032,298.032,596.064,7.98101,13.297,5378,5371,=AVERAGE(G32:H32),
4.5,298.032,298.48,596.512,8.70789,13.0061,5381,5401,=AVERAGE(G33:H33),
4.6,298.256,298.704,596.96,9.41414,12.6989,5390,5380,=AVERAGE(G34:H34),
4.7,298.704,298.368,597.072,10.0992,12.375,5374,5361,=AVERAGE(G35:H35),
4.8,298.256,298.704,596.96,10.7627,12.034,5391,5378,=AVERAGE(G36:H36),
4.9,298.816,299.376,598.192,11.404,11.6755,5351,5402,=AVERAGE(G37:H37),
5,298.704,298.592,597.296,12.0229,11.2991,5377,5360,=AVERAGE(G38:H38),
5.1,298.144,298.928,597.072,12.6187,10.9044,5408,5391,=AVERAGE(G39:H39),
5.2,298.48,299.376,597.856,13.1911,10.491,5375,5356,=AVERAGE(G40:H40),
5.3,298.592,299.376,597.968,13.7397,10.0585,5378,5394,=AVERAGE(G41:H41),
5.4,298.48,298.704,597.184,14.2639,9.60632,5346,5361,=AVERAGE(G42:H42),
5.5,299.376,298.368,597.744,14.7636,9.13424,5394,5367,=AVERAGE(G43:H43),
5.6,298.48,297.92,596.4,15.2382,8.64172,5364,5377,=AVERAGE(G44:H44),
5.7,298.256,299.488,597.744,15.6873,8.12834,5377,5393,=AVERAGE(G45:H45),
5.8,298.256,298.256,596.512,16.1108,7.59374,5393,5364,=AVERAGE(G46:H46),
5.9,298.704,299.712,598.416,16.5081,7.03744,5370,5384,=AVERAGE(G47:H47),
6,298.592,298.704,597.296,16.8791,6.45904,5390,5403,=AVERAGE(G48:H48),
6.1,17.024,17.36,34.384,18.4098,5.80459,5089,5116,=AVERAGE(G49:H49),
6.2,261.632,257.264,518.896,17.8146,7.67848,20238,20748,=AVERAGE(G50:H50),
6.3,298.928,298.48,597.408,17.5229,8.41367,5360,5376,=AVERAGE(G51:H51),
6.4,298.592,298.592,597.184,17.2041,9.12836,5372,5390,=AVERAGE(G52:H52),
6.5,298.48,299.264,597.744,16.8583,9.82213,5388,5359,=AVERAGE(G53:H53),
6.6,298.032,299.824,597.856,16.4858,10.4945,5406,5378,=AVERAGE(G54:H54),
6.7,298.256,299.376,597.632,16.0869,11.1449,5379,5397,=AVERAGE(G55:H55),
6.8,298.592,298.368,596.96,15.662,11.773,5352,5366,=AVERAGE(G56:H56),
6.9,298.144,299.376,597.52,15.2113,12.3783,5375,5341,=AVERAGE(G57:H57),
7,298.368,299.376,597.744,14.7353,12.9603,5402,5366,=AVERAGE(G58:H58),
