Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,57.232,44.24,101.472,14.394,15.0139,56980,70623,=AVERAGE(G3:H3),
1.6,281.344,297.808,579.152,14.394,15.0139,5640,6007,=AVERAGE(G4:H4),
1.7,299.824,298.144,597.968,14.394,15.0139,5374,5383,=AVERAGE(G5:H5),
1.8,299.376,298.368,597.744,14.394,15.0139,5369,5375,=AVERAGE(G6:H6),
1.9,297.696,298.368,596.064,14.394,15.0139,5381,5383,=AVERAGE(G7:H7),
2,298.256,298.928,597.184,14.2957,15.0676,5383,5378,=AVERAGE(G8:H8),
2.1,298.816,299.264,598.08,14.0656,15.1842,5376,5375,=AVERAGE(G9:H9),
2.2,298.48,298.032,596.512,13.8206,15.2962,5379,5379,=AVERAGE(G10:H10),
2.3,299.376,298.48,597.856,13.5605,15.4034,5369,5378,=AVERAGE(G11:H11),
2.4,298.48,298.816,597.296,13.2848,15.5056,5378,5382,=AVERAGE(G12:H12),
2.5,298.592,299.488,598.08,12.9932,15.6027,5380,5361,=AVERAGE(G13:H13),
2.6,298.144,299.6,597.744,12.6853,15.6945,5384,5380,=AVERAGE(G14:H14),
2.7,298.256,297.696,595.952,12.3607,15.7808,5376,5374,=AVERAGE(G15:H15),
2.8,298.256,299.712,597.968,12.019,15.8615,5371,5373,=AVERAGE(G16:H16),
2.9,298.704,298.256,596.96,11.6597,15.9363,5385,5380,=AVERAGE(G17:H17),
3,298.144,298.256,596.4,11.2826,16.0051,5382,5392,=AVERAGE(G18:H18),
3.1,298.144,298.48,596.624,10.8871,16.0676,5385,5379,=AVERAGE(G19:H19),
3.2,298.368,297.808,596.176,10.4728,16.1237,5389,5379,=AVERAGE(G20:H20),
3.3,298.256,298.816,597.072,10.0394,16.1731,5372,5380,=AVERAGE(G21:H21),
3.4,298.48,297.808,596.288,9.58647,16.2156,5383,5370,=AVERAGE(G22:H22),
3.5,298.368,299.6,597.968,9.11347,16.2511,5385,5373,=AVERAGE(G23:H23),
3.6,298.368,298.928,597.296,8.62009,16.2793,5375,5381,=AVERAGE(G24:H24),
3.7,298.256,298.592,596.848,8.10584,16.2999,5371,5377,=AVERAGE(G25:H25),
3.8,299.936,300.048,599.984,7.57031,16.3127,5399,5382,=AVERAGE(G26:H26),
3.9,298.704,297.808,596.512,7.01303,16.3175,5383,5387,=AVERAGE(G27:H27),
4,298.816,298.256,597.072,6.43368,16.3141,5373,5376,=AVERAGE(G28:H28),
4.1,298.704,298.48,597.184,5.83174,16.3021,5365,5395,=AVERAGE(G29:H29),
4.2,16.464,16.8,33.264,7.23404,13.572,5292,5307,=AVERAGE(G30:H30),
4.3,302.176,292.432,594.608,7.24927,13.572,16705,17319,=AVERAGE(G31:H31),
4.4,297.584,298.928,596.512,7.98105,13.297,5380,5371,=AVERAGE(G32:H32),
4.5,299.488,298.368,597.856,8.70789,13.0061,5388,5399,=AVERAGE(G33:H33),
4.6,298.48,298.704,597.184,9.41411,12.6989,5363,5378,=AVERAGE(G34:H34),
4.7,298.256,299.376,597.632,10.0992,12.375,5406,5361,=AVERAGE(G35:H35),
4.8,297.92,299.6,597.52,10.7627,12.034,5362,5378,=AVERAGE(G36:H36),
4.9,298.928,298.144,597.072,11.404,11.6755,5386,5397,=AVERAGE(G37:H37),
5,298.144,298.368,596.512,12.0229,11.2991,5379,5357,=AVERAGE(G38:H38),
5.1,298.704,299.264,597.968,12.6187,10.9044,5377,5389,=AVERAGE(G39:H39),
5.2,298.144,299.6,597.744,13.1911,10.491,5376,5354,=AVERAGE(G40:H40),
5.3,298.144,299.488,597.632,13.7397,10.0585,5380,5392,=AVERAGE(G41:H41),
5.4,298.704,298.256,596.96,14.2639,9.60634,5387,5396,=AVERAGE(G42:H42),
5.5,299.488,298.032,597.52,14.7636,9.13424,5358,5365,=AVERAGE(G43:H43),
5.6,298.368,299.6,597.968,15.2382,8.64172,5407,5379,=AVERAGE(G44:H44),
5.7,298.032,298.592,596.624,15.6874,8.12833,5380,5390,=AVERAGE(G45:H45),
5.8,298.256,298.256,596.512,16.1108,7.59372,5354,5363,=AVERAGE(G46:H46),
5.9,298.592,299.712,598.304,16.5081,7.03742,5372,5383,=AVERAGE(G47:H47),
6,298.704,297.92,596.624,16.8791,6.45904,5393,5400,=AVERAGE(G48:H48),
6.1,18.592,18.592,37.184,18.4098,5.80459,5157,5166,=AVERAGE(G49:H49),
6.2,288.064,279.776,567.84,17.8146,7.67854,17772,18417,=AVERAGE(G50:H50),
6.3,298.704,298.592,597.296,17.5229,8.41367,5381,5396,=AVERAGE(G51:H51),
6.4,299.376,298.256,597.632,17.2041,9.12836,5398,5363,=AVERAGE(G52:H52),
6.5,298.256,299.152,597.408,16.8583,9.82213,5365,5382,=AVERAGE(G53:H53),
