Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,44.688,28.56,28.56,28.56,187.6,14.394,15.0139,57079,70520,73748,74216,74822,=AVERAGE(J3:N3),
1.6,277.984,278.208,289.856,283.248,274.96,1404.26,14.394,15.0139,6534,6962,10409,10705,11094,=AVERAGE(J4:N4),
1.7,293.216,290.192,292.32,291.424,291.984,1459.14,14.394,15.0139,6370,6454,6463,6436,6448,=AVERAGE(J5:N5),
1.8,289.744,291.2,293.216,291.76,293.888,1459.81,14.394,15.0139,6475,6442,6445,6484,6419,=AVERAGE(J6:N6),
1.9,289.072,294.336,289.632,290.416,293.44,1456.9,14.394,15.0139,6502,6401,6391,6496,6431,=AVERAGE(J7:N7),
2,291.76,291.2,291.2,294.896,291.088,1460.14,14.2957,15.0676,6449,6458,6419,6410,6433,=AVERAGE(J8:N8),
2.1,295.456,294.56,293.776,288.288,291.2,1463.28,14.0656,15.1842,6339,6381,6395,6491,6415,=AVERAGE(J9:N9),
2.2,295.904,291.424,289.072,293.44,293.328,1463.17,13.8206,15.2962,6398,6406,6451,6431,6417,=AVERAGE(J10:N10),
2.3,286.944,292.656,295.344,291.76,290.192,1456.9,13.5605,15.4034,6481,6419,6363,6487,6518,=AVERAGE(J11:N11),
2.4,290.864,293.104,290.864,294.784,289.52,1459.14,13.2848,15.5056,6451,6451,6435,6429,6495,=AVERAGE(J12:N12),
2.5,290.08,291.872,297.808,291.2,291.536,1462.5,12.9932,15.6027,6418,6415,6292,6401,6425,=AVERAGE(J13:N13),
2.6,292.432,292.768,289.072,291.872,291.648,1457.79,12.6853,15.6945,6409,6381,6430,6412,6410,=AVERAGE(J14:N14),
2.7,293.104,289.968,295.008,292.096,288.176,1458.35,12.3607,15.7808,6374,6471,6425,6370,6458,=AVERAGE(J15:N15),
2.8,291.312,292.88,289.744,293.216,295.008,1462.16,12.019,15.8615,6434,6428,6437,6408,6396,=AVERAGE(J16:N16),
2.9,294.112,294.336,287.952,293.888,290.304,1460.59,11.6597,15.9363,6402,6344,6475,6380,6428,=AVERAGE(J17:N17),
3,289.072,296.464,295.568,292.096,289.968,1463.17,11.2825,16.0051,6399,6331,6360,6369,6366,=AVERAGE(J18:N18),
3.1,293.552,292.096,295.568,290.64,294.224,1466.08,10.8871,16.0676,6378,6353,6379,6384,6375,=AVERAGE(J19:N19),
3.2,294,292.992,290.864,289.408,292.88,1460.14,10.4728,16.1237,6393,6400,6447,6477,6391,=AVERAGE(J20:N20),
3.3,297.584,290.976,290.08,295.008,291.2,1464.85,10.0394,16.1731,6379,6429,6428,6381,6445,=AVERAGE(J21:N21),
3.4,293.328,290.976,288.176,290.08,293.664,1456.22,9.58643,16.2156,6395,6480,6416,6485,6475,=AVERAGE(J22:N22),
3.5,291.2,294,293.552,291.872,289.744,1460.37,9.1135,16.2511,6493,6453,6407,6493,6488,=AVERAGE(J23:N23),
3.6,295.456,292.656,295.568,290.864,292.432,1466.98,8.62007,16.2793,6434,6401,6438,6525,6504,=AVERAGE(J24:N24),
3.7,295.344,294.896,296.576,297.024,295.232,1479.07,8.10581,16.2999,6476,6487,6479,6471,6440,=AVERAGE(J25:N25),
