Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,43.568,28.56,28.56,28.56,186.48,14.394,15.0139,57006,71886,73617,74546,75125,=AVERAGE(J3:N3),
1.6,277.424,280.224,289.968,286.72,275.408,1409.74,14.394,15.0139,6468,7100,10372,10624,10987,=AVERAGE(J4:N4),
1.7,291.312,291.312,295.344,286.832,289.184,1453.98,14.394,15.0139,6453,6445,6402,6454,6497,=AVERAGE(J5:N5),
1.8,292.544,293.664,292.544,292.432,292.096,1463.28,14.394,15.0139,6435,6393,6367,6411,6459,=AVERAGE(J6:N6),
1.9,293.104,293.552,290.976,295.792,289.744,1463.17,14.394,15.0139,6369,6409,6441,6333,6466,=AVERAGE(J7:N7),
2,289.744,288.848,292.544,288.96,293.104,1453.2,14.2957,15.0676,6498,6485,6370,6487,6456,=AVERAGE(J8:N8),
2.1,292.544,295.232,292.656,290.64,293.44,1464.51,14.0655,15.1842,6489,6389,6484,6474,6443,=AVERAGE(J9:N9),
2.2,289.744,292.32,294.336,290.976,290.08,1457.46,13.8206,15.2962,6454,6441,6355,6418,6410,=AVERAGE(J10:N10),
2.3,289.632,292.208,291.984,291.312,293.776,1458.91,13.5605,15.4034,6456,6421,6413,6438,6415,=AVERAGE(J11:N11),
2.4,295.12,291.648,291.984,291.2,294.56,1464.51,13.2848,15.5056,6415,6440,6443,6407,6447,=AVERAGE(J12:N12),
2.5,293.552,290.08,292.656,289.52,291.984,1457.79,12.9932,15.6027,6402,6470,6372,6454,6471,=AVERAGE(J13:N13),
2.6,287.056,294.336,292.432,294.56,289.408,1457.79,12.6853,15.6945,6470,6447,6368,6386,6445,=AVERAGE(J14:N14),
2.7,294.336,290.08,291.088,291.536,290.528,1457.57,12.3607,15.7808,6446,6479,6424,6400,6456,=AVERAGE(J15:N15),
2.8,288.96,296.464,290.752,291.984,290.864,1459.02,12.019,15.8615,6467,6417,6442,6418,6490,=AVERAGE(J16:N16),
2.9,295.232,288.736,293.888,290.416,297.472,1465.74,11.6597,15.9363,6378,6443,6367,6430,6444,=AVERAGE(J17:N17),
3,291.984,289.856,293.216,294.224,288.624,1457.9,11.2826,16.0051,6447,6489,6441,6355,6507,=AVERAGE(J18:N18),
3.1,292.32,290.528,294,290.864,290.864,1458.58,10.8871,16.0676,6388,6481,6381,6427,6464,=AVERAGE(J19:N19),
3.2,289.52,297.024,292.656,293.664,290.08,1462.94,10.4728,16.1237,6414,6348,6407,6379,6458,=AVERAGE(J20:N20),
3.3,291.872,293.216,292.768,291.872,291.2,1460.93,10.0394,16.1731,6418,6377,6440,6435,6453,=AVERAGE(J21:N21),
3.4,291.424,293.328,289.968,293.888,291.648,1460.26,9.58647,16.2156,6447,6417,6467,6409,6439,=AVERAGE(J22:N22),
3.5,288.736,295.456,289.856,289.184,295.008,1458.24,9.11347,16.2511,6508,6459,6453,6518,6440,=AVERAGE(J23:N23),
3.6,291.984,291.872,293.552,293.328,291.2,1461.94,8.62007,16.2793,6469,6401,6451,6436,6477,=AVERAGE(J24:N24),
3.7,295.456,296.24,295.792,295.792,295.232,1478.51,8.10581,16.2999,6474,6466,6409,6434,6500,=AVERAGE(J25:N25),
3.8,291.872,292.88,293.104,295.456,292.208,1465.52,7.57031,16.3127,6429,6396,6451,6388,6474,=AVERAGE(J26:N26),
3.9,294.112,293.552,287.056,289.296,286.384,1450.4,7.01303,16.3175,6392,6401,6403,6404,6398,=AVERAGE(J27:N27),
4,285.712,290.864,293.664,291.312,289.968,1451.52,6.43364,16.3141,6364,6382,6401,6367,6386,=AVERAGE(J28:N28),
4.1,288.176,294.784,281.792,294.112,291.648,1450.51,5.83174,16.3021,6330,6402,6346,6358,6399,=AVERAGE(J29:N29),
4.2,29.12,21.84,34.496,27.216,29.008,141.68,7.23405,13.572,8390,7878,8146,7673,8451,=AVERAGE(J30:N30),
4.3,251.776,240.8,229.712,236.768,246.064,1205.12,7.3252,13.572,21476,22913,24048,23404,22199,=AVERAGE(J31:N31),
4.4,290.08,289.744,292.32,290.416,296.8,1459.36,7.98101,13.297,6411,6498,6400,6460,6397,=AVERAGE(J32:N32),
4.5,289.744,291.648,295.12,288.288,288.96,1453.76,8.70792,13.0061,6436,6475,6400,6479,6476,=AVERAGE(J33:N33),
4.6,293.664,291.536,294.112,294.336,289.744,1463.39,9.41415,12.6989,6451,6418,6364,6440,6390,=AVERAGE(J34:N34),
4.7,290.976,295.904,291.872,293.776,290.752,1463.28,10.0992,12.375,6423,6314,6360,6382,6426,=AVERAGE(J35:N35),
4.8,291.76,294.896,290.864,291.2,290.528,1459.25,10.7627,12.034,6439,6378,6461,6415,6436,=AVERAGE(J36:N36),
4.9,294.784,291.088,295.232,290.976,295.12,1467.2,11.4041,11.6755,6335,6414,6296,6431,6366,=AVERAGE(J37:N37),
5,292.656,287.616,293.104,292.88,290.08,1456.34,12.0229,11.2991,6415,6497,6439,6457,6436,=AVERAGE(J38:N38),
5.1,292.096,290.752,292.544,290.528,291.984,1457.9,12.6187,10.9044,6442,6466,6395,6409,6467,=AVERAGE(J39:N39),
5.2,289.184,291.312,292.88,290.416,289.296,1453.09,13.1911,10.491,6433,6466,6426,6439,6456,=AVERAGE(J40:N40),
5.3,290.752,297.696,294.448,288.96,292.88,1464.74,13.7397,10.0584,6550,6408,6428,6435,6500,=AVERAGE(J41:N41),
5.4,294.336,292.544,291.088,294.336,293.104,1465.41,14.264,9.60632,6301,6433,6385,6412,6391,=AVERAGE(J42:N42),
5.5,296.688,291.536,289.184,291.648,288.624,1457.68,14.7636,9.13421,6383,6397,6462,6408,6460,=AVERAGE(J43:N43),
5.6,288.624,291.76,294.448,291.424,296.352,1462.61,15.2382,8.64172,6412,6404,6364,6494,6327,=AVERAGE(J44:N44),
5.7,292.88,290.304,291.424,294.56,291.648,1460.82,15.6874,8.12837,6431,6492,6487,6391,6482,=AVERAGE(J45:N45),
5.8,293.44,295.232,294.784,289.968,289.408,1462.83,16.1108,7.59376,6446,6309,6384,6433,6407,=AVERAGE(J46:N46),
