Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,44.352,101.584,16.1833,10.8819,56917,71100,=AVERAGE(G3:H3),
1.6,283.472,288.96,572.432,16.1833,10.8819,5626,5987,=AVERAGE(G4:H4),
1.7,297.808,299.712,597.52,16.1833,10.8819,5376,5367,=AVERAGE(G5:H5),
1.8,298.704,298.256,596.96,16.1833,10.8819,5378,5381,=AVERAGE(G6:H6),
1.9,298.48,298.928,597.408,16.1833,10.8819,5383,5382,=AVERAGE(G7:H7),
2,298.48,299.04,597.52,16.3097,11.7279,5376,5373,=AVERAGE(G8:H8),
2.1,298.256,298.592,596.848,15.9825,13.4634,5387,5384,=AVERAGE(G9:H9),
2.2,298.144,299.264,597.408,14.5863,14.9015,5377,5370,=AVERAGE(G10:H10),
2.3,298.592,298.816,597.408,11.7922,15.9099,5381,5384,=AVERAGE(G11:H11),
2.4,264.32,263.2,527.52,6.59847,16.3159,5400,5436,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,180.656,174.608,355.264,16.944,6.35896,30239,31445,=AVERAGE(G14:H14),
2.7,196.336,189.728,386.064,18.0955,6.87199,16768,17660,=AVERAGE(G15:H15),
2.8,224.112,225.008,449.12,6.77906,18.1253,5395,5399,=AVERAGE(G16:H16),
2.9,197.904,190.064,387.968,6.39803,16.9157,15929,16765,=AVERAGE(G17:H17),
3,246.848,246.96,493.808,13.7425,6.74737,5392,5392,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,290.64,283.584,574.224,13.8152,15.7737,20528,21159,=AVERAGE(G20:H20),
3.3,298.256,299.04,597.296,12.0224,16.3173,5377,5369,=AVERAGE(G21:H21),
3.4,299.264,298.368,597.632,11.8398,16.315,5376,5381,=AVERAGE(G22:H22),
3.5,298.48,298.48,596.96,11.6551,16.3046,5375,5389,=AVERAGE(G23:H23),
3.6,298.816,298.368,597.184,11.4685,16.2864,5390,5382,=AVERAGE(G24:H24),
3.7,298.704,298.928,597.632,11.28,16.2605,5364,5366,=AVERAGE(G25:H25),
3.8,299.936,300.048,599.984,11.2554,16.2566,5389,5376,=AVERAGE(G26:H26),
3.9,299.152,298.704,597.856,11.2554,16.2566,5366,5374,=AVERAGE(G27:H27),
4,298.928,298.48,597.408,11.2554,16.2566,5369,5390,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
