Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,16.1833,10.8819,0,0,0,0,=AVERAGE(I2:L2),
1.5,57.232,50.064,28.56,28.56,164.416,16.1833,10.8819,56730,64863,74316,73752,=AVERAGE(I3:L3),
1.6,282.016,278.768,289.744,293.888,1144.42,16.1833,10.8819,5997,6212,10085,9920,=AVERAGE(I4:L4),
1.7,297.584,294.56,293.552,292.432,1178.13,16.1833,10.8819,5807,5836,5840,5861,=AVERAGE(I5:L5),
1.8,296.8,295.568,295.344,294.336,1182.05,16.1833,10.8819,5821,5820,5846,5854,=AVERAGE(I6:L6),
1.9,293.552,297.36,295.904,295.568,1182.38,16.1833,10.8819,5822,5819,5824,5831,=AVERAGE(I7:L7),
2,295.456,295.008,296.016,294.784,1181.26,16.3097,11.7279,5836,5838,5806,5832,=AVERAGE(I8:L8),
2.1,294.672,292.656,297.248,293.888,1178.46,15.9825,13.4635,5819,5851,5817,5843,=AVERAGE(I9:L9),
2.2,297.36,296.688,293.44,295.456,1182.94,14.5862,14.9015,5802,5830,5829,5826,=AVERAGE(I10:L10),
2.3,296.576,292.992,293.552,295.904,1179.02,11.7922,15.9099,5805,5860,5843,5812,=AVERAGE(I11:L11),
2.4,256.816,255.808,260.4,255.472,1028.5,6.59807,16.3159,5872,5861,5807,5831,=AVERAGE(I12:L12),
2.5,0,0,0,0,0,6.87199,13.6971,0,0,0,0,=AVERAGE(I13:L13),
2.6,176.4,164.752,160.16,171.136,672.448,16.944,6.35782,31668,34546,35780,33113,=AVERAGE(I14:L14),
2.7,192.752,184.8,172.144,178.864,728.56,18.0955,6.87199,17259,18149,19809,18996,=AVERAGE(I15:L15),
2.8,223.216,222.544,225.008,224.896,895.664,6.77921,18.1259,5855,5865,5905,5832,=AVERAGE(I16:L16),
2.9,192.864,190.064,176.4,180.096,739.424,6.39803,16.9157,16435,16952,18519,18140,=AVERAGE(I17:L17),
3,246.512,245.056,246.848,246.512,984.928,13.7424,6.74612,5887,5828,5873,5877,=AVERAGE(I18:L18),
3.1,0,0,0,0,0,16.3136,6.39803,0,0,0,0,=AVERAGE(I19:L19),
3.2,289.296,275.856,272.944,283.024,1121.12,13.8152,15.7739,20662,22128,22343,21358,=AVERAGE(I20:L20),
3.3,295.456,295.568,296.8,295.904,1183.73,12.0224,16.3173,5824,5830,5824,5847,=AVERAGE(I21:L21),
3.4,293.216,295.008,295.792,297.024,1181.04,11.8397,16.315,5846,5841,5837,5812,=AVERAGE(I22:L22),
3.5,295.344,295.792,297.584,294,1182.72,11.6551,16.3046,5857,5843,5807,5834,=AVERAGE(I23:L23),
3.6,293.776,298.144,294.224,296.016,1182.16,11.4684,16.2864,5839,5797,5855,5802,=AVERAGE(I24:L24),
3.7,298.256,297.36,297.024,298.032,1190.67,11.28,16.2605,5807,5835,5838,5835,=AVERAGE(I25:L25),
3.8,297.92,297.472,295.904,298.816,1190.11,11.2554,16.2566,5810,5824,5837,5826,=AVERAGE(I26:L26),
3.9,296.352,295.232,294.672,295.568,1181.82,11.2554,16.2566,5795,5825,5775,5811,=AVERAGE(I27:L27),
4,294.672,293.104,294.784,293.328,1175.89,11.2554,16.2566,5805,5795,5813,5839,=AVERAGE(I28:L28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(F7:F28)
