Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,57.232,41.328,98.56,14.394,15.0139,56952,74259,=AVERAGE(G3:H3),
1.6,284.928,292.096,577.024,14.394,15.0139,5616,6230,=AVERAGE(G4:H4),
1.7,298.256,299.264,597.52,14.394,15.0139,5380,5375,=AVERAGE(G5:H5),
1.8,298.368,298.256,596.624,14.394,15.0139,5377,5385,=AVERAGE(G6:H6),
1.9,298.144,299.04,597.184,14.394,15.0139,5379,5373,=AVERAGE(G7:H7),
2,298.368,299.264,597.632,14.2957,15.0676,5375,5375,=AVERAGE(G8:H8),
2.1,298.032,298.256,596.288,14.0655,15.1842,5382,5379,=AVERAGE(G9:H9),
2.2,298.928,299.712,598.64,13.8206,15.2962,5371,5375,=AVERAGE(G10:H10),
2.3,298.816,297.92,596.736,13.5605,15.4034,5386,5384,=AVERAGE(G11:H11),
2.4,298.816,298.48,597.296,13.2848,15.5056,5369,5377,=AVERAGE(G12:H12),
2.5,298.704,299.712,598.416,12.9932,15.6027,5368,5375,=AVERAGE(G13:H13),
2.6,298.48,298.032,596.512,12.6853,15.6945,5381,5387,=AVERAGE(G14:H14),
2.7,298.368,298.592,596.96,12.3607,15.7808,5385,5377,=AVERAGE(G15:H15),
2.8,298.48,298.592,597.072,12.019,15.8615,5369,5380,=AVERAGE(G16:H16),
2.9,298.144,298.144,596.288,11.6597,15.9363,5382,5391,=AVERAGE(G17:H17),
3,299.6,298.48,598.08,11.2826,16.0051,5368,5372,=AVERAGE(G18:H18),
3.1,298.256,299.376,597.632,10.8871,16.0676,5382,5373,=AVERAGE(G19:H19),
3.2,299.712,298.032,597.744,10.4728,16.1237,5371,5387,=AVERAGE(G20:H20),
3.3,297.92,299.04,596.96,10.0394,16.1731,5385,5387,=AVERAGE(G21:H21),
3.4,297.92,299.376,597.296,9.58645,16.2156,5378,5360,=AVERAGE(G22:H22),
3.5,298.48,298.704,597.184,9.1135,16.2511,5361,5377,=AVERAGE(G23:H23),
3.6,298.256,298.368,596.624,8.62007,16.2793,5392,5386,=AVERAGE(G24:H24),
3.7,298.704,298.256,596.96,8.10582,16.2999,5369,5382,=AVERAGE(G25:H25),
3.8,300.272,300.048,600.32,7.57031,16.3127,5373,5387,=AVERAGE(G26:H26),
3.9,297.92,299.6,597.52,7.01306,16.3175,5378,5371,=AVERAGE(G27:H27),
4,298.928,298.48,597.408,6.43368,16.3141,5394,5381,=AVERAGE(G28:H28),
4.1,298.144,298.592,596.736,5.83174,16.3021,5361,5373,=AVERAGE(G29:H29),
4.2,18.256,18.928,37.184,7.23397,13.572,5335,5776,=AVERAGE(G30:H30),
4.3,298.368,292.768,591.136,7.24909,13.572,16815,17223,=AVERAGE(G31:H31),
4.4,298.368,297.696,596.064,7.98101,13.297,5378,5369,=AVERAGE(G32:H32),
4.5,298.592,298.704,597.296,8.70794,13.0061,5381,5401,=AVERAGE(G33:H33),
4.6,298.816,298.256,597.072,9.41411,12.6989,5390,5378,=AVERAGE(G34:H34),
4.7,297.808,299.6,597.408,10.0992,12.375,5371,5363,=AVERAGE(G35:H35),
4.8,299.04,298.256,597.296,10.7627,12.034,5392,5376,=AVERAGE(G36:H36),
4.9,298.928,297.92,596.848,11.404,11.6755,5350,5398,=AVERAGE(G37:H37),
5,298.368,298.592,596.96,12.0229,11.2991,5375,5393,=AVERAGE(G38:H38),
5.1,298.816,298.368,597.184,12.6187,10.9045,5373,5390,=AVERAGE(G39:H39),
5.2,297.92,298.256,596.176,13.1911,10.491,5408,5354,=AVERAGE(G40:H40),
5.3,298.816,299.264,598.08,13.7397,10.0584,5378,5394,=AVERAGE(G41:H41),
5.4,299.04,298.368,597.408,14.2639,9.60632,5346,5398,=AVERAGE(G42:H42),
5.5,298.256,298.144,596.4,14.7636,9.13424,5391,5368,=AVERAGE(G43:H43),
5.6,298.256,298.032,596.288,15.2382,8.64172,5403,5378,=AVERAGE(G44:H44),
5.7,298.48,298.816,597.296,15.6873,8.12837,5378,5393,=AVERAGE(G45:H45),
5.8,298.816,299.152,597.968,16.1108,7.59376,5352,5367,=AVERAGE(G46:H46),
5.9,298.816,298.48,597.296,16.5081,7.03746,5369,5383,=AVERAGE(G47:H47),
6,298.592,298.256,596.848,16.8791,6.45904,5389,5403,=AVERAGE(G48:H48),
6.1,18.928,17.696,36.624,18.4098,5.83611,5166,5132,=AVERAGE(G49:H49),
6.2,263.312,256.704,520.016,17.8146,7.67848,20045,20720,=AVERAGE(G50:H50),
6.3,298.704,298.368,597.072,17.5229,8.41365,5356,5376,=AVERAGE(G51:H51),
6.4,299.264,298.48,597.744,17.2041,9.12838,5371,5390,=AVERAGE(G52:H52),
6.5,299.488,297.584,597.072,16.8583,9.82213,5387,5404,=AVERAGE(G53:H53),
6.6,299.936,298.928,598.864,16.4858,10.4945,5358,5377,=AVERAGE(G54:H54),
6.7,298.256,298.592,596.848,16.0869,11.1449,5375,5396,=AVERAGE(G55:H55),
6.8,298.816,299.712,598.528,15.662,11.773,5399,5371,=AVERAGE(G56:H56),
6.9,299.6,297.808,597.408,15.2113,12.3783,5323,5338,=AVERAGE(G57:H57),
7,297.92,300.048,597.968,14.7353,12.9603,5397,5421,=AVERAGE(G58:H58),
7.1,299.488,298.032,597.52,14.2342,13.5186,5377,5339,=AVERAGE(G59:H59),
7.2,298.48,298.816,597.296,13.7085,14.0529,5405,5425,=AVERAGE(G60:H60),
7.3,298.928,298.144,597.072,13.1585,14.5626,5384,5345,=AVERAGE(G61:H61),
7.4,298.032,299.712,597.744,12.5848,15.0475,5361,5382,=AVERAGE(G62:H62),
7.5,298.704,298.592,597.296,11.9876,15.5071,5398,5357,=AVERAGE(G63:H63),
7.6,299.6,298.368,597.968,11.3674,15.9411,5321,5394,=AVERAGE(G64:H64),
7.7,298.592,298.816,597.408,10.7248,16.3491,5417,5375,=AVERAGE(G65:H65),
7.8,298.48,299.04,597.52,10.06,16.7308,5338,5416,=AVERAGE(G66:H66),
7.9,299.152,298.144,597.296,9.37372,17.086,5381,5335,=AVERAGE(G67:H67),
8,299.712,300.16,599.872,8.66629,17.4143,5364,5382,=AVERAGE(G68:H68),
8.1,299.376,299.488,598.864,7.93823,17.7156,5409,5426,=AVERAGE(G69:H69),
8.2,298.144,298.144,596.288,7.19003,17.9894,5391,5343,=AVERAGE(G70:H70),
8.3,298.256,298.368,596.624,6.42216,18.2356,5376,5391,=AVERAGE(G71:H71),
8.4,18.032,18.256,36.288,7.03269,16.5113,4801,5913,=AVERAGE(G72:H72),
8.5,297.136,291.312,588.448,7.58918,16.1142,16773,17267,=AVERAGE(G73:H73),
8.6,299.152,300.272,599.424,7.60002,16.1142,5445,5400,=AVERAGE(G74:H74),
8.7,298.48,298.144,596.624,8.12397,15.691,5356,5375,=AVERAGE(G75:H75),
8.8,299.6,298.592,598.192,8.6375,15.242,5339,5356,=AVERAGE(G76:H76),
8.9,298.48,298.816,597.296,9.13019,14.7677,5387,5408,=AVERAGE(G77:H77),
9,298.48,298.256,596.736,9.60246,14.2682,5369,5389,=AVERAGE(G78:H78),
9.1,298.48,298.704,597.184,10.0548,13.7441,5424,5371,=AVERAGE(G79:H79),
9.2,298.368,298.816,597.184,10.4875,13.1958,5334,5428,=AVERAGE(G80:H80),
9.3,299.824,297.92,597.744,10.9011,12.6236,5394,5335,=AVERAGE(G81:H81),
9.4,298.256,298.704,596.96,11.2959,12.0279,5375,5395,=AVERAGE(G82:H82),
9.5,299.488,298.256,597.744,11.6725,11.4093,5361,5378,=AVERAGE(G83:H83),
9.6,298.032,298.368,596.4,12.0311,10.7681,5421,5362,=AVERAGE(G84:H84),
9.7,299.488,298.48,597.968,12.3722,10.1049,5331,5425,=AVERAGE(G85:H85),
9.8,298.928,298.032,596.96,12.6963,9.41994,5393,5330,=AVERAGE(G86:H86),
9.9,299.152,298.144,597.296,13.0036,8.71389,5380,5396,=AVERAGE(G87:H87),
10,299.152,298.704,597.856,13.2946,7.9872,5366,5383,=AVERAGE(G88:H88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D88)
