Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,14.394,15.0139,0,0,0,=AVERAGE(H2:J2),
1.5,57.232,39.984,28.56,125.776,14.394,15.0139,56910,75324,73881,=AVERAGE(H3:J3),
1.6,282.688,292.768,296.24,871.696,14.394,15.0139,5774,6537,9605,=AVERAGE(H4:J4),
1.7,297.696,297.696,296.24,891.632,14.394,15.0139,5538,5546,5548,=AVERAGE(H5:J5),
1.8,295.904,299.04,298.816,893.76,14.394,15.0139,5543,5533,5531,=AVERAGE(H6:J6),
1.9,298.48,296.128,296.016,890.624,14.394,15.0139,5537,5561,5553,=AVERAGE(H7:J7),
2,298.48,298.144,296.128,892.752,14.2957,15.0676,5534,5550,5550,=AVERAGE(H8:J8),
2.1,296.576,297.808,297.36,891.744,14.0656,15.1842,5550,5550,5551,=AVERAGE(H9:J9),
2.2,297.92,298.592,296.016,892.528,13.8206,15.2962,5531,5541,5547,=AVERAGE(H10:J10),
2.3,296.688,297.808,296.8,891.296,13.5605,15.4034,5558,5546,5547,=AVERAGE(H11:J11),
2.4,298.032,296.128,299.488,893.648,13.2848,15.5056,5532,5547,5524,=AVERAGE(H12:J12),
2.5,296.912,298.928,297.136,892.976,12.9932,15.6027,5548,5553,5551,=AVERAGE(H13:J13),
2.6,296.24,296.128,298.256,890.624,12.6853,15.6945,5553,5564,5535,=AVERAGE(H14:J14),
2.7,297.92,295.904,296.128,889.952,12.3607,15.7808,5541,5566,5554,=AVERAGE(H15:J15),
2.8,296.128,296.912,297.36,890.4,12.019,15.8615,5543,5550,5533,=AVERAGE(H16:J16),
2.9,299.152,296.464,296.8,892.416,11.6597,15.9363,5538,5561,5550,=AVERAGE(H17:J17),
3,297.024,297.808,295.792,890.624,11.2826,16.0051,5544,5560,5555,=AVERAGE(H18:J18),
3.1,296.912,297.136,296.8,890.848,10.8871,16.0676,5547,5543,5556,=AVERAGE(H19:J19),
3.2,296.576,298.816,297.584,892.976,10.4728,16.1237,5567,5546,5540,=AVERAGE(H20:J20),
3.3,295.904,297.36,297.472,890.736,10.0394,16.1731,5532,5557,5534,=AVERAGE(H21:J21),
3.4,297.808,295.904,299.152,892.864,9.58647,16.2156,5546,5565,5525,=AVERAGE(H22:J22),
3.5,297.024,297.248,299.376,893.648,9.11348,16.2511,5547,5550,5541,=AVERAGE(H23:J23),
3.6,296.912,297.696,296.576,891.184,8.62009,16.2793,5538,5539,5543,=AVERAGE(H24:J24),
3.7,297.696,297.92,298.256,893.872,8.10581,16.2999,5557,5556,5540,=AVERAGE(H25:J25),
3.8,299.152,299.04,299.376,897.568,7.57028,16.3127,5540,5560,5542,=AVERAGE(H26:J26),
3.9,296.688,298.144,297.36,892.192,7.01306,16.3175,5545,5542,5545,=AVERAGE(H27:J27),
4,297.248,296.8,296.576,890.624,6.43364,16.3141,5535,5578,5531,=AVERAGE(H28:J28),
4.1,295.68,293.888,296.352,885.92,5.8317,16.3021,5551,5542,5547,=AVERAGE(H29:J29),
4.2,21.056,21.84,21.392,64.288,7.23397,13.572,5560,5949,5586,=AVERAGE(H30:J30),
4.3,297.584,291.872,286.72,876.176,7.25005,13.572,16884,17299,17820,=AVERAGE(H31:J31),
4.4,296.24,297.808,296.352,890.4,7.98101,13.297,5568,5571,5552,=AVERAGE(H32:J32),
4.5,297.92,296.464,295.12,889.504,8.70789,13.0061,5519,5541,5579,=AVERAGE(H33:J33),
4.6,297.696,296.24,298.928,892.864,9.41414,12.6989,5554,5577,5507,=AVERAGE(H34:J34),
4.7,298.256,296.464,298.032,892.752,10.0992,12.375,5539,5561,5543,=AVERAGE(H35:J35),
4.8,296.24,296.576,297.808,890.624,10.7627,12.034,5553,5547,5559,=AVERAGE(H36:J36),
4.9,297.136,296.912,296.24,890.288,11.4041,11.6755,5546,5570,5544,=AVERAGE(H37:J37),
5,298.704,296.24,296.912,891.856,12.0229,11.2991,5509,5563,5538,=AVERAGE(H38:J38),
5.1,299.152,296.24,297.024,892.416,12.6187,10.9045,5540,5560,5534,=AVERAGE(H39:J39),
5.2,297.584,296.8,297.024,891.408,13.1911,10.491,5537,5562,5568,=AVERAGE(H40:J40),
5.3,298.928,296.016,296.576,891.52,13.7397,10.0584,5506,5563,5533,=AVERAGE(H41:J41),
5.4,297.808,296.464,298.704,892.976,14.2639,9.60632,5546,5532,5541,=AVERAGE(H42:J42),
5.5,297.024,296.912,297.696,891.632,14.7636,9.13422,5554,5580,5546,=AVERAGE(H43:J43),
5.6,297.136,296.688,299.152,892.976,15.2382,8.64172,5526,5551,5519,=AVERAGE(H44:J44),
5.7,297.472,298.256,296.24,891.968,15.6873,8.12833,5540,5526,5525,=AVERAGE(H45:J45),
5.8,295.904,298.816,296.688,891.408,16.1108,7.59374,5553,5541,5540,=AVERAGE(H46:J46),
5.9,298.928,295.568,297.248,891.744,16.5081,7.03742,5535,5553,5558,=AVERAGE(H47:J47),
6,296.8,298.256,296.128,891.184,16.8791,6.45901,5551,5577,5532,=AVERAGE(H48:J48),
6.1,20.16,17.36,18.032,55.552,18.4098,5.80798,5374,5293,6052,=AVERAGE(H49:J49),
6.2,261.632,257.712,251.328,770.672,17.8146,7.67848,20194,20766,21392,=AVERAGE(H50:J50),
6.3,297.36,296.8,297.024,891.184,17.5229,8.41364,5518,5548,5556,=AVERAGE(H51:J51),
6.4,296.352,298.592,295.904,890.848,17.2041,9.12841,5576,5565,5567,=AVERAGE(H52:J52),
6.5,297.92,296.016,295.904,889.84,16.8583,9.82213,5501,5575,5535,=AVERAGE(H53:J53),
6.6,295.904,296.688,298.256,890.848,16.4858,10.4945,5563,5547,5558,=AVERAGE(H54:J54),
6.7,297.024,297.696,296.352,891.072,16.0869,11.1449,5588,5569,5573,=AVERAGE(H55:J55),
6.8,297.136,296.912,299.488,893.536,15.662,11.773,5511,5540,5502,=AVERAGE(H56:J56),
6.9,298.256,296.128,295.904,890.288,15.2113,12.3783,5537,5562,5567,=AVERAGE(H57:J57),
7,296.576,299.04,298.032,893.648,14.7353,12.9603,5561,5543,5546,=AVERAGE(H58:J58),
7.1,296.352,298.032,296.576,890.96,14.2342,13.5187,5591,5568,5516,=AVERAGE(H59:J59),
7.2,297.36,298.368,297.248,892.976,13.7085,14.0529,5516,5545,5547,=AVERAGE(H60:J60),
7.3,297.36,297.136,296.688,891.184,13.1585,14.5626,5548,5518,5578,=AVERAGE(H61:J61),
7.4,297.808,296.576,296.352,890.736,12.5847,15.0475,5527,5550,5555,=AVERAGE(H62:J62),
7.5,297.248,296.016,298.928,892.192,11.9876,15.5071,5562,5585,5539,=AVERAGE(H63:J63),
7.6,298.256,298.032,297.024,893.312,11.3674,15.9411,5544,5569,5513,=AVERAGE(H64:J64),
7.7,298.48,298.032,296.24,892.752,10.7247,16.3491,5524,5549,5549,=AVERAGE(H65:J65),
7.8,297.92,298.144,296.8,892.864,10.06,16.7309,5503,5529,5530,=AVERAGE(H66:J66),
7.9,297.696,296.576,296.8,891.072,9.37372,17.086,5545,5568,5572,=AVERAGE(H67:J67),
8,299.712,299.488,299.152,898.352,8.66629,17.4143,5593,5556,5559,=AVERAGE(H68:J68),
8.1,296.912,299.6,297.92,894.432,7.93823,17.7155,5508,5538,5538,=AVERAGE(H69:J69),
8.2,296.8,297.024,297.248,891.072,7.18998,17.9894,5555,5580,5519,=AVERAGE(H70:J70),
8.3,297.248,296.912,297.024,891.184,6.42217,18.2356,5540,5498,5567,=AVERAGE(H71:J71),
8.4,19.824,19.264,19.264,58.352,7.03269,16.5113,6062,6085,5068,=AVERAGE(H72:J72),
8.5,296.128,290.752,285.264,872.144,7.58918,16.1142,16796,17343,17825,=AVERAGE(H73:J73),
8.6,300.272,298.256,296.352,894.88,7.60015,16.1142,5545,5569,5572,=AVERAGE(H74:J74),
8.7,296.128,296.8,298.816,891.744,8.12397,15.691,5585,5546,5558,=AVERAGE(H75:J75),
8.8,297.92,296.464,295.904,890.288,8.63753,15.242,5500,5525,5531,=AVERAGE(H76:J76),
8.9,296.24,297.92,297.472,891.632,9.13019,14.7676,5548,5580,5514,=AVERAGE(H77:J77),
9,296.688,296.688,298.816,892.192,9.60247,14.2682,5603,5559,5569,=AVERAGE(H78:J78),
9.1,297.696,296.576,298.592,892.864,10.0548,13.7442,5516,5541,5478,=AVERAGE(H79:J79),
9.2,296.688,296.688,298.144,891.52,10.4875,13.1958,5570,5597,5605,=AVERAGE(H80:J80),
9.3,296.576,296.464,297.472,890.512,10.9011,12.6236,5479,5505,5512,=AVERAGE(H81:J81),
9.4,296.576,298.48,297.696,892.752,11.2959,12.028,5614,5568,5495,=AVERAGE(H82:J82),
9.5,298.592,296.576,295.904,891.072,11.6724,11.4093,5526,5548,5550,=AVERAGE(H83:J83),
9.6,296.352,296.352,297.808,890.512,12.0311,10.7681,5506,5531,5538,=AVERAGE(H84:J84),
9.7,296.464,298.144,297.136,891.744,12.3722,10.1049,5569,5598,5600,=AVERAGE(H85:J85),
9.8,296.576,296.464,297.584,890.624,12.6963,9.41996,5555,5581,5507,=AVERAGE(H86:J86),
9.9,296.688,298.144,295.792,890.624,13.0036,8.71386,5542,5489,5568,=AVERAGE(H87:J87),
10,299.6,298.144,297.136,894.88,13.2946,7.98717,5533,5555,5557,=AVERAGE(H88:J88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(E7:E88)
