Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),User8_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),User8_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,0,=AVERAGE(M2:T2),
1.5,57.232,39.76,28.56,28.56,28.56,28.56,28.56,28.56,268.352,14.394,15.0139,56972,76278,73844,74389,75031,75599,76123,76685,=AVERAGE(M3:T3),
1.6,218.624,226.912,234.64,230.832,219.408,220.08,213.472,204.96,1768.93,14.394,15.0139,9439,10243,13553,14664,14573,15116,15368,16171,=AVERAGE(M4:T4),
1.7,221.088,224.112,222.992,218.064,227.584,232.736,229.264,223.328,1799.17,14.394,15.0139,9999,10280,9855,10279,9987,9997,10031,10422,=AVERAGE(M5:T5),
1.8,226.8,219.856,220.976,234.64,229.6,214.256,228.928,227.472,1802.53,14.394,15.0139,9932,10218,9561,9860,10042,10038,9568,10053,=AVERAGE(M6:T6),
1.9,221.536,232.848,229.824,222.768,229.6,232.512,225.12,225.008,1819.22,14.394,15.0139,10404,9732,10517,10474,9596,9445,9669,9626,=AVERAGE(M7:T7),
2,223.328,228.928,225.456,225.792,219.968,223.552,219.184,230.048,1796.26,14.2957,15.0676,10563,10127,10236,10152,10239,9891,9872,9775,=AVERAGE(M8:T8),
2.1,224.112,220.192,226.464,229.04,223.216,227.808,225.12,222.096,1798.05,14.0656,15.1842,10210,9698,9875,9720,10090,10285,10255,10126,=AVERAGE(M9:T9),
2.2,228.928,226.016,225.344,229.6,226.912,224.784,230.608,226.352,1818.54,13.8206,15.2962,10404,9970,10491,10092,10079,10031,10242,9745,=AVERAGE(M10:T10),
2.3,217.84,222.096,229.6,228.368,224.448,226.688,228.928,219.408,1797.38,13.5605,15.4034,10111,10504,9796,10235,10408,10143,10104,9397,=AVERAGE(M11:T11),
2.4,227.472,235.984,219.632,215.6,233.856,230.048,214.928,233.856,1811.38,13.2848,15.5056,10211,9852,9886,10220,9870,9680,10210,9998,=AVERAGE(M12:T12),
2.5,221.648,222.096,226.352,232.4,217.168,220.864,223.552,219.632,1783.71,12.9932,15.6027,9892,9813,9857,10051,9969,10077,10089,9740,=AVERAGE(M13:T13),
2.6,226.128,219.856,231.84,217.952,221.088,222.656,224.448,223.328,1787.3,12.6853,15.6945,9956,9939,9636,9851,9923,9955,10287,10012,=AVERAGE(M14:T14),
2.7,236.208,221.424,217.056,227.248,232.848,222.544,222.32,228.256,1807.9,12.3607,15.7808,10239,9965,9830,10301,10174,9512,10294,10214,=AVERAGE(M15:T15),
2.8,221.76,228.256,226.352,234.192,220.304,227.248,221.984,222.432,1802.53,12.019,15.8615,9897,9909,10292,10350,10218,9681,10401,10291,=AVERAGE(M16:T16),
2.9,218.176,235.872,225.68,227.36,230.72,227.808,225.456,228.144,1819.22,11.6597,15.9363,9934,10050,10206,10043,9618,9786,9961,10355,=AVERAGE(M17:T17),
3,226.016,223.552,230.608,224.56,222.432,225.344,225.568,220.864,1798.94,11.2826,16.0051,10021,9938,9917,9956,10023,9854,10112,9944,=AVERAGE(M18:T18),
3.1,230.944,222.992,225.68,227.024,228.368,227.248,225.568,228.256,1816.08,10.8871,16.0676,10300,9719,9837,10166,9707,9844,10247,9952,=AVERAGE(M19:T19),
3.2,222.544,229.6,229.712,220.08,230.72,232.064,219.856,220.304,1804.88,10.4728,16.1237,10363,10144,9940,10254,10413,10064,10399,10578,=AVERAGE(M20:T20),
3.3,230.608,223.552,222.992,231.728,220.528,224.896,230.16,230.72,1815.18,10.0394,16.1731,10236,10079,10064,9805,9796,10020,9833,9925,=AVERAGE(M21:T21),
3.4,224.112,229.376,226.912,217.392,228.928,229.936,223.776,227.92,1808.35,9.58646,16.2156,9982,9782,10046,9814,9897,9661,10028,9602,=AVERAGE(M22:T22),
3.5,222.32,221.312,226.24,229.152,218.96,223.104,230.048,219.184,1790.32,9.11345,16.2511,10385,9700,9822,10063,10250,10098,10201,10232,=AVERAGE(M23:T23),
3.6,218.624,226.24,217.168,223.552,237.664,216.944,215.264,222.432,1777.89,8.62007,16.2793,10388,9991,10348,10424,9580,10277,10145,10361,=AVERAGE(M24:T24),
3.7,235.984,222.88,226.464,223.664,227.472,228.368,219.408,223.888,1808.13,8.10582,16.2999,9513,10041,9785,10352,9844,10178,9717,9512,=AVERAGE(M25:T25),
3.8,215.04,232.512,228.48,221.2,226.688,224.448,230.272,223.552,1802.19,7.57027,16.3127,10281,9769,9928,10127,9843,9882,9967,9914,=AVERAGE(M26:T26),
3.9,228.48,212.8,227.92,231.056,206.64,230.608,219.968,240.352,1797.82,7.01306,16.3175,10105,9660,10138,10410,9843,10221,9919,10173,=AVERAGE(M27:T27),
4,234.08,230.72,221.76,219.968,236.32,216.496,227.472,219.184,1806,6.43368,16.3141,10365,10201,9867,9704,10381,10205,10304,10042,=AVERAGE(M28:T28),
4.1,215.376,222.88,227.136,229.04,226.576,233.296,226.576,225.904,1806.78,5.8317,16.3021,10132,10067,10302,10287,10027,10027,10147,10198,=AVERAGE(M29:T29),
4.2,1.232,17.808,0,3.024,6.16,2.016,18.816,0,49.056,7.23397,13.572,15366,10424,0,12561,15269,16314,13092,0,=AVERAGE(M30:T30),
4.3,234.976,213.024,219.52,215.712,215.488,231.504,196.56,231.952,1758.74,7.24912,13.572,24776,27987,27350,28028,26808,26058,28949,25347,=AVERAGE(M31:T31),
4.4,232.848,216.944,223.664,226.24,229.712,218.064,227.136,235.536,1810.14,7.99595,13.297,9650,10331,10433,10102,9842,9949,9976,9605,=AVERAGE(M32:T32),
4.5,213.808,225.008,227.696,222.992,212.912,229.6,217.392,224.784,1774.19,9.01455,13.0061,9810,10074,10256,10094,10336,10043,10313,9742,=AVERAGE(M33:T33),
4.6,231.616,222.544,212.8,232.512,222.32,216.496,222.768,217.392,1778.45,9.41416,12.6989,9884,10214,10307,10006,9924,10292,10278,10168,=AVERAGE(M34:T34),
4.7,218.512,226.576,224.896,212.8,228.928,223.664,222.208,219.856,1777.44,10.0992,12.375,9994,10022,10145,10251,9915,10239,10157,10251,=AVERAGE(M35:T35),
