Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,42.448,28.56,28.56,28.56,185.36,14.394,15.0139,56928,72904,73893,74288,75064,=AVERAGE(J3:N3),
1.6,274.848,282.576,291.648,281.568,272.496,1403.14,14.394,15.0139,6608,7052,10443,10764,11183,=AVERAGE(J4:N4),
1.7,294.784,289.52,292.992,289.296,296.352,1462.94,14.394,15.0139,6373,6438,6391,6448,6426,=AVERAGE(J5:N5),
1.8,293.44,291.984,288.736,292.768,291.648,1458.58,14.394,15.0139,6418,6431,6455,6469,6421,=AVERAGE(J6:N6),
1.9,292.432,296.016,292.992,292.992,291.424,1465.86,14.394,15.0139,6425,6372,6430,6384,6409,=AVERAGE(J7:N7),
2,292.768,291.2,291.984,291.2,294.224,1461.38,14.2957,15.0676,6367,6474,6493,6466,6373,=AVERAGE(J8:N8),
2.1,289.856,294.896,289.296,289.632,293.328,1457.01,14.0655,15.1842,6479,6385,6460,6469,6444,=AVERAGE(J9:N9),
2.2,292.32,289.072,292.88,293.776,288.96,1457.01,13.8206,15.2962,6424,6459,6456,6459,6457,=AVERAGE(J10:N10),
2.3,297.136,290.192,289.408,293.552,293.216,1463.5,13.5605,15.4034,6372,6466,6434,6424,6418,=AVERAGE(J11:N11),
2.4,290.64,288.4,288.848,292.432,292.992,1453.31,13.2848,15.5056,6456,6509,6473,6437,6445,=AVERAGE(J12:N12),
2.5,292.544,293.328,290.416,295.008,292.32,1463.62,12.9932,15.6027,6378,6462,6463,6390,6411,=AVERAGE(J13:N13),
2.6,294.448,293.328,293.44,290.304,291.424,1462.94,12.6853,15.6945,6295,6353,6368,6432,6436,=AVERAGE(J14:N14),
2.7,290.08,291.088,288.624,294.336,289.408,1453.54,12.3607,15.7809,6457,6424,6497,6444,6486,=AVERAGE(J15:N15),
2.8,293.664,294.336,292.544,295.232,292.208,1467.98,12.019,15.8615,6395,6397,6426,6376,6443,=AVERAGE(J16:N16),
2.9,290.528,292.992,291.76,296.128,290.192,1461.6,11.6597,15.9363,6401,6454,6427,6328,6495,=AVERAGE(J17:N17),
3,296.912,288.848,291.312,287.28,291.872,1456.22,11.2826,16.0051,6399,6472,6413,6472,6477,=AVERAGE(J18:N18),
3.1,288.848,293.328,292.768,297.136,289.968,1462.05,10.8871,16.0676,6430,6425,6441,6370,6437,=AVERAGE(J19:N19),
3.2,291.312,294.56,292.992,289.408,289.296,1457.57,10.4728,16.1237,6478,6444,6438,6476,6446,=AVERAGE(J20:N20),
3.3,295.12,293.776,289.296,290.416,293.216,1461.82,10.0394,16.1731,6367,6386,6480,6442,6429,=AVERAGE(J21:N21),
