Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,14.394,15.0139,0,0,0,0,=AVERAGE(I2:L2),
1.5,57.232,40.88,28.56,28.56,155.232,14.394,15.0139,56916,74668,73763,74543,=AVERAGE(I3:L3),
1.6,277.984,286.72,294.336,287.28,1146.32,14.394,15.0139,6062,6730,9892,10190,=AVERAGE(I4:L4),
1.7,293.216,297.696,297.248,293.328,1181.49,14.394,15.0139,5839,5797,5815,5838,=AVERAGE(I5:L5),
1.8,296.464,296.24,293.328,294.448,1180.48,14.394,15.0139,5813,5806,5847,5842,=AVERAGE(I6:L6),
1.9,293.552,296.128,296.016,296.912,1182.61,14.394,15.0139,5829,5831,5807,5804,=AVERAGE(I7:L7),
2,294.336,295.344,295.68,294.336,1179.7,14.2957,15.0676,5819,5799,5821,5825,=AVERAGE(I8:L8),
2.1,293.888,298.144,296.24,293.776,1182.05,14.0656,15.1842,5816,5808,5822,5841,=AVERAGE(I9:L9),
2.2,293.44,297.136,292.656,295.344,1178.58,13.8206,15.2962,5818,5799,5847,5821,=AVERAGE(I10:L10),
2.3,297.136,294.112,294.784,293.664,1179.7,13.5605,15.4034,5835,5830,5850,5849,=AVERAGE(I11:L11),
2.4,295.456,295.008,294.112,294.672,1179.25,13.2848,15.5056,5814,5848,5856,5841,=AVERAGE(I12:L12),
2.5,297.808,294,296.688,295.008,1183.5,12.9932,15.6027,5779,5836,5816,5849,=AVERAGE(I13:L13),
2.6,295.456,295.68,295.568,294.448,1181.15,12.6853,15.6945,5829,5778,5809,5810,=AVERAGE(I14:L14),
2.7,294.56,294.672,294.896,295.456,1179.58,12.3607,15.7808,5842,5862,5854,5842,=AVERAGE(I15:L15),
2.8,295.792,296.128,294.112,293.44,1179.47,12.019,15.8615,5818,5812,5842,5831,=AVERAGE(I16:L16),
2.9,294.56,295.232,295.456,296.576,1181.82,11.6597,15.9363,5842,5833,5827,5814,=AVERAGE(I17:L17),
3,298.592,295.904,294.112,297.136,1185.74,11.2825,16.0051,5776,5800,5828,5814,=AVERAGE(I18:L18),
3.1,292.88,297.472,294,293.328,1177.68,10.887,16.0676,5838,5800,5873,5843,=AVERAGE(I19:L19),
3.2,295.008,296.016,294.224,296.576,1181.82,10.4728,16.1237,5831,5829,5843,5814,=AVERAGE(I20:L20),
3.3,295.344,293.776,292.32,296.016,1177.46,10.0394,16.1731,5851,5823,5854,5820,=AVERAGE(I21:L21),
3.4,294.224,296.688,296.352,295.232,1182.5,9.58644,16.2156,5844,5820,5854,5823,=AVERAGE(I22:L22),
3.5,296.576,295.008,293.104,296.128,1180.82,9.1135,16.2511,5792,5837,5828,5821,=AVERAGE(I23:L23),
3.6,295.68,294.672,295.232,294.896,1180.48,8.62009,16.2793,5819,5827,5860,5844,=AVERAGE(I24:L24),
3.7,298.256,297.808,296.688,297.136,1189.89,8.10581,16.2999,5841,5850,5836,5842,=AVERAGE(I25:L25),
3.8,296.464,297.024,298.032,298.144,1189.66,7.57028,16.3127,5819,5830,5793,5821,=AVERAGE(I26:L26),
3.9,295.344,292.88,296.912,294.224,1179.36,7.01304,16.3175,5826,5857,5864,5867,=AVERAGE(I27:L27),
4,293.664,291.648,294.224,292.656,1172.19,6.43368,16.3141,5813,5821,5850,5854,=AVERAGE(I28:L28),
4.1,287.056,294.672,293.552,284.816,1160.1,5.83174,16.3021,5742,5818,5841,5754,=AVERAGE(I29:L29),
4.2,28.784,21.616,21.056,27.888,99.344,7.23399,13.572,7014,6221,6245,7077,=AVERAGE(I30:L30),
4.3,296.912,285.264,280.448,291.872,1154.5,7.25022,13.572,17117,18203,18568,17575,=AVERAGE(I31:L31),
4.4,293.44,294.224,296.464,293.328,1177.46,7.98106,13.297,5847,5827,5837,5843,=AVERAGE(I32:L32),
4.5,293.328,293.664,295.008,297.024,1179.02,8.70793,13.0061,5822,5855,5831,5795,=AVERAGE(I33:L33),
4.6,296.24,294.448,292.544,294.336,1177.57,9.41411,12.6989,5838,5835,5859,5851,=AVERAGE(I34:L34),
4.7,296.352,293.104,294.336,295.568,1179.36,10.0992,12.375,5821,5845,5845,5835,=AVERAGE(I35:L35),
4.8,295.12,297.024,293.888,294.448,1180.48,10.7627,12.034,5805,5840,5860,5848,=AVERAGE(I36:L36),
4.9,293.776,295.232,295.904,296.576,1181.49,11.4041,11.6755,5824,5825,5821,5809,=AVERAGE(I37:L37),
5,295.568,294.112,294.336,294.896,1178.91,12.0229,11.2991,5822,5849,5876,5830,=AVERAGE(I38:L38),
5.1,296.464,295.344,293.104,296.464,1181.38,12.6187,10.9044,5821,5849,5835,5828,=AVERAGE(I39:L39),
5.2,296.464,294.224,292.992,294.336,1178.02,13.1911,10.491,5821,5847,5870,5822,=AVERAGE(I40:L40),
5.3,295.344,294,295.232,297.696,1182.27,13.7397,10.0584,5822,5812,5840,5830,=AVERAGE(I41:L41),
5.4,292.768,297.584,296.24,294.224,1180.82,14.2639,9.60634,5824,5786,5808,5827,=AVERAGE(I42:L42),
5.5,297.024,296.128,295.68,295.68,1184.51,14.7636,9.1342,5763,5788,5812,5798,=AVERAGE(I43:L43),
5.6,296.688,296.8,293.328,295.008,1181.82,15.2382,8.6417,5810,5797,5816,5844,=AVERAGE(I44:L44),
5.7,293.216,296.688,294.112,295.568,1179.58,15.6873,8.12833,5859,5808,5870,5818,=AVERAGE(I45:L45),
5.8,297.36,296.128,293.888,296.688,1184.06,16.1108,7.59376,5800,5821,5801,5792,=AVERAGE(I46:L46),
5.9,296.464,295.68,296.352,293.552,1182.05,16.5081,7.03746,5815,5837,5864,5844,=AVERAGE(I47:L47),
6,295.792,297.472,294.224,294.56,1182.05,16.8791,6.45901,5834,5816,5836,5866,=AVERAGE(I48:L48),
6.1,20.72,20.384,22.848,20.608,84.56,18.4098,5.80481,5677,5690,5784,5709,=AVERAGE(I49:L49),
6.2,253.344,241.024,235.2,248.752,978.32,17.8145,7.67854,21147,22561,23218,21677,=AVERAGE(I50:L50),
6.3,294.448,295.568,297.808,295.008,1182.83,17.5229,8.41364,5849,5795,5833,5845,=AVERAGE(I51:L51),
6.4,295.344,296.8,292.992,295.568,1180.7,17.2041,9.12838,5819,5809,5831,5859,=AVERAGE(I52:L52),
6.5,294.896,294.448,298.032,293.552,1180.93,16.8582,9.82218,5834,5817,5810,5822,=AVERAGE(I53:L53),
6.6,295.344,296.912,294.56,293.888,1180.7,16.4858,10.4945,5806,5792,5816,5840,=AVERAGE(I54:L54),
6.7,293.888,296.016,295.456,296.352,1181.71,16.0869,11.1449,5822,5807,5786,5816,=AVERAGE(I55:L55),
6.8,294,295.008,293.664,298.48,1181.15,15.662,11.773,5846,5877,5903,5791,=AVERAGE(I56:L56),
6.9,294.336,293.44,293.888,294.448,1176.11,15.2113,12.3783,5873,5847,5877,5855,=AVERAGE(I57:L57),
7,292.992,296.688,294.896,293.776,1178.35,14.7352,12.9603,5846,5776,5801,5828,=AVERAGE(I58:L58),
7.1,298.928,294.672,294.224,296.128,1183.95,14.2342,13.5186,5781,5851,5879,5861,=AVERAGE(I59:L59),
7.2,292.544,294.224,295.904,297.024,1179.7,13.7084,14.0529,5851,5826,5804,5784,=AVERAGE(I60:L60),
7.3,295.12,296.352,294.112,296.688,1182.27,13.1585,14.5626,5779,5807,5886,5813,=AVERAGE(I61:L61),
7.4,297.136,293.888,293.328,296.912,1181.26,12.5847,15.0475,5873,5835,5862,5847,=AVERAGE(I62:L62),
7.5,294.336,298.816,294.224,293.664,1181.04,11.9876,15.5071,5789,5823,5842,5818,=AVERAGE(I63:L63),
7.6,294.672,293.664,295.344,296.8,1180.48,11.3674,15.9411,5827,5790,5823,5802,=AVERAGE(I64:L64),
7.7,294.224,293.664,297.248,294.896,1180.03,10.7247,16.3491,5866,5889,5805,5897,=AVERAGE(I65:L65),
7.8,293.44,294.336,295.12,298.256,1181.15,10.06,16.7309,5847,5872,5839,5824,=AVERAGE(I66:L66),
7.9,295.792,296.352,297.136,293.552,1182.83,9.37369,17.086,5833,5796,5823,5795,=AVERAGE(I67:L67),
8,299.152,298.816,298.48,299.712,1196.16,8.66629,17.4143,5822,5843,5806,5849,=AVERAGE(I68:L68),
8.1,294.784,295.456,296.8,295.68,1182.72,7.93823,17.7155,5795,5755,5846,5824,=AVERAGE(I69:L69),
8.2,296.576,297.248,294.448,293.776,1182.05,7.19003,17.9894,5781,5804,5823,5867,=AVERAGE(I70:L70),
8.3,292.768,291.984,292.544,292.096,1169.39,6.42215,18.2356,6022,6042,6068,5982,=AVERAGE(I71:L71),
8.4,20.048,25.2,24.08,22.512,91.84,7.03269,16.5113,6351,6372,6396,6377,=AVERAGE(I72:L72),
8.5,296.24,285.04,278.432,289.856,1149.57,7.58918,16.1142,17067,17915,18394,17517,=AVERAGE(I73:L73),
8.6,263.312,258.16,257.152,253.344,1031.97,7.65463,16.1142,6969,7315,7499,7569,=AVERAGE(I74:L74),
8.7,295.568,294.784,292.096,295.232,1177.68,8.124,15.691,5826,5787,5811,5863,=AVERAGE(I75:L75),
8.8,295.008,296.24,295.12,295.12,1181.49,8.6375,15.242,5875,5839,5867,5773,=AVERAGE(I76:L76),
8.9,295.232,293.664,296.688,295.568,1181.15,9.13019,14.7676,5786,5813,5780,5823,=AVERAGE(I77:L77),
9,295.904,294.224,296.352,294.448,1180.93,9.60246,14.2682,5840,5866,5829,5872,=AVERAGE(I78:L78),
9.1,293.776,295.12,296.464,295.68,1181.04,10.0548,13.7442,5817,5777,5809,5784,=AVERAGE(I79:L79),
9.2,296.912,293.328,297.024,293.888,1181.15,10.4875,13.1958,5806,5827,5864,5834,=AVERAGE(I80:L80),
9.3,293.888,296.8,295.792,297.584,1184.06,10.9011,12.6236,5782,5817,5843,5824,=AVERAGE(I81:L81),
9.4,294.896,292.88,294.112,297.36,1179.25,11.2959,12.028,5842,5867,5821,5806,=AVERAGE(I82:L82),
9.5,293.44,297.808,293.776,294.448,1179.47,11.6724,11.4093,5901,5784,5880,5858,=AVERAGE(I83:L83),
9.6,294,293.888,295.008,298.928,1181.82,12.0311,10.7681,5809,5914,5788,5851,=AVERAGE(I84:L84),
9.7,293.216,295.68,295.12,292.992,1177.01,12.3722,10.1048,5871,5824,5850,5823,=AVERAGE(I85:L85),
9.8,294.448,295.344,293.888,297.36,1181.04,12.6963,9.41992,5859,5808,5911,5816,=AVERAGE(I86:L86),
9.9,293.44,297.36,297.248,292.88,1180.93,13.0036,8.71391,5762,5796,5823,5872,=AVERAGE(I87:L87),
10,294,295.568,294.56,295.792,1179.92,13.2946,7.98714,5912,5858,5801,5782,=AVERAGE(I88:L88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(F7:F88)
