Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,40.432,28.56,28.56,28.56,28.56,28.56,240.464,16.1833,10.8819,57060,75065,73811,74321,75139,75615,76172,=AVERAGE(L3:R3),
1.6,232.848,245.28,257.6,253.456,240.8,236.432,230.608,1697.02,16.1833,10.8819,8533,9011,12617,12858,13447,13731,14196,=AVERAGE(L4:R4),
1.7,249.536,259.616,245.056,244.496,247.408,249.424,246.96,1742.5,16.1833,10.8819,8493,8488,8567,8606,8657,8643,8721,=AVERAGE(L5:R5),
1.8,248.192,245.616,245.28,253.68,245.84,246.512,253.792,1738.91,16.1833,10.8819,8516,8655,8872,8915,8791,8242,8859,=AVERAGE(L6:R6),
1.9,255.36,248.528,247.52,243.152,251.216,253.792,253.008,1752.58,16.1833,10.8819,8462,8588,8729,8866,8760,8825,8580,=AVERAGE(L7:R7),
2,253.344,257.936,253.568,255.472,253.344,244.048,241.136,1758.85,16.3097,11.7279,8570,8407,8716,8423,8504,8541,8727,=AVERAGE(L8:R8),
2.1,248.08,246.288,253.344,245.84,242.928,251.44,254.464,1742.38,15.9825,13.4635,8802,8904,8889,8919,8682,8762,8822,=AVERAGE(L9:R9),
2.2,250.768,246.064,245.392,254.8,248.976,250.656,246.064,1742.72,14.5862,14.9015,8520,8752,8476,8645,8915,8405,8777,=AVERAGE(L10:R10),
2.3,249.984,248.976,247.856,255.024,247.52,253.68,249.2,1752.24,11.792,15.9099,8744,8881,8820,8478,8652,8890,8784,=AVERAGE(L11:R11),
2.4,217.728,226.24,219.52,223.552,232.512,220.192,222.656,1562.4,6.59798,16.3159,8772,8402,8728,8647,8701,8564,8771,=AVERAGE(L12:R12),
2.5,0,0,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,0,0,=AVERAGE(L13:R13),
2.6,184.352,154.336,168.336,159.6,150.64,173.712,169.568,1160.54,16.9445,6.35772,30694,36212,33786,35691,37588,32512,33286,=AVERAGE(L14:R14),
2.7,160.608,162.288,136.528,134.624,140.112,149.744,154.56,1038.46,18.0955,6.87199,21416,22741,26669,27227,25847,24394,24162,=AVERAGE(L15:R15),
2.8,169.904,156.688,170.912,155.904,172.928,170.576,175.728,1172.64,6.77693,18.1259,9904,11146,10380,12085,9967,10780,9696,=AVERAGE(L16:R16),
2.9,161.728,158.704,151.088,141.68,158.144,130.368,142.8,1044.51,6.39803,16.9157,20700,21146,21985,23158,21203,25592,23492,=AVERAGE(L17:R17),
3,179.424,168.336,163.184,174.608,174.496,175.504,170.016,1205.57,13.7422,6.74656,9710,10635,11968,11605,10566,11054,11004,=AVERAGE(L18:R18),
3.1,0,0,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,0,0,=AVERAGE(L19:R19),
3.2,246.288,240.8,226.464,219.408,238.56,214.592,225.792,1611.9,13.8148,15.7739,26509,27102,28587,29501,27406,30239,28935,=AVERAGE(L20:R20),
3.3,252.56,248.08,255.696,247.52,251.776,249.872,249.536,1755.04,12.0224,16.3173,8707,8836,8598,8999,8718,8836,8729,=AVERAGE(L21:R21),
3.4,251.888,249.312,250.096,252.56,248.192,247.296,248.864,1748.21,11.8397,16.315,8720,8772,8823,8532,9009,8903,8852,=AVERAGE(L22:R22),
3.5,251.888,253.904,249.536,253.568,252,251.216,246.848,1758.96,11.6551,16.3046,8644,8725,8851,8550,8746,9013,8791,=AVERAGE(L23:R23),
3.6,248.752,245.952,251.888,248.08,246.512,249.536,256.256,1746.98,11.4684,16.2864,8769,8858,8944,9017,8683,9029,8655,=AVERAGE(L24:R24),
3.7,251.776,252.112,255.36,245.056,245.168,239.008,239.792,1728.27,11.28,16.2605,8691,8691,8599,8754,8616,8707,8796,=AVERAGE(L25:R25),
3.8,242.816,249.424,239.792,256.816,260.4,250.656,245.168,1745.07,11.2554,16.2566,8457,8652,8646,8664,8946,8728,8367,=AVERAGE(L26:R26),
3.9,259.392,244.272,249.76,248.752,229.824,248.976,240.576,1721.55,11.2554,16.2566,8586,8486,8735,8675,8604,8619,8462,=AVERAGE(L27:R27),
4,249.872,244.944,243.6,234.864,259.952,256.704,251.328,1741.26,11.2554,16.2566,8841,8319,8834,8266,8570,8522,9070,=AVERAGE(L28:R28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(I7:I28)
