Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,42,99.232,16.1833,10.8819,57032,73396,=AVERAGE(G3:H3),
1.6,282.912,292.88,575.792,16.1833,10.8819,5625,6186,=AVERAGE(G4:H4),
1.7,298.816,298.256,597.072,16.1833,10.8819,5379,5383,=AVERAGE(G5:H5),
1.8,299.264,298.144,597.408,16.1833,10.8819,5371,5384,=AVERAGE(G6:H6),
1.9,298.48,298.368,596.848,16.1833,10.8819,5382,5378,=AVERAGE(G7:H7),
2,298.928,298.48,597.408,16.3097,11.7277,5369,5383,=AVERAGE(G8:H8),
2.1,298.592,299.488,598.08,15.9825,13.4634,5381,5373,=AVERAGE(G9:H9),
2.2,299.152,298.368,597.52,14.5863,14.9015,5372,5384,=AVERAGE(G10:H10),
2.3,298.592,299.264,597.856,11.7922,15.9099,5377,5377,=AVERAGE(G11:H11),
2.4,265.216,261.968,527.184,6.59847,16.3159,5410,5404,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,183.568,177.408,360.976,16.9437,6.35759,29665,31142,=AVERAGE(G14:H14),
2.7,195.776,190.4,386.176,18.0955,6.87199,16699,17396,=AVERAGE(G15:H15),
2.8,223.776,224.336,448.112,6.77921,18.1253,5391,5394,=AVERAGE(G16:H16),
2.9,198.576,190.96,389.536,6.39803,16.9157,15878,16741,=AVERAGE(G17:H17),
3,245.728,242.928,488.656,13.742,6.74626,5396,5390,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,298.256,292.096,590.352,13.815,15.7737,19820,20536,=AVERAGE(G20:H20),
3.3,299.04,299.824,598.864,12.0224,16.3173,5369,5379,=AVERAGE(G21:H21),
3.4,298.368,298.368,596.736,11.8397,16.315,5385,5385,=AVERAGE(G22:H22),
3.5,298.032,299.6,597.632,11.6551,16.3046,5369,5361,=AVERAGE(G23:H23),
3.6,298.704,298.592,597.296,11.4685,16.2864,5377,5377,=AVERAGE(G24:H24),
3.7,298.032,298.704,596.736,11.28,16.2605,5388,5395,=AVERAGE(G25:H25),
3.8,300.048,300.048,600.096,11.2554,16.2566,5370,5375,=AVERAGE(G26:H26),
3.9,298.368,298.256,596.624,11.2554,16.2566,5383,5392,=AVERAGE(G27:H27),
4,298.368,299.04,597.408,11.2554,16.2566,5374,5378,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
