Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,40.992,98.224,16.1833,10.8819,56898,74901,=AVERAGE(G3:H3),
1.6,283.472,293.664,577.136,16.1833,10.8819,5616,6256,=AVERAGE(G4:H4),
1.7,299.376,298.592,597.968,16.1833,10.8819,5366,5384,=AVERAGE(G5:H5),
1.8,299.04,297.584,596.624,16.1833,10.8819,5374,5381,=AVERAGE(G6:H6),
1.9,299.04,298.704,597.744,16.1833,10.8819,5367,5381,=AVERAGE(G7:H7),
2,298.368,299.264,597.632,16.3097,11.7278,5382,5380,=AVERAGE(G8:H8),
2.1,300.048,298.592,598.64,15.9825,13.4634,5366,5376,=AVERAGE(G9:H9),
2.2,297.92,299.376,597.296,14.5863,14.9015,5374,5376,=AVERAGE(G10:H10),
2.3,298.144,299.488,597.632,11.7922,15.9099,5382,5374,=AVERAGE(G11:H11),
2.4,261.744,261.52,523.264,6.59797,16.3159,5389,5385,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,184.464,178.304,362.768,16.9437,6.35786,29748,31097,=AVERAGE(G14:H14),
2.7,199.136,191.072,390.208,18.0955,6.87199,16408,17264,=AVERAGE(G15:H15),
2.8,224.896,225.344,450.24,6.77803,18.1253,5401,5405,=AVERAGE(G16:H16),
2.9,197.904,191.632,389.536,6.39803,16.9157,15834,16575,=AVERAGE(G17:H17),
3,245.168,245.616,490.784,13.742,6.74737,5380,5383,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,295.008,290.752,585.76,13.8152,15.7739,20110,20609,=AVERAGE(G20:H20),
3.3,300.048,298.368,598.416,12.0224,16.3173,5360,5389,=AVERAGE(G21:H21),
3.4,299.376,298.256,597.632,11.8397,16.315,5370,5389,=AVERAGE(G22:H22),
3.5,297.92,298.48,596.4,11.6551,16.3046,5386,5372,=AVERAGE(G23:H23),
3.6,299.152,299.04,598.192,11.4685,16.2864,5368,5376,=AVERAGE(G24:H24),
3.7,298.48,298.592,597.072,11.28,16.2605,5376,5388,=AVERAGE(G25:H25),
3.8,300.048,300.048,600.096,11.2554,16.2566,5390,5369,=AVERAGE(G26:H26),
3.9,298.144,299.6,597.744,11.2554,16.2566,5362,5399,=AVERAGE(G27:H27),
4,298.256,298.032,596.288,11.2554,16.2566,5395,5385,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
