Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,42.672,28.56,28.56,28.56,185.584,16.1833,10.8819,56930,72723,73838,74246,75023,=AVERAGE(J3:N3),
1.6,276.864,281.232,289.184,281.456,277.312,1406.05,16.1833,10.8819,6472,7096,10448,10828,10972,=AVERAGE(J4:N4),
1.7,289.856,291.648,291.2,290.192,294,1456.9,16.1833,10.8819,6462,6417,6443,6443,6418,=AVERAGE(J5:N5),
1.8,292.32,295.12,295.568,291.536,288.4,1462.94,16.1833,10.8819,6450,6352,6331,6452,6400,=AVERAGE(J6:N6),
1.9,290.64,293.552,296.24,288.736,295.344,1464.51,16.1833,10.8819,6487,6431,6337,6412,6345,=AVERAGE(J7:N7),
2,298.368,290.528,291.312,290.528,293.888,1464.62,16.3097,11.7278,6353,6407,6452,6394,6383,=AVERAGE(J8:N8),
2.1,290.304,296.128,292.656,288.624,291.424,1459.14,15.9825,13.4636,6440,6351,6418,6463,6443,=AVERAGE(J9:N9),
2.2,287.84,293.216,287.28,294.336,293.776,1456.45,14.5861,14.9015,6482,6412,6429,6380,6383,=AVERAGE(J10:N10),
2.3,291.872,290.528,296.688,290.976,291.088,1461.15,11.7922,15.9099,6428,6433,6395,6447,6424,=AVERAGE(J11:N11),
2.4,256.592,252.672,247.632,251.888,247.968,1256.75,6.59796,16.3159,6493,6437,6429,6462,6459,=AVERAGE(J12:N12),
2.5,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,=AVERAGE(J13:N13),
2.6,211.904,193.76,202.608,190.4,206.416,1005.09,16.9437,6.35896,25854,29089,27705,29758,27100,=AVERAGE(J14:N14),
2.7,188.272,180.432,164.864,166.768,172.144,872.48,18.0955,6.87199,17657,18699,21068,20801,19740,=AVERAGE(J15:N15),
2.8,223.44,226.8,225.904,228.928,226.24,1131.31,6.77844,18.1253,6571,6555,6529,6553,6545,=AVERAGE(J16:N16),
2.9,190.064,169.792,185.024,161.056,172.368,878.304,6.39803,16.9157,16926,19407,17749,20548,18977,=AVERAGE(J17:N17),
3,244.496,245.728,243.824,246.288,248.64,1228.98,13.7424,6.74737,6481,6460,6508,6542,6526,=AVERAGE(J18:N18),
3.1,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,=AVERAGE(J19:N19),
3.2,281.232,268.24,277.536,259.952,263.088,1350.05,13.8149,15.774,21909,23115,22212,24117,23488,=AVERAGE(J20:N20),
3.3,288.512,290.64,294,291.648,293.888,1458.69,12.0224,16.3173,6407,6426,6359,6357,6379,=AVERAGE(J21:N21),
3.4,291.536,289.968,292.88,293.104,290.304,1457.79,11.8397,16.315,6445,6429,6445,6415,6404,=AVERAGE(J22:N22),
3.5,293.328,292.096,289.52,295.904,291.76,1462.61,11.6551,16.3046,6398,6416,6463,6343,6419,=AVERAGE(J23:N23),
3.6,293.552,292.432,294.112,294.784,292.096,1466.98,11.4685,16.2864,6507,6497,6381,6506,6510,=AVERAGE(J24:N24),
3.7,295.904,295.792,295.792,295.568,295.232,1478.29,11.28,16.2605,6413,6387,6476,6447,6448,=AVERAGE(J25:N25),
3.8,294.112,289.968,290.08,287.952,293.552,1455.66,11.2554,16.2566,6394,6432,6420,6415,6439,=AVERAGE(J26:N26),
3.9,290.64,288.4,293.664,295.344,288.736,1456.78,11.2554,16.2566,6309,6333,6472,6367,6337,=AVERAGE(J27:N27),
4,291.536,295.792,283.92,288.4,289.856,1449.5,11.2554,16.2566,6304,6415,6339,6371,6400,=AVERAGE(J28:N28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(G7:G28)
