Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,14.394,15.0139,0,0,0,0,=AVERAGE(I2:L2),
1.5,41.216,57.232,28.56,28.56,155.568,14.394,15.0139,74370,57040,73800,74520,=AVERAGE(I3:L3),
1.6,286.944,280.112,292.208,285.264,1144.53,14.394,15.0139,6692,6033,9932,10258,=AVERAGE(I4:L4),
1.7,292.88,295.344,295.792,296.912,1180.93,14.394,15.0139,5841,5835,5820,5824,=AVERAGE(I5:L5),
1.8,296.688,293.776,295.12,297.36,1182.94,14.394,15.0139,5843,5824,5845,5797,=AVERAGE(I6:L6),
1.9,293.216,298.256,294.784,294.896,1181.15,14.394,15.0139,5857,5778,5854,5832,=AVERAGE(I7:L7),
2,294.784,296.352,293.328,294.336,1178.8,14.2957,15.0676,5851,5808,5852,5856,=AVERAGE(I8:L8),
2.1,295.568,297.696,294.56,293.328,1181.15,14.0656,15.1842,5837,5776,5838,5845,=AVERAGE(I9:L9),
2.2,294.224,293.44,293.44,296.8,1177.9,13.8206,15.2962,5832,5846,5853,5817,=AVERAGE(I10:L10),
2.3,298.368,295.12,295.792,296.352,1185.63,13.5605,15.4034,5815,5825,5839,5821,=AVERAGE(I11:L11),
2.4,295.792,295.792,292.88,294.56,1179.02,13.2848,15.5056,5812,5805,5833,5844,=AVERAGE(I12:L12),
2.5,296.464,294,295.12,293.888,1179.47,12.9932,15.6027,5829,5829,5856,5860,=AVERAGE(I13:L13),
2.6,294.224,298.368,295.344,294.336,1182.27,12.6853,15.6945,5838,5796,5814,5841,=AVERAGE(I14:L14),
2.7,294.896,294.224,296.912,295.344,1181.38,12.3607,15.7808,5838,5818,5792,5819,=AVERAGE(I15:L15),
2.8,296.128,297.696,295.008,295.792,1184.62,12.019,15.8615,5819,5785,5827,5825,=AVERAGE(I16:L16),
2.9,294.896,296.576,293.44,294.336,1179.25,11.6597,15.9363,5836,5819,5842,5849,=AVERAGE(I17:L17),
3,293.552,293.44,296.128,296.576,1179.7,11.2825,16.0051,5857,5825,5795,5830,=AVERAGE(I18:L18),
3.1,294.56,298.48,294.672,297.136,1184.85,10.8871,16.0676,5830,5808,5846,5807,=AVERAGE(I19:L19),
3.2,294.448,294.336,297.136,297.696,1183.62,10.4728,16.1237,5830,5784,5800,5816,=AVERAGE(I20:L20),
3.3,295.008,294.112,296.464,296.016,1181.6,10.0394,16.1731,5846,5835,5824,5802,=AVERAGE(I21:L21),
3.4,296.24,294.448,293.664,296.576,1180.93,9.58645,16.2156,5820,5831,5825,5824,=AVERAGE(I22:L22),
3.5,294.896,298.032,294,297.024,1183.95,9.11348,16.2511,5856,5782,5865,5841,=AVERAGE(I23:L23),
3.6,294.896,294.896,296.352,295.68,1181.82,8.62007,16.2793,5846,5847,5817,5825,=AVERAGE(I24:L24),
3.7,298.368,297.584,297.36,297.696,1191.01,8.10581,16.2999,5804,5829,5810,5820,=AVERAGE(I25:L25),
3.8,298.48,295.904,298.144,298.592,1191.12,7.57031,16.3127,5848,5854,5832,5842,=AVERAGE(I26:L26),
3.9,295.568,293.328,294.672,295.904,1179.47,7.01304,16.3175,5852,5790,5809,5820,=AVERAGE(I27:L27),
4,290.304,297.36,296.576,292.208,1176.45,6.43368,16.3141,5808,5833,5847,5850,=AVERAGE(I28:L28),
4.1,298.256,291.872,290.976,286.832,1167.94,5.8317,16.3021,5810,5767,5778,5754,=AVERAGE(I29:L29),
4.2,20.384,19.824,19.152,26.096,85.456,7.23397,13.572,6233,6591,6639,7134,=AVERAGE(I30:L30),
4.3,296.8,286.048,278.768,291.984,1153.6,7.24935,13.572,17079,18250,18801,17672,=AVERAGE(I31:L31),
4.4,292.656,292.768,293.216,295.12,1173.76,7.98101,13.297,6065,6033,6054,6045,=AVERAGE(I32:L32),
4.5,292.88,295.792,295.344,293.888,1177.9,8.70789,13.0061,6025,5997,6014,6057,=AVERAGE(I33:L33),
4.6,294.336,292.544,296.128,293.328,1176.34,9.41417,12.6989,6049,6040,6002,6016,=AVERAGE(I34:L34),
4.7,293.776,296.128,294.448,293.216,1177.57,10.0992,12.375,6012,6011,6018,6038,=AVERAGE(I35:L35),
4.8,292.992,293.104,296.24,295.568,1177.9,10.7629,12.034,6039,6001,5952,6007,=AVERAGE(I36:L36),
4.9,292.208,295.456,295.792,295.68,1179.14,11.404,11.6755,6006,6005,6010,5971,=AVERAGE(I37:L37),
5,297.248,292.656,292.88,291.424,1174.21,12.0229,11.2991,6017,6002,6039,6030,=AVERAGE(I38:L38),
5.1,291.424,295.232,291.872,292.768,1171.3,12.6187,10.9044,6048,6047,6043,6073,=AVERAGE(I39:L39),
5.2,294.896,295.12,296.912,294.784,1181.71,13.1911,10.491,6027,6021,5988,6014,=AVERAGE(I40:L40),
5.3,293.888,295.904,296.8,292.88,1179.47,13.7397,10.0584,5999,5996,5957,6020,=AVERAGE(I41:L41),
5.4,294.896,291.536,294.896,296.688,1178.02,14.264,9.60631,6013,6002,6000,5962,=AVERAGE(I42:L42),
5.5,296.128,295.232,298.816,292.32,1182.5,14.7636,9.13424,5991,6023,5980,6045,=AVERAGE(I43:L43),
5.6,292.432,296.576,295.568,292.32,1176.9,15.2382,8.64172,6002,5963,5989,5983,=AVERAGE(I44:L44),
5.7,296.128,292.096,294.112,298.144,1180.48,15.6874,8.12833,6026,6014,6004,6009,=AVERAGE(I45:L45),
5.8,295.904,293.552,294.336,291.76,1175.55,16.1108,7.59372,6006,5996,6024,6020,=AVERAGE(I46:L46),
5.9,291.2,297.024,294.784,294.336,1177.34,16.5081,7.03746,6023,6024,6048,6046,=AVERAGE(I47:L47),
6,295.12,294,293.328,297.024,1179.47,16.8791,6.45901,6010,5958,5984,5944,=AVERAGE(I48:L48),
6.1,17.472,20.16,19.712,19.488,76.832,18.4098,5.80489,6399,6392,5756,6416,=AVERAGE(I49:L49),
6.2,295.008,285.936,280.896,275.296,1137.14,17.8146,7.67852,17521,18106,18596,19087,=AVERAGE(I50:L50),
6.3,296.128,293.552,294.224,291.2,1175.1,17.5229,8.41364,5954,6039,6026,6070,=AVERAGE(I51:L51),
6.4,278.096,285.936,280.448,282.464,1126.94,17.204,9.1284,6379,6240,6313,6271,=AVERAGE(I52:L52),
6.5,296.016,293.776,293.328,293.888,1177.01,16.8582,9.82213,5952,5992,5976,6029,=AVERAGE(I53:L53),
6.6,296.912,293.664,292.88,296.688,1180.14,16.4858,10.4945,5975,6016,5996,6009,=AVERAGE(I54:L54),
6.7,293.664,294.56,294.336,293.776,1176.34,16.0867,11.1449,6043,5993,6023,5977,=AVERAGE(I55:L55),
6.8,292.88,295.232,294.448,293.104,1175.66,15.662,11.7731,5968,5971,6000,6052,=AVERAGE(I56:L56),
6.9,294.896,293.104,292.544,293.44,1173.98,15.2113,12.3783,6053,6047,6024,6031,=AVERAGE(I57:L57),
