Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,42.224,99.456,16.1833,10.8819,57445,73267,=AVERAGE(G3:H3),
1.6,283.696,289.968,573.664,16.1833,10.8819,5622,6202,=AVERAGE(G4:H4),
1.7,299.376,299.04,598.416,16.1833,10.8819,5366,5386,=AVERAGE(G5:H5),
1.8,299.488,298.144,597.632,16.1833,10.8819,5371,5386,=AVERAGE(G6:H6),
1.9,298.928,298.256,597.184,16.1833,10.8819,5372,5391,=AVERAGE(G7:H7),
2,298.928,298.032,596.96,16.3097,11.7278,5375,5381,=AVERAGE(G8:H8),
2.1,299.152,298.816,597.968,15.9825,13.4634,5366,5386,=AVERAGE(G9:H9),
2.2,299.6,297.92,597.52,14.5863,14.9015,5363,5384,=AVERAGE(G10:H10),
2.3,299.488,298.704,598.192,11.792,15.9099,5374,5380,=AVERAGE(G11:H11),
2.4,261.744,256.704,518.448,6.59808,16.3159,5396,5404,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,173.376,167.888,341.264,16.9437,6.3584,32204,33801,=AVERAGE(G14:H14),
2.7,197.232,190.064,387.296,18.0955,6.87199,16534,17354,=AVERAGE(G15:H15),
2.8,224.672,224.672,449.344,6.77921,18.1253,5391,5392,=AVERAGE(G16:H16),
2.9,197.792,190.176,387.968,6.39803,16.9157,15917,16755,=AVERAGE(G17:H17),
3,246.736,246.624,493.36,13.742,6.74695,5385,5417,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,297.36,289.856,587.216,13.8148,15.7737,19899,20548,=AVERAGE(G20:H20),
3.3,298.144,298.48,596.624,12.0224,16.3173,5376,5386,=AVERAGE(G21:H21),
3.4,298.592,298.48,597.072,11.8398,16.315,5385,5386,=AVERAGE(G22:H22),
3.5,299.712,298.256,597.968,11.6551,16.3046,5359,5398,=AVERAGE(G23:H23),
3.6,299.376,298.592,597.968,11.4685,16.2864,5379,5375,=AVERAGE(G24:H24),
3.7,299.712,297.92,597.632,11.28,16.2605,5356,5394,=AVERAGE(G25:H25),
3.8,300.272,300.048,600.32,11.2554,16.2566,5371,5375,=AVERAGE(G26:H26),
3.9,298.368,298.256,596.624,11.2554,16.2566,5397,5385,=AVERAGE(G27:H27),
4,298.368,299.264,597.632,11.2554,16.2566,5364,5388,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
