Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,36.96,28.56,28.56,28.56,28.56,28.56,236.992,16.1833,10.8819,57147,76585,73950,74565,75127,75785,76302,=AVERAGE(L3:R3),
1.6,235.536,249.2,256.816,250.208,239.456,232.288,230.496,1694,16.1833,10.8819,8512,9763,12570,12979,13298,13871,13954,=AVERAGE(L4:R4),
1.7,251.44,241.696,253.232,244.048,248.752,248.864,256.144,1744.18,16.1833,10.8819,8728,9064,8752,8716,9001,9045,8822,=AVERAGE(L5:R5),
1.8,249.2,250.432,246.848,252.112,247.744,248.976,241.136,1736.45,16.1833,10.8819,8515,8776,8566,8495,8718,8822,8921,=AVERAGE(L6:R6),
1.9,245.28,249.312,250.432,256.368,248.976,242.928,250.544,1743.84,16.1833,10.8819,8659,8441,8548,8606,8720,8896,8473,=AVERAGE(L7:R7),
2,247.184,255.248,241.024,241.808,249.536,251.664,247.52,1733.98,16.3097,11.7279,8694,8706,8875,8718,8745,8604,8705,=AVERAGE(L8:R8),
2.1,250.544,241.808,250.656,256.368,253.456,243.264,247.296,1743.39,15.9825,13.4635,8949,9005,8506,8734,8523,8825,9029,=AVERAGE(L9:R9),
2.2,246.4,250.656,249.648,251.888,244.272,250.992,249.088,1742.94,14.5861,14.9016,8812,8528,8969,8229,8880,8536,8806,=AVERAGE(L10:R10),
2.3,256.144,249.76,248.752,246.848,251.104,251.552,253.12,1757.28,11.792,15.9099,8621,8521,8672,8614,8494,8746,8562,=AVERAGE(L11:R11),
2.4,206.752,217.728,216.496,222.096,220.976,222.208,216.832,1523.09,6.59791,16.3159,8679,8581,8731,8507,8362,8960,8557,=AVERAGE(L12:R12),
2.5,0,0,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,0,0,=AVERAGE(L13:R13),
2.6,187.936,183.904,184.688,165.424,177.632,156.576,169.232,1225.39,16.9466,6.35809,30420,31803,31449,35168,32772,37286,34592,=AVERAGE(L14:R14),
2.7,156.688,138.88,160.72,160.272,126,144.144,129.92,1016.62,18.0955,6.87199,21672,25026,21367,21487,28071,23962,27123,=AVERAGE(L15:R15),
2.8,198.464,198.576,198.688,195.888,209.216,199.92,207.536,1408.29,6.77782,18.126,9112,9163,9060,9064,9223,9122,9247,=AVERAGE(L16:R16),
2.9,170.128,165.872,140.224,145.376,132.048,159.376,138.432,1051.46,6.39803,16.9157,19036,19285,23178,21775,23882,20447,23293,=AVERAGE(L17:R17),
3,191.296,187.6,195.552,176.064,182.896,173.824,186.032,1293.26,13.7424,6.74571,9648,9893,10307,11085,11059,11476,10469,=AVERAGE(L18:R18),
3.1,0,0,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,0,0,=AVERAGE(L19:R19),
3.2,251.104,228.368,216.384,243.152,239.232,222.544,236.096,1636.88,13.8148,15.7739,24588,27891,28959,25559,26158,28498,26720,=AVERAGE(L20:R20),
3.3,253.568,249.088,253.12,256.256,251.104,248.192,246.288,1757.62,12.0224,16.3173,8473,8600,8637,8576,8566,8935,8629,=AVERAGE(L21:R21),
3.4,247.52,254.352,244.272,246.96,254.464,250.096,254.016,1751.68,11.8397,16.315,8590,8715,8552,8968,8839,8856,9022,=AVERAGE(L22:R22),
3.5,254.8,247.968,252,252.224,246.736,246.624,251.44,1751.79,11.6551,16.3046,8834,8919,8856,8870,9037,8960,8901,=AVERAGE(L23:R23),
3.6,247.184,246.288,247.408,244.944,243.04,253.12,252.224,1734.21,11.4684,16.2864,8665,8971,8765,8909,8828,8635,8507,=AVERAGE(L24:R24),
3.7,246.848,240.016,250.32,245.728,251.328,242.48,240.24,1716.96,11.28,16.2605,8803,8682,8795,8604,8693,8814,8834,=AVERAGE(L25:R25),
3.8,251.104,254.576,246.96,248.976,243.152,245.504,257.376,1747.65,11.2554,16.2566,8707,8622,8630,8602,8532,8661,8518,=AVERAGE(L26:R26),
3.9,239.344,244.048,248.08,253.232,256.032,251.552,245.056,1737.34,11.2554,16.2566,8440,8763,8551,8558,8652,8640,8480,=AVERAGE(L27:R27),
4,259.84,245.504,257.824,249.424,258.384,257.376,242.144,1770.5,11.2554,16.2566,8559,8279,8510,8532,8474,8481,8683,=AVERAGE(L28:R28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(I7:I28)
