Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,16.1833,10.8819,0,0,=AVERAGE(G2:H2),
1.5,57.232,41.552,98.784,16.1833,10.8819,57055,74219,=AVERAGE(G3:H3),
1.6,282.576,291.2,573.776,16.1833,10.8819,5622,6227,=AVERAGE(G4:H4),
1.7,299.376,298.592,597.968,16.1833,10.8819,5371,5387,=AVERAGE(G5:H5),
1.8,298.48,298.144,596.624,16.1833,10.8819,5382,5382,=AVERAGE(G6:H6),
1.9,297.92,299.6,597.52,16.1833,10.8819,5378,5374,=AVERAGE(G7:H7),
2,298.032,299.6,597.632,16.3097,11.7278,5382,5373,=AVERAGE(G8:H8),
2.1,298.928,298.032,596.96,15.9825,13.4634,5378,5377,=AVERAGE(G9:H9),
2.2,299.488,298.144,597.632,14.5863,14.9015,5371,5383,=AVERAGE(G10:H10),
2.3,298.256,298.928,597.184,11.7922,15.9099,5379,5382,=AVERAGE(G11:H11),
2.4,261.52,258.272,519.792,6.59847,16.3159,5387,5395,=AVERAGE(G12:H12),
2.5,0,0,0,6.87199,13.6971,0,0,=AVERAGE(G13:H13),
2.6,182.448,176.96,359.408,16.9437,6.35896,30118,31420,=AVERAGE(G14:H14),
2.7,195.104,188.832,383.936,18.0955,6.87199,16843,17651,=AVERAGE(G15:H15),
2.8,223.776,224.448,448.224,6.77921,18.1253,5385,5407,=AVERAGE(G16:H16),
2.9,198.352,192.304,390.656,6.39803,16.9157,15881,16592,=AVERAGE(G17:H17),
3,246.288,247.968,494.256,13.742,6.74737,5406,5382,=AVERAGE(G18:H18),
3.1,0,0,0,16.3136,6.39803,0,0,=AVERAGE(G19:H19),
3.2,288.176,282.128,570.304,13.815,15.7739,20708,21310,=AVERAGE(G20:H20),
3.3,298.48,299.04,597.52,12.0224,16.3173,5381,5380,=AVERAGE(G21:H21),
3.4,298.256,299.488,597.744,11.8398,16.315,5378,5372,=AVERAGE(G22:H22),
3.5,298.704,298.816,597.52,11.6551,16.3046,5392,5379,=AVERAGE(G23:H23),
3.6,298.48,298.032,596.512,11.4685,16.2864,5366,5378,=AVERAGE(G24:H24),
3.7,299.824,298.48,598.304,11.28,16.2605,5369,5378,=AVERAGE(G25:H25),
3.8,300.272,299.712,599.984,11.2554,16.2566,5382,5388,=AVERAGE(G26:H26),
3.9,298.592,298.144,596.736,11.2554,16.2566,5369,5385,=AVERAGE(G27:H27),
4,298.144,298.928,597.072,11.2554,16.2566,5392,5388,=AVERAGE(G28:H28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D28)
