Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,16.1833,10.8819,0,0,0,0,0,=AVERAGE(J2:N2),
1.5,57.232,39.536,28.56,28.56,28.56,182.448,16.1833,10.8819,56947,75834,73778,74477,75021,=AVERAGE(J3:N3),
1.6,272.16,287.056,292.096,279.664,275.52,1406.5,16.1833,10.8819,6573,7322,10347,10863,11055,=AVERAGE(J4:N4),
1.7,295.68,293.664,291.536,288.064,296.24,1465.18,16.1833,10.8819,6354,6375,6436,6486,6407,=AVERAGE(J5:N5),
1.8,295.792,289.632,290.416,293.104,294.56,1463.5,16.1833,10.8819,6374,6406,6430,6419,6376,=AVERAGE(J6:N6),
1.9,289.296,291.536,293.664,293.664,290.752,1458.91,16.1833,10.8819,6457,6475,6409,6486,6462,=AVERAGE(J7:N7),
2,290.976,292.432,295.68,289.744,292.208,1461.04,16.3097,11.7279,6442,6420,6357,6482,6450,=AVERAGE(J8:N8),
2.1,291.872,291.648,288.848,295.344,289.744,1457.46,15.9825,13.4635,6410,6360,6428,6353,6465,=AVERAGE(J9:N9),
2.2,292.768,294,289.184,290.416,290.08,1456.45,14.5862,14.9016,6414,6458,6455,6470,6437,=AVERAGE(J10:N10),
2.3,288.736,295.008,293.216,289.744,292.544,1459.25,11.7919,15.9099,6443,6379,6460,6461,6445,=AVERAGE(J11:N11),
2.4,257.152,250.88,248.08,247.52,251.104,1254.74,6.59815,16.3159,6473,6337,6345,6493,6452,=AVERAGE(J12:N12),
2.5,0,0,0,0,0,0,6.87199,13.6971,0,0,0,0,0,=AVERAGE(J13:N13),
2.6,170.24,162.736,164.416,156.128,148.96,802.48,16.9444,6.35754,33638,36349,35668,37960,40063,=AVERAGE(J14:N14),
2.7,187.6,161.056,182,168.224,178.416,877.296,18.0955,6.87199,17917,21388,18567,20628,18937,=AVERAGE(J15:N15),
2.8,224.336,221.424,222.544,218.4,217.168,1103.87,6.77767,18.1257,6463,6471,6442,6494,6462,=AVERAGE(J16:N16),
2.9,189.28,174.832,162.064,176.4,181.328,883.904,6.39803,16.9157,17162,19413,21161,19118,18556,=AVERAGE(J17:N17),
3,246.624,246.288,248.976,248.528,248.304,1238.72,13.7425,6.74624,6533,6460,6532,6478,6516,=AVERAGE(J18:N18),
3.1,0,0,0,0,0,0,16.3136,6.39803,0,0,0,0,0,=AVERAGE(J19:N19),
3.2,282.688,268.688,278.208,271.264,261.408,1362.26,13.8152,15.774,21448,23100,21905,22764,23813,=AVERAGE(J20:N20),
3.3,294,290.864,290.416,293.104,292.992,1461.38,12.0224,16.3173,6431,6461,6482,6463,6474,=AVERAGE(J21:N21),
3.4,297.024,294.336,289.52,291.536,292.432,1464.85,11.8397,16.315,6318,6354,6424,6472,6454,=AVERAGE(J22:N22),
3.5,293.44,292.208,289.408,295.12,295.344,1465.52,11.6551,16.3046,6382,6404,6453,6360,6376,=AVERAGE(J23:N23),
3.6,292.992,293.216,291.984,295.456,295.344,1468.99,11.4685,16.2864,6446,6406,6372,6443,6355,=AVERAGE(J24:N24),
3.7,296.464,297.136,296.128,296.128,295.792,1481.65,11.28,16.2605,6380,6392,6401,6397,6388,=AVERAGE(J25:N25),
3.8,291.536,294.784,294.672,296.8,290.192,1467.98,11.2554,16.2566,6409,6405,6392,6395,6434,=AVERAGE(J26:N26),
3.9,290.08,287.728,290.416,289.072,289.072,1446.37,11.2554,16.2566,6379,6381,6398,6428,6391,=AVERAGE(J27:N27),
4,287.28,287.728,288.736,290.864,295.568,1450.18,11.2554,16.2566,6337,6341,6385,6421,6363,=AVERAGE(J28:N28),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(G7:G28)
