Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),User8_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),User8_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,0,=AVERAGE(M2:T2),
1.5,57.232,40.88,28.56,28.56,28.56,28.56,28.56,28.56,269.472,14.394,15.0139,56975,74590,73821,74439,75602,74984,76139,76655,=AVERAGE(M3:T3),
1.6,201.376,232.4,243.264,227.136,218.064,224.784,208.544,207.984,1763.55,14.394,15.0139,9914,9721,13618,14413,15692,14976,15425,16112,=AVERAGE(M4:T4),
1.7,233.072,222.208,222.544,221.312,223.776,229.824,240.016,219.632,1812.38,14.394,15.0139,10127,9858,9772,10000,9950,9789,9881,9742,=AVERAGE(M5:T5),
1.8,230.944,217.728,218.4,226.128,224.112,225.904,220.864,233.856,1797.94,14.394,15.0139,9676,9870,9794,9899,9526,10167,9786,9801,=AVERAGE(M6:T6),
1.9,225.344,233.072,226.8,228.144,231.728,224.448,220.416,220.528,1810.48,14.394,15.0139,9738,9800,10140,9577,9839,10166,9748,9972,=AVERAGE(M7:T7),
2,222.88,218.736,222.768,225.344,225.232,220.192,233.184,228.368,1796.7,14.2957,15.0676,9976,10074,9787,10004,9939,10411,10153,10035,=AVERAGE(M8:T8),
2.1,223.552,229.936,230.72,226.688,224.224,230.608,220.08,224.784,1810.59,14.0655,15.1842,9842,9968,10322,9970,10012,10200,10202,10181,=AVERAGE(M9:T9),
2.2,221.872,221.088,220.864,229.264,229.376,229.04,222.768,224.672,1798.94,13.8206,15.2962,10362,10139,9765,9953,9897,9695,10075,9908,=AVERAGE(M10:T10),
2.3,225.68,227.584,231.168,227.136,219.184,215.488,228.48,229.712,1804.43,13.5605,15.4034,10111,10289,9919,10115,10125,10077,10333,10056,=AVERAGE(M11:T11),
2.4,221.872,223.776,218.176,218.736,234.304,223.776,229.824,222.32,1792.78,13.2848,15.5056,10331,10001,9562,10083,9448,9577,10304,10011,=AVERAGE(M12:T12),
2.5,238.224,220.864,237.664,230.272,213.36,226.576,220.08,220.304,1807.34,12.9932,15.6027,9861,10178,10147,10253,10243,10481,10338,9800,=AVERAGE(M13:T13),
2.6,214.704,224.336,214.816,231.056,237.776,220.752,221.088,230.944,1795.47,12.6853,15.6945,10082,10168,9720,10093,9693,10374,9989,9457,=AVERAGE(M14:T14),
2.7,219.296,224.448,228.144,210.56,219.296,224.224,236.208,221.872,1784.05,12.3607,15.7808,10158,10129,10298,9788,9897,10155,10233,10262,=AVERAGE(M15:T15),
2.8,227.36,228.928,222.32,225.008,226.352,226.8,221.76,222.432,1800.96,12.019,15.8615,10187,9930,10379,9996,10144,10101,10288,10207,=AVERAGE(M16:T16),
2.9,219.632,236.096,231.728,232.176,225.68,226.016,219.408,228.816,1819.55,11.6597,15.9363,10194,10044,10320,10270,10402,9720,10490,9792,=AVERAGE(M17:T17),
3,226.352,227.248,219.52,226.464,233.52,224.224,236.32,218.848,1812.5,11.2825,16.0051,10340,9477,9692,10245,10064,10378,9683,10560,=AVERAGE(M18:T18),
3.1,222.32,224.448,225.904,229.04,222.656,220.64,224.224,234.752,1803.98,10.887,16.0676,10046,10192,10400,9721,9793,9875,9462,9704,=AVERAGE(M19:T19),
3.2,228.256,219.856,223.44,227.808,226.128,232.4,221.76,222.88,1802.53,10.4728,16.1237,9766,9778,9623,9573,10328,9897,9639,9774,=AVERAGE(M20:T20),
3.3,226.688,230.72,228.704,222.88,224.112,226.352,231.28,219.968,1810.7,10.0394,16.1731,10268,10143,10324,10268,10051,10238,9935,10485,=AVERAGE(M21:T21),
3.4,234.864,225.68,221.648,224.896,231.504,224.672,227.248,224.112,1814.62,9.58645,16.2156,9846,9939,10409,10224,10033,10071,10047,10019,=AVERAGE(M22:T22),
3.5,224.56,224.336,230.72,222.992,224.448,223.104,221.984,226.016,1798.16,9.11348,16.2511,10259,9538,9644,9805,9776,9625,9771,10067,=AVERAGE(M23:T23),
3.6,221.424,223.328,215.824,220.192,215.152,226.128,228.256,222.208,1772.51,8.62007,16.2793,10234,9921,10179,9840,9956,9843,9786,9862,=AVERAGE(M24:T24),
3.7,218.848,225.008,219.632,220.192,234.64,231.84,235.536,222.656,1808.35,8.1058,16.2999,9918,10268,9627,10062,10313,9912,9855,10097,=AVERAGE(M25:T25),
3.8,229.712,230.832,225.232,235.984,222.656,220.416,205.632,228.928,1799.39,7.57028,16.3127,10412,10275,9844,10095,9917,10228,9870,10108,=AVERAGE(M26:T26),
3.9,219.632,219.184,230.944,229.152,220.304,211.12,233.968,217.168,1781.47,7.01303,16.3175,10165,10069,10131,10206,10099,10279,9808,10058,=AVERAGE(M27:T27),
4,233.856,229.712,223.888,214.256,226.24,229.936,222.096,226.352,1806.34,6.43365,16.3141,10205,10202,9884,9996,10248,10329,10057,10310,=AVERAGE(M28:T28),
4.1,214.032,225.12,231.28,229.488,225.792,227.808,231.728,224.672,1809.92,5.8317,16.3021,10059,10464,10391,10068,10119,9815,10370,10156,=AVERAGE(M29:T29),
