Time [s],User1_Tput(Mbps),User2_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),Avg_latency(µs),
1.4,0,0,0,14.394,15.0139,0,0,=AVERAGE(G2:H2),
1.5,57.232,43.568,100.8,14.394,15.0139,57049,71836,=AVERAGE(G3:H3),
1.6,282.688,290.528,573.216,14.394,15.0139,5624,6072,=AVERAGE(G4:H4),
1.7,297.808,299.376,597.184,14.394,15.0139,5374,5380,=AVERAGE(G5:H5),
1.8,298.816,298.592,597.408,14.394,15.0139,5377,5389,=AVERAGE(G6:H6),
1.9,298.032,298.592,596.624,14.394,15.0139,5377,5395,=AVERAGE(G7:H7),
2,298.816,298.928,597.744,14.2957,15.0676,5376,5389,=AVERAGE(G8:H8),
2.1,298.368,298.144,596.512,14.0655,15.1842,5380,5394,=AVERAGE(G9:H9),
2.2,297.696,298.592,596.288,13.8206,15.2962,5384,5394,=AVERAGE(G10:H10),
2.3,298.032,298.592,596.624,13.5605,15.4034,5374,5399,=AVERAGE(G11:H11),
2.4,298.592,298.704,597.296,13.2848,15.5056,5374,5390,=AVERAGE(G12:H12),
2.5,298.704,298.368,597.072,12.9932,15.6027,5384,5392,=AVERAGE(G13:H13),
2.6,299.376,298.256,597.632,12.6853,15.6945,5368,5390,=AVERAGE(G14:H14),
2.7,298.592,298.704,597.296,12.3607,15.7808,5378,5402,=AVERAGE(G15:H15),
2.8,298.704,298.48,597.184,12.019,15.8615,5372,5380,=AVERAGE(G16:H16),
2.9,298.48,298.144,596.624,11.6597,15.9363,5371,5403,=AVERAGE(G17:H17),
3,299.712,298.592,598.304,11.2825,16.0051,5370,5385,=AVERAGE(G18:H18),
3.1,298.368,298.704,597.072,10.8871,16.0676,5383,5400,=AVERAGE(G19:H19),
3.2,299.152,297.696,596.848,10.4728,16.1237,5372,5399,=AVERAGE(G20:H20),
3.3,297.92,298.592,596.512,10.0394,16.1731,5386,5400,=AVERAGE(G21:H21),
3.4,299.936,298.816,598.752,9.58647,16.2156,5364,5372,=AVERAGE(G22:H22),
3.5,298.592,298.368,596.96,9.11348,16.2511,5382,5410,=AVERAGE(G23:H23),
3.6,299.488,298.032,597.52,8.62007,16.2793,5374,5379,=AVERAGE(G24:H24),
3.7,298.256,299.376,597.632,8.10584,16.2999,5368,5375,=AVERAGE(G25:H25),
3.8,299.936,300.272,600.208,7.57028,16.3127,5373,5400,=AVERAGE(G26:H26),
3.9,298.816,298.256,597.072,7.01306,16.3175,5379,5381,=AVERAGE(G27:H27),
4,298.144,298.704,596.848,6.43368,16.3141,5393,5394,=AVERAGE(G28:H28),
4.1,298.368,298.368,596.736,5.83171,16.3021,5361,5411,=AVERAGE(G29:H29),
4.2,18.928,19.264,38.192,7.23397,13.572,5764,5383,=AVERAGE(G30:H30),
4.3,298.256,292.544,590.8,7.24931,13.572,16768,17211,=AVERAGE(G31:H31),
4.4,298.256,299.04,597.296,7.98101,13.297,5377,5384,=AVERAGE(G32:H32),
4.5,298.48,297.248,595.728,8.70789,13.0061,5380,5409,=AVERAGE(G33:H33),
4.6,299.6,298.368,597.968,9.41411,12.6989,5361,5390,=AVERAGE(G34:H34),
4.7,298.48,298.704,597.184,10.0992,12.375,5370,5372,=AVERAGE(G35:H35),
4.8,298.48,297.92,596.4,10.7627,12.034,5389,5419,=AVERAGE(G36:H36),
4.9,298.928,298.256,597.184,11.4041,11.6755,5381,5377,=AVERAGE(G37:H37),
5,297.92,298.592,596.512,12.0229,11.2991,5373,5404,=AVERAGE(G38:H38),
5.1,299.04,297.808,596.848,12.6187,10.9045,5373,5365,=AVERAGE(G39:H39),
5.2,299.152,298.928,598.08,13.1911,10.491,5373,5402,=AVERAGE(G40:H40),
5.3,298.144,299.152,597.296,13.7397,10.0585,5374,5368,=AVERAGE(G41:H41),
5.4,298.256,297.92,596.176,14.264,9.60634,5381,5408,=AVERAGE(G42:H42),
5.5,299.376,298.256,597.632,14.7636,9.13424,5392,5379,=AVERAGE(G43:H43),
5.6,299.712,298.256,597.968,15.2382,8.64172,5365,5389,=AVERAGE(G44:H44),
5.7,297.808,299.264,597.072,15.6873,8.12837,5374,5404,=AVERAGE(G45:H45),
5.8,298.368,298.592,596.96,16.1108,7.59375,5349,5376,=AVERAGE(G46:H46),
5.9,184.912,179.648,364.56,16.5081,7.03746,12456,13089,=AVERAGE(G47:H47),
6,298.144,297.92,596.064,16.8791,6.45904,5410,5399,=AVERAGE(G48:H48),
6.1,18.368,18.928,37.296,18.4098,5.80459,5254,5307,=AVERAGE(G49:H49),
6.2,264.768,258.496,523.264,17.8146,7.67848,19853,20502,=AVERAGE(G50:H50),
6.3,299.264,298.368,597.632,17.5229,8.41364,5374,5364,=AVERAGE(G51:H51),
6.4,299.936,298.144,598.08,17.2041,9.12836,5384,5417,=AVERAGE(G52:H52),
6.5,298.704,298.592,597.296,16.8583,9.82213,5345,5382,=AVERAGE(G53:H53),
6.6,297.696,299.152,596.848,16.4858,10.4945,5404,5396,=AVERAGE(G54:H54),
6.7,298.816,299.152,597.968,16.0869,11.1449,5375,5362,=AVERAGE(G55:H55),
6.8,298.48,298.48,596.96,15.662,11.773,5392,5428,=AVERAGE(G56:H56),
6.9,298.704,298.48,597.184,15.2113,12.3783,5363,5346,=AVERAGE(G57:H57),
7,299.6,298.032,597.632,14.7353,12.9603,5388,5419,=AVERAGE(G58:H58),
7.1,298.144,299.712,597.856,14.2342,13.5186,5356,5395,=AVERAGE(G59:H59),
7.2,298.368,298.368,596.736,13.7085,14.0529,5384,5363,=AVERAGE(G60:H60),
7.3,299.04,297.696,596.736,13.1585,14.5626,5359,5389,=AVERAGE(G61:H61),
7.4,298.144,298.704,596.848,12.5847,15.0475,5388,5423,=AVERAGE(G62:H62),
7.5,298.928,299.824,598.752,11.9876,15.5071,5366,5401,=AVERAGE(G63:H63),
7.6,298.592,298.256,596.848,11.3674,15.9411,5400,5373,=AVERAGE(G64:H64),
7.7,300.048,298.816,598.864,10.7248,16.3491,5322,5410,=AVERAGE(G65:H65),
7.8,298.48,297.696,596.176,10.06,16.7309,5415,5386,=AVERAGE(G66:H66),
7.9,298.368,300.16,598.528,9.37371,17.086,5333,5369,=AVERAGE(G67:H67),
8,299.488,299.264,598.752,8.66629,17.4143,5439,5408,=AVERAGE(G68:H68),
8.1,299.04,298.816,597.856,7.93823,17.7156,5357,5387,=AVERAGE(G69:H69),
8.2,299.712,298.368,598.08,7.19001,17.9894,5338,5366,=AVERAGE(G70:H70),
8.3,299.04,298.48,597.52,6.42218,18.2356,5382,5412,=AVERAGE(G71:H71),
8.4,18.032,18.032,36.064,7.03269,16.5113,4874,4906,=AVERAGE(G72:H72),
8.5,295.68,289.968,585.648,7.58919,16.1142,16967,17399,=AVERAGE(G73:H73),
8.6,301.28,299.6,600.88,7.59996,16.1142,5387,5417,=AVERAGE(G74:H74),
8.7,299.488,298.144,597.632,8.12397,15.691,5360,5391,=AVERAGE(G75:H75),
8.8,298.704,298.144,596.848,8.6375,15.242,5406,5369,=AVERAGE(G76:H76),
8.9,300.16,298.256,598.416,9.1302,14.7676,5319,5418,=AVERAGE(G77:H77),
9,299.264,298.48,597.744,9.60249,14.2682,5366,5399,=AVERAGE(G78:H78),
9.1,298.256,298.928,597.184,10.0548,13.7442,5417,5380,=AVERAGE(G79:H79),
9.2,298.032,298.704,596.736,10.4875,13.1958,5398,5360,=AVERAGE(G80:H80),
9.3,298.368,297.92,596.288,10.9011,12.6236,5381,5412,=AVERAGE(G81:H81),
9.4,299.152,298.48,597.632,11.2959,12.028,5365,5396,=AVERAGE(G82:H82),
9.5,299.04,298.48,597.52,11.6725,11.4093,5347,5378,=AVERAGE(G83:H83),
9.6,298.704,298.48,597.184,12.0311,10.7681,5406,5360,=AVERAGE(G84:H84),
9.7,299.488,298.032,597.52,12.3722,10.1049,5313,5420,=AVERAGE(G85:H85),
9.8,298.704,298.592,597.296,12.6963,9.41996,5373,5405,=AVERAGE(G86:H86),
9.9,299.04,298.256,597.296,13.0036,8.71391,5438,5388,=AVERAGE(G87:H87),
10,299.264,297.808,597.072,13.2946,7.9872,5343,5371,=AVERAGE(G88:H88),
1.9s-End_Avg_Tput(Mbps),=AVERAGE(D7:D88)
