Time [s],User1_Tput(Mbps),User2_Tput(Mbps),User3_Tput(Mbps),User4_Tput(Mbps),User5_Tput(Mbps),User6_Tput(Mbps),User7_Tput(Mbps),Total_Tput(Mbps),STA1-SNR(dB),STA2-SNR(dB),User1_latency(µs),User2_latency(µs),User3_latency(µs),User4_latency(µs),User5_latency(µs),User6_latency(µs),User7_latency(µs),Avg_latency(µs),
1.4,0,0,0,0,0,0,0,0,14.394,15.0139,0,0,0,0,0,0,0,=AVERAGE(L2:R2),
1.5,57.232,40.544,28.56,28.56,28.56,28.56,28.56,240.576,14.394,15.0139,57055,74961,73811,74321,75138,75615,76171,=AVERAGE(L3:R3),
1.6,233.52,252.672,251.664,249.424,237.104,237.216,237.328,1698.93,14.394,15.0139,8495,9165,12729,13044,13738,13852,13829,=AVERAGE(L4:R4),
1.7,252,238.56,253.568,246.4,254.24,248.08,243.376,1736.22,14.394,15.0139,8773,8940,8751,8973,8711,8684,8590,=AVERAGE(L5:R5),
1.8,244.16,247.296,246.176,244.16,248.08,254.016,250.88,1734.77,14.394,15.0139,8868,8712,8905,9039,9049,8665,8843,=AVERAGE(L6:R6),
1.9,250.544,254.24,251.664,253.12,243.824,245.952,247.856,1747.2,14.394,15.0139,8641,8763,8747,8493,8718,8691,8696,=AVERAGE(L7:R7),
2,254.128,251.888,244.496,255.36,251.776,253.232,242.256,1753.14,14.2957,15.0676,8579,8630,8850,8770,8777,8693,8772,=AVERAGE(L8:R8),
2.1,249.088,249.984,254.128,243.936,248.528,249.424,257.152,1752.24,14.0655,15.1842,8918,8477,8402,8924,8687,8959,8750,=AVERAGE(L9:R9),
2.2,247.856,250.32,247.184,253.568,252.336,249.984,246.176,1747.42,13.8206,15.2962,8785,8802,8581,8573,8874,8734,8788,=AVERAGE(L10:R10),
2.3,254.8,246.96,251.44,254.24,249.648,248.416,251.664,1757.17,13.5605,15.4034,8378,8468,8900,8561,8934,8786,8751,=AVERAGE(L11:R11),
2.4,250.544,250.544,248.64,244.944,250.32,257.04,252.672,1754.7,13.2848,15.5056,8780,8726,8771,8593,8613,8791,8633,=AVERAGE(L12:R12),
2.5,248.304,248.64,250.656,246.288,249.648,241.584,243.6,1728.72,12.9932,15.6027,8966,8554,8441,8756,8810,8958,8474,=AVERAGE(L13:R13),
2.6,248.752,249.872,247.072,249.2,244.72,244.384,248.304,1732.3,12.6853,15.6945,8886,8894,8796,8687,8675,8860,8662,=AVERAGE(L14:R14),
